Q1,Q2,CODES,OPT,R,TYPE,C1,Q
Do you have a steady boy- or girlfriend?,I am kind to children younger than me,UB34,,1==yes;2==no but had previously;3==Certainly true,Categorical,UB34,q11-y14-c
Do you have a steady boy- or girlfriend?,I am kind to children younger than me,UB34,,1==yes;2==Somewhat true;3==no never had,Categorical,UB34,q11-y14-c
Do you have a steady boy- or girlfriend?,I am kind to children younger than me,UB34,,1==yes;2==Somewhat true;3==Certainly true,Categorical,UB34,q11-y14-c
Do you have a steady boy- or girlfriend?,I am kind to children younger than me,UB34,,1==Not true;2==no but had previously;3==no never had,Categorical,UB34,q11-y14-c
Do you have a steady boy- or girlfriend?,I am kind to children younger than me,UB34,,1==Not true;2==no but had previously;3==Certainly true,Categorical,UB34,q11-y14-c
Do you have a steady boy- or girlfriend?,I am kind to children younger than me,UB34,,1==Not true;2==Somewhat true;3==no never had,Categorical,UB34,q11-y14-c
Do you have a steady boy- or girlfriend?,I am kind to children younger than me,UB34,,1==Not true;2==Somewhat true;3==Certainly true,Categorical,UB34,q11-y14-c
Do you have a steady boy- or girlfriend?,I often volunteer to help others,,,1==yes;2==no but had previously;3==no never had,Categorical,,q11-y14-c
Do you have a steady boy- or girlfriend?,I often volunteer to help others,,,1==yes;2==no but had previously;3==Certainly true,Categorical,,q11-y14-c
Do you have a steady boy- or girlfriend?,I often volunteer to help others,,,1==yes;2==Somewhat true;3==no never had,Categorical,,q11-y14-c
Do you have a steady boy- or girlfriend?,I often volunteer to help others,,,1==yes;2==Somewhat true;3==Certainly true,Categorical,,q11-y14-c
Do you have a steady boy- or girlfriend?,I often volunteer to help others,,,1==Not true;2==no but had previously;3==no never had,Categorical,,q11-y14-c
Do you have a steady boy- or girlfriend?,I often volunteer to help others,,,1==Not true;2==no but had previously;3==Certainly true,Categorical,,q11-y14-c
Do you have a steady boy- or girlfriend?,I often volunteer to help others,,,1==Not true;2==Somewhat true;3==no never had,Categorical,,q11-y14-c
Do you have a steady boy- or girlfriend?,I often volunteer to help others,,,1==Not true;2==Somewhat true;3==Certainly true,Categorical,,q11-y14-c
How satisfied are you with your life?,The conditions of my life are excellent,,,1==Not true;2==Sometimes true;3==True,Categorical,,q11-y14-c
How satisfied are you with your life?,I am satisfied with my life,,,1==Not true;2==Sometimes true;3==True,Categorical,,q11-y14-c
How satisfied are you with your life?,way,,,1==Not true;2==Sometimes true;3==True,Categorical,,q11-y14-c
How satisfied are you with your life?,Felt miserable or unhappy,UB41,,1==Not true;2==Sometimes true;3==True,Categorical,UB41,q11-y14-c
How satisfied are you with your life?,Was very restless,UB43,,1==Not true;2==Sometimes true;3==True,Categorical,UB43,q11-y14-c
How satisfied are you with your life?,Didn’t enjoy anything at all,UB44,,1==Not true;2==Sometimes true;3==True,Categorical,UB44,q11-y14-c
How satisfied are you with your life?,Felt I was no good anymore,UB45,,1==Not true;2==Sometimes true;3==True,Categorical,UB45,q11-y14-c
How satisfied are you with your life?,Cried a lot,UB46,,1==Not true;2==Sometimes true;3==True,Categorical,UB46,q11-y14-c
How satisfied are you with your life?,Hated myself,UB47,,1==Not true;2==Sometimes true;3==True,Categorical,UB47,q11-y14-c
How satisfied are you with your life?,Felt lonely,UB49,,1==Not true;2==Sometimes true;3==True,Categorical,UB49,q11-y14-c
How satisfied are you with your life?,Thought nobody really loved me,UB50,,1==Not true;2==Sometimes true;3==True,Categorical,UB50,q11-y14-c
How satisfied are you with your life?,Felt I was a bad person,UB51,,1==Not true;2==Sometimes true;3==True,Categorical,UB51,q11-y14-c
How satisfied are you with your life?,Felt I did everything wrong,UB52,,1==Not true;2==Sometimes true;3==True,Categorical,UB52,q11-y14-c
How satisfied are you with your life?,Found it hard to think or concentrate,UB53,,1==Not true;2==Sometimes true;3==True,Categorical,UB53,q11-y14-c
Have you over the past 2 weeks been bothered with any of the following?,Feeling fearful,UB54,,1==Not bothered;2==A little bothered;3==Quite bothered;4==Very bothered,Categorical,UB54,q11-y14-c
Have you over the past 2 weeks been bothered with any of the following?,Nervousness or shakiness inside,UB55,,1==Not bothered;2==A little bothered;3==Quite bothered;4==Very bothered,Categorical,UB55,q11-y14-c
Have you over the past 2 weeks been bothered with any of the following?,Feeling hopeless about the future,UB56,,1==Not bothered;2==A little bothered;3==Quite bothered;4==Very bothered,Categorical,UB56,q11-y14-c
Have you over the past 2 weeks been bothered with any of the following?,Feeling blue,UB57,,1==Not bothered;2==A little bothered;3==Quite bothered;4==Very bothered,Categorical,UB57,q11-y14-c
Have you over the past 2 weeks been bothered with any of the following?,Worrying too much about things,UB58,,1==Not bothered;2==A little bothered;3==Quite bothered;4==Very bothered,Categorical,UB58,q11-y14-c
Have you over the past 2 weeks been bothered with any of the following?,Feeling everything is an effort,UB59,,1==Not bothered;2==A little bothered;3==Quite bothered;4==Very bothered,Categorical,UB59,q11-y14-c
Have you over the past 2 weeks been bothered with any of the following?,Feeling tense or keyed up,UB60,,1==Not bothered;2==A little bothered;3==Quite bothered;4==Very bothered,Categorical,UB60,q11-y14-c
Have you over the past 2 weeks been bothered with any of the following?,Suddenly scared for no reason,UB61,,1==Not bothered;2==A little bothered;3==Quite bothered;4==Very bothered,Categorical,UB61,q11-y14-c
Have you over the past 2 weeks been bothered with any of the following?,Anxiety or panic attack,UB62,,1==Not bothered;2==A little bothered;3==Quite bothered;4==Very bothered,Categorical,UB62,q11-y14-c
Have you over the past 2 weeks been bothered with any of the following?,Feelings of worthlessness,UB63,,1==Not bothered;2==A little bothered;3==Quite bothered;4==Very bothered,Categorical,UB63,q11-y14-c
How much have the following problems bothered you during the past week?,speaking to people,,,1==Not at all;2==A little bit;3==Somewhat;4==Very much;5==Extremely,Categorical,,q11-y14-c
Bullying is defined as being excluded teased hit or bothered repeated times. Have you experienced being bullied over the past year?,Have been bullied by being teased,UB67,,1==Never;2==Now and then;3==Weekly;4==Daily,Categorical,UB67,q11-y14-c
Bullying is defined as being excluded teased hit or bothered repeated times. Have you experienced being bullied over the past year?,Have been bullied by being teased,UB67,,1==Never;2==Now and then;3==Weekly;4==Almost all the time,Categorical,UB67,q11-y14-c
Bullying is defined as being excluded teased hit or bothered repeated times. Have you experienced being bullied over the past year?,Have been bullied by being teased,UB67,,1==Never;2==Now and then;3==Often;4==Daily,Categorical,UB67,q11-y14-c
Bullying is defined as being excluded teased hit or bothered repeated times. Have you experienced being bullied over the past year?,Have been bullied by being teased,UB67,,1==Never;2==Now and then;3==Often;4==Almost all the time,Categorical,UB67,q11-y14-c
Bullying is defined as being excluded teased hit or bothered repeated times. Have you experienced being bullied over the past year?,or shut out from others,,,1==Never;2==Now and then;3==Weekly;4==Daily,Categorical,,q11-y14-c
Bullying is defined as being excluded teased hit or bothered repeated times. Have you experienced being bullied over the past year?,or shut out from others,,,1==Never;2==Now and then;3==Weekly;4==Almost all the time,Categorical,,q11-y14-c
Bullying is defined as being excluded teased hit or bothered repeated times. Have you experienced being bullied over the past year?,or shut out from others,,,1==Never;2==Now and then;3==Often;4==Daily,Categorical,,q11-y14-c
Bullying is defined as being excluded teased hit or bothered repeated times. Have you experienced being bullied over the past year?,or shut out from others,,,1==Never;2==Now and then;3==Often;4==Almost all the time,Categorical,,q11-y14-c
Bullying is defined as being excluded teased hit or bothered repeated times. Have you experienced being bullied over the past year?,UB70,UB70; UB70; UB70,,1==Never;2==Now and then;3==Weekly;4==Daily,Categorical,UB70,q11-y14-c
Bullying is defined as being excluded teased hit or bothered repeated times. Have you experienced being bullied over the past year?,UB70,UB70; UB70; UB70,,1==Never;2==Now and then;3==Weekly;4==Almost all the time,Categorical,UB70,q11-y14-c
Bullying is defined as being excluded teased hit or bothered repeated times. Have you experienced being bullied over the past year?,UB70,UB70; UB70; UB70,,1==Never;2==Now and then;3==Often;4==Daily,Categorical,UB70,q11-y14-c
Bullying is defined as being excluded teased hit or bothered repeated times. Have you experienced being bullied over the past year?,UB70,UB70; UB70; UB70,,1==Never;2==Now and then;3==Often;4==Almost all the time,Categorical,UB70,q11-y14-c
Bullying is defined as being excluded teased hit or bothered repeated times. Have you experienced being bullied over the past year?,media to spread rumours tease or threaten you,UB70,,1==Never;2==Now and then;3==Weekly;4==Daily,Categorical,UB70,q11-y14-c
Bullying is defined as being excluded teased hit or bothered repeated times. Have you experienced being bullied over the past year?,media to spread rumours tease or threaten you,UB70,,1==Never;2==Now and then;3==Weekly;4==Almost all the time,Categorical,UB70,q11-y14-c
Bullying is defined as being excluded teased hit or bothered repeated times. Have you experienced being bullied over the past year?,media to spread rumours tease or threaten you,UB70,,1==Never;2==Now and then;3==Often;4==Daily,Categorical,UB70,q11-y14-c
Bullying is defined as being excluded teased hit or bothered repeated times. Have you experienced being bullied over the past year?,media to spread rumours tease or threaten you,UB70,,1==Never;2==Now and then;3==Often;4==Almost all the time,Categorical,UB70,q11-y14-c
Bullying is defined as being excluded teased hit or bothered repeated times. Have you experienced being bullied over the past year?,you feel this way in your family,,,1==Never;2==Now and then;3==Weekly;4==Daily,Categorical,,q11-y14-c
Bullying is defined as being excluded teased hit or bothered repeated times. Have you experienced being bullied over the past year?,you feel this way in your family,,,1==Never;2==Now and then;3==Weekly;4==Almost all the time,Categorical,,q11-y14-c
Bullying is defined as being excluded teased hit or bothered repeated times. Have you experienced being bullied over the past year?,you feel this way in your family,,,1==Never;2==Now and then;3==Often;4==Daily,Categorical,,q11-y14-c
Bullying is defined as being excluded teased hit or bothered repeated times. Have you experienced being bullied over the past year?,you feel this way in your family,,,1==Never;2==Now and then;3==Often;4==Almost all the time,Categorical,,q11-y14-c
Bullying is defined as being excluded teased hit or bothered repeated times. Have you experienced being bullied over the past year?,My parents understand me,UB71,,1==Never;2==Now and then;3==Weekly;4==Daily,Categorical,UB71,q11-y14-c
Bullying is defined as being excluded teased hit or bothered repeated times. Have you experienced being bullied over the past year?,My parents understand me,UB71,,1==Never;2==Now and then;3==Weekly;4==Almost all the time,Categorical,UB71,q11-y14-c
Bullying is defined as being excluded teased hit or bothered repeated times. Have you experienced being bullied over the past year?,My parents understand me,UB71,,1==Never;2==Now and then;3==Often;4==Daily,Categorical,UB71,q11-y14-c
Bullying is defined as being excluded teased hit or bothered repeated times. Have you experienced being bullied over the past year?,My parents understand me,UB71,,1==Never;2==Now and then;3==Often;4==Almost all the time,Categorical,UB71,q11-y14-c
Bullying is defined as being excluded teased hit or bothered repeated times. Have you experienced being bullied over the past year?,I get along well with my parents,UB72,,1==Never;2==Now and then;3==Weekly;4==Daily,Categorical,UB72,q11-y14-c
Bullying is defined as being excluded teased hit or bothered repeated times. Have you experienced being bullied over the past year?,I get along well with my parents,UB72,,1==Never;2==Now and then;3==Weekly;4==Almost all the time,Categorical,UB72,q11-y14-c
Bullying is defined as being excluded teased hit or bothered repeated times. Have you experienced being bullied over the past year?,I get along well with my parents,UB72,,1==Never;2==Now and then;3==Often;4==Daily,Categorical,UB72,q11-y14-c
Bullying is defined as being excluded teased hit or bothered repeated times. Have you experienced being bullied over the past year?,I get along well with my parents,UB72,,1==Never;2==Now and then;3==Often;4==Almost all the time,Categorical,UB72,q11-y14-c
Bullying is defined as being excluded teased hit or bothered repeated times. Have you experienced being bullied over the past year?,My parents like me,UB73,,1==Never;2==Now and then;3==Weekly;4==Daily,Categorical,UB73,q11-y14-c
Bullying is defined as being excluded teased hit or bothered repeated times. Have you experienced being bullied over the past year?,My parents like me,UB73,,1==Never;2==Now and then;3==Weekly;4==Almost all the time,Categorical,UB73,q11-y14-c
Bullying is defined as being excluded teased hit or bothered repeated times. Have you experienced being bullied over the past year?,My parents like me,UB73,,1==Never;2==Now and then;3==Often;4==Daily,Categorical,UB73,q11-y14-c
Bullying is defined as being excluded teased hit or bothered repeated times. Have you experienced being bullied over the past year?,My parents like me,UB73,,1==Never;2==Now and then;3==Often;4==Almost all the time,Categorical,UB73,q11-y14-c
Bullying is defined as being excluded teased hit or bothered repeated times. Have you experienced being bullied over the past year?,I like my parents,UB74,,1==Never;2==Now and then;3==Weekly;4==Daily,Categorical,UB74,q11-y14-c
Bullying is defined as being excluded teased hit or bothered repeated times. Have you experienced being bullied over the past year?,I like my parents,UB74,,1==Never;2==Now and then;3==Weekly;4==Almost all the time,Categorical,UB74,q11-y14-c
Bullying is defined as being excluded teased hit or bothered repeated times. Have you experienced being bullied over the past year?,I like my parents,UB74,,1==Never;2==Now and then;3==Often;4==Daily,Categorical,UB74,q11-y14-c
Bullying is defined as being excluded teased hit or bothered repeated times. Have you experienced being bullied over the past year?,I like my parents,UB74,,1==Never;2==Now and then;3==Often;4==Almost all the time,Categorical,UB74,q11-y14-c
Bullying is defined as being excluded teased hit or bothered repeated times. Have you experienced being bullied over the past year?,My parents criticise me,UB75,,1==Never;2==Now and then;3==Weekly;4==Daily,Categorical,UB75,q11-y14-c
Bullying is defined as being excluded teased hit or bothered repeated times. Have you experienced being bullied over the past year?,My parents criticise me,UB75,,1==Never;2==Now and then;3==Weekly;4==Almost all the time,Categorical,UB75,q11-y14-c
Bullying is defined as being excluded teased hit or bothered repeated times. Have you experienced being bullied over the past year?,My parents criticise me,UB75,,1==Never;2==Now and then;3==Often;4==Daily,Categorical,UB75,q11-y14-c
Bullying is defined as being excluded teased hit or bothered repeated times. Have you experienced being bullied over the past year?,My parents criticise me,UB75,,1==Never;2==Now and then;3==Often;4==Almost all the time,Categorical,UB75,q11-y14-c
Bullying is defined as being excluded teased hit or bothered repeated times. Have you experienced being bullied over the past year?,My parents irritate me,UB76,,1==Never;2==Now and then;3==Weekly;4==Daily,Categorical,UB76,q11-y14-c
Bullying is defined as being excluded teased hit or bothered repeated times. Have you experienced being bullied over the past year?,My parents irritate me,UB76,,1==Never;2==Now and then;3==Weekly;4==Almost all the time,Categorical,UB76,q11-y14-c
Bullying is defined as being excluded teased hit or bothered repeated times. Have you experienced being bullied over the past year?,My parents irritate me,UB76,,1==Never;2==Now and then;3==Often;4==Daily,Categorical,UB76,q11-y14-c
Bullying is defined as being excluded teased hit or bothered repeated times. Have you experienced being bullied over the past year?,My parents irritate me,UB76,,1==Never;2==Now and then;3==Often;4==Almost all the time,Categorical,UB76,q11-y14-c
Bullying is defined as being excluded teased hit or bothered repeated times. Have you experienced being bullied over the past year?,My parents hurt my feelings,UB77,,1==Never;2==Now and then;3==Weekly;4==Daily,Categorical,UB77,q11-y14-c
Bullying is defined as being excluded teased hit or bothered repeated times. Have you experienced being bullied over the past year?,My parents hurt my feelings,UB77,,1==Never;2==Now and then;3==Weekly;4==Almost all the time,Categorical,UB77,q11-y14-c
Bullying is defined as being excluded teased hit or bothered repeated times. Have you experienced being bullied over the past year?,My parents hurt my feelings,UB77,,1==Never;2==Now and then;3==Often;4==Daily,Categorical,UB77,q11-y14-c
Bullying is defined as being excluded teased hit or bothered repeated times. Have you experienced being bullied over the past year?,My parents hurt my feelings,UB77,,1==Never;2==Now and then;3==Often;4==Almost all the time,Categorical,UB77,q11-y14-c
Bullying is defined as being excluded teased hit or bothered repeated times. Have you experienced being bullied over the past year?,My parents and I get into arguments,UB78,,1==Never;2==Now and then;3==Weekly;4==Daily,Categorical,UB78,q11-y14-c
Bullying is defined as being excluded teased hit or bothered repeated times. Have you experienced being bullied over the past year?,My parents and I get into arguments,UB78,,1==Never;2==Now and then;3==Weekly;4==Almost all the time,Categorical,UB78,q11-y14-c
Bullying is defined as being excluded teased hit or bothered repeated times. Have you experienced being bullied over the past year?,My parents and I get into arguments,UB78,,1==Never;2==Now and then;3==Often;4==Daily,Categorical,UB78,q11-y14-c
Bullying is defined as being excluded teased hit or bothered repeated times. Have you experienced being bullied over the past year?,My parents and I get into arguments,UB78,,1==Never;2==Now and then;3==Often;4==Almost all the time,Categorical,UB78,q11-y14-c
Bullying is defined as being excluded teased hit or bothered repeated times. Have you experienced being bullied over the past year?,Respond to each question:,,,1==Never;2==Now and then;3==Weekly;4==Daily,Categorical,,q11-y14-c
Bullying is defined as being excluded teased hit or bothered repeated times. Have you experienced being bullied over the past year?,Respond to each question:,,,1==Never;2==Now and then;3==Weekly;4==Almost all the time,Categorical,,q11-y14-c
Bullying is defined as being excluded teased hit or bothered repeated times. Have you experienced being bullied over the past year?,Respond to each question:,,,1==Never;2==Now and then;3==Often;4==Daily,Categorical,,q11-y14-c
Bullying is defined as being excluded teased hit or bothered repeated times. Have you experienced being bullied over the past year?,Respond to each question:,,,1==Never;2==Now and then;3==Often;4==Almost all the time,Categorical,,q11-y14-c
During the past 4 weeks how often have you had physical pain?,Mark one or more boxes Head,UB91,,1==Never;2==Less than weekly;3==Weekly but not daily;4==Daily but not all the time;5==All the time;6==8 to 9 years;7==10 years or longer,Categorical,UB91,q11-y14-c
During the past 4 weeks how often have you had physical pain?,Mark one or more boxes Head,UB91,,1==Never;2==Less than weekly;3==Weekly but not daily;4==Daily but not all the time;5==All the time;6==8 to 9 years;7==10 to 12 months,Categorical,UB91,q11-y14-c
During the past 4 weeks how often have you had physical pain?,Mark one or more boxes Head,UB91,,1==Never;2==Less than weekly;3==Weekly but not daily;4==Daily but not all the time;5==All the time;6==8 to 9 months;7==10 years or longer,Categorical,UB91,q11-y14-c
During the past 4 weeks how often have you had physical pain?,Mark one or more boxes Head,UB91,,1==Never;2==Less than weekly;3==Weekly but not daily;4==Daily but not all the time;5==All the time;6==8 to 9 months;7==10 to 12 months,Categorical,UB91,q11-y14-c
During the past 4 weeks how often have you had physical pain?,Mark one or more boxes Head,UB91,,1==Never;2==Less than weekly;3==Weekly but not daily;4==Daily but not all the time;5==6 to 7 years;6==8 to 9 years;7==10 years or longer,Categorical,UB91,q11-y14-c
During the past 4 weeks how often have you had physical pain?,Mark one or more boxes Head,UB91,,1==Never;2==Less than weekly;3==Weekly but not daily;4==Daily but not all the time;5==6 to 7 years;6==8 to 9 years;7==10 to 12 months,Categorical,UB91,q11-y14-c
During the past 4 weeks how often have you had physical pain?,Mark one or more boxes Head,UB91,,1==Never;2==Less than weekly;3==Weekly but not daily;4==Daily but not all the time;5==6 to 7 years;6==8 to 9 months;7==10 years or longer,Categorical,UB91,q11-y14-c
During the past 4 weeks how often have you had physical pain?,Mark one or more boxes Head,UB91,,1==Never;2==Less than weekly;3==Weekly but not daily;4==Daily but not all the time;5==6 to 7 years;6==8 to 9 months;7==10 to 12 months,Categorical,UB91,q11-y14-c
During the past 4 weeks how often have you had physical pain?,Mark one or more boxes Head,UB91,,1==Never;2==Less than weekly;3==Weekly but not daily;4==Daily but not all the time;5==6 to 7 months;6==8 to 9 years;7==10 years or longer,Categorical,UB91,q11-y14-c
During the past 4 weeks how often have you had physical pain?,Mark one or more boxes Head,UB91,,1==Never;2==Less than weekly;3==Weekly but not daily;4==Daily but not all the time;5==6 to 7 months;6==8 to 9 years;7==10 to 12 months,Categorical,UB91,q11-y14-c
During the past 4 weeks how often have you had physical pain?,Mark one or more boxes Head,UB91,,1==Never;2==Less than weekly;3==Weekly but not daily;4==Daily but not all the time;5==6 to 7 months;6==8 to 9 months;7==10 years or longer,Categorical,UB91,q11-y14-c
During the past 4 weeks how often have you had physical pain?,Mark one or more boxes Head,UB91,,1==Never;2==Less than weekly;3==Weekly but not daily;4==Daily but not all the time;5==6 to 7 months;6==8 to 9 months;7==10 to 12 months,Categorical,UB91,q11-y14-c
During the past 4 weeks how often have you had physical pain?,Mark one or more boxes Head,UB91,,1==Never;2==Less than weekly;3==Weekly but not daily;4==4 to 5 years;5==All the time;6==8 to 9 years;7==10 years or longer,Categorical,UB91,q11-y14-c
During the past 4 weeks how often have you had physical pain?,Mark one or more boxes Head,UB91,,1==Never;2==Less than weekly;3==Weekly but not daily;4==4 to 5 years;5==All the time;6==8 to 9 years;7==10 to 12 months,Categorical,UB91,q11-y14-c
During the past 4 weeks how often have you had physical pain?,Mark one or more boxes Head,UB91,,1==Never;2==Less than weekly;3==Weekly but not daily;4==4 to 5 years;5==All the time;6==8 to 9 months;7==10 years or longer,Categorical,UB91,q11-y14-c
During the past 4 weeks how often have you had physical pain?,Mark one or more boxes Head,UB91,,1==Never;2==Less than weekly;3==Weekly but not daily;4==4 to 5 years;5==All the time;6==8 to 9 months;7==10 to 12 months,Categorical,UB91,q11-y14-c
During the past 4 weeks how often have you had physical pain?,Mark one or more boxes Head,UB91,,1==Never;2==Less than weekly;3==Weekly but not daily;4==4 to 5 years;5==6 to 7 years;6==8 to 9 years;7==10 years or longer,Categorical,UB91,q11-y14-c
During the past 4 weeks how often have you had physical pain?,Mark one or more boxes Head,UB91,,1==Never;2==Less than weekly;3==Weekly but not daily;4==4 to 5 years;5==6 to 7 years;6==8 to 9 years;7==10 to 12 months,Categorical,UB91,q11-y14-c
During the past 4 weeks how often have you had physical pain?,Mark one or more boxes Head,UB91,,1==Never;2==Less than weekly;3==Weekly but not daily;4==4 to 5 years;5==6 to 7 years;6==8 to 9 months;7==10 years or longer,Categorical,UB91,q11-y14-c
During the past 4 weeks how often have you had physical pain?,Mark one or more boxes Head,UB91,,1==Never;2==Less than weekly;3==Weekly but not daily;4==4 to 5 years;5==6 to 7 years;6==8 to 9 months;7==10 to 12 months,Categorical,UB91,q11-y14-c
During the past 4 weeks how often have you had physical pain?,Mark one or more boxes Head,UB91,,1==Never;2==Less than weekly;3==Weekly but not daily;4==4 to 5 years;5==6 to 7 months;6==8 to 9 years;7==10 years or longer,Categorical,UB91,q11-y14-c
During the past 4 weeks how often have you had physical pain?,Mark one or more boxes Head,UB91,,1==Never;2==Less than weekly;3==Weekly but not daily;4==4 to 5 years;5==6 to 7 months;6==8 to 9 years;7==10 to 12 months,Categorical,UB91,q11-y14-c
During the past 4 weeks how often have you had physical pain?,Mark one or more boxes Head,UB91,,1==Never;2==Less than weekly;3==Weekly but not daily;4==4 to 5 years;5==6 to 7 months;6==8 to 9 months;7==10 years or longer,Categorical,UB91,q11-y14-c
During the past 4 weeks how often have you had physical pain?,Mark one or more boxes Head,UB91,,1==Never;2==Less than weekly;3==Weekly but not daily;4==4 to 5 years;5==6 to 7 months;6==8 to 9 months;7==10 to 12 months,Categorical,UB91,q11-y14-c
During the past 4 weeks how often have you had physical pain?,Mark one or more boxes Head,UB91,,1==Never;2==Less than weekly;3==Weekly but not daily;4==4 to 5 months;5==All the time;6==8 to 9 years;7==10 years or longer,Categorical,UB91,q11-y14-c
During the past 4 weeks how often have you had physical pain?,Mark one or more boxes Head,UB91,,1==Never;2==Less than weekly;3==Weekly but not daily;4==4 to 5 months;5==All the time;6==8 to 9 years;7==10 to 12 months,Categorical,UB91,q11-y14-c
During the past 4 weeks how often have you had physical pain?,Mark one or more boxes Head,UB91,,1==Never;2==Less than weekly;3==Weekly but not daily;4==4 to 5 months;5==All the time;6==8 to 9 months;7==10 years or longer,Categorical,UB91,q11-y14-c
During the past 4 weeks how often have you had physical pain?,Mark one or more boxes Head,UB91,,1==Never;2==Less than weekly;3==Weekly but not daily;4==4 to 5 months;5==All the time;6==8 to 9 months;7==10 to 12 months,Categorical,UB91,q11-y14-c
During the past 4 weeks how often have you had physical pain?,Mark one or more boxes Head,UB91,,1==Never;2==Less than weekly;3==Weekly but not daily;4==4 to 5 months;5==6 to 7 years;6==8 to 9 years;7==10 years or longer,Categorical,UB91,q11-y14-c
During the past 4 weeks how often have you had physical pain?,Mark one or more boxes Head,UB91,,1==Never;2==Less than weekly;3==Weekly but not daily;4==4 to 5 months;5==6 to 7 years;6==8 to 9 years;7==10 to 12 months,Categorical,UB91,q11-y14-c
During the past 4 weeks how often have you had physical pain?,Mark one or more boxes Head,UB91,,1==Never;2==Less than weekly;3==Weekly but not daily;4==4 to 5 months;5==6 to 7 years;6==8 to 9 months;7==10 years or longer,Categorical,UB91,q11-y14-c
During the past 4 weeks how often have you had physical pain?,Mark one or more boxes Head,UB91,,1==Never;2==Less than weekly;3==Weekly but not daily;4==4 to 5 months;5==6 to 7 years;6==8 to 9 months;7==10 to 12 months,Categorical,UB91,q11-y14-c
During the past 4 weeks how often have you had physical pain?,Mark one or more boxes Head,UB91,,1==Never;2==Less than weekly;3==Weekly but not daily;4==4 to 5 months;5==6 to 7 months;6==8 to 9 years;7==10 years or longer,Categorical,UB91,q11-y14-c
During the past 4 weeks how often have you had physical pain?,Mark one or more boxes Head,UB91,,1==Never;2==Less than weekly;3==Weekly but not daily;4==4 to 5 months;5==6 to 7 months;6==8 to 9 years;7==10 to 12 months,Categorical,UB91,q11-y14-c
