Q1,Q2,CODES,OPT,R,TYPE,C1,Q
Has your child ever had any of the following health problems?,Autistic traits or autism or Asperger’s Syndrome,NN52; NN53; NN54; NN55;,,1==Not true;2==Sometimes true;3==True,Categorical,NN52,q09-y08-m
Has your child ever had any of the following health problems?,Behavioural problems,NN56; NN57; NN58; NN59;,,1==Not true;2==Sometimes true;3==True,Categorical,NN56,q09-y08-m
Has your child ever had any of the following health problems?,Emotional difficulties,NN60; NN61; NN62; NN63;,,1==Not true;2==Sometimes true;3==True,Categorical,NN60,q09-y08-m
Has your child ever had any of the following health problems?,Other,NN64; NN65; NN66; NN67;,,1==Not true;2==Sometimes true;3==True,Categorical,NN64,q09-y08-m
Has your child ever had any of the following health problems?,Other describe: NN,,,1==Not true;2==Sometimes true;3==True,Categorical,,q09-y08-m
Has your child ever had any of the following health problems?,for your child during the two last weeks.,,,1==Not true;2==Sometimes true;3==True,Categorical,,q09-y08-m
Has your child ever had any of the following health problems?,Felt miserable or unhappy,NN68,,1==Not true;2==Sometimes true;3==True,Categorical,NN68,q09-y08-m
Has your child ever had any of the following health problems?,Was very restless,NN70,,1==Not true;2==Sometimes true;3==True,Categorical,NN70,q09-y08-m
Has your child ever had any of the following health problems?,Didn’t enjoy anything at all,NN71,,1==Not true;2==Sometimes true;3==True,Categorical,NN71,q09-y08-m
Has your child ever had any of the following health problems?,Felt s or he was no good anymore,NN72,,1==Not true;2==Sometimes true;3==True,Categorical,NN72,q09-y08-m
Has your child ever had any of the following health problems?,Cried a lot,NN73,,1==Not true;2==Sometimes true;3==True,Categorical,NN73,q09-y08-m
Has your child ever had any of the following health problems?,Hated him or herself,NN74,,1==Not true;2==Sometimes true;3==True,Categorical,NN74,q09-y08-m
Has your child ever had any of the following health problems?,Felt lonely,NN76,,1==Not true;2==Sometimes true;3==True,Categorical,NN76,q09-y08-m
Has your child ever had any of the following health problems?,Thought nobody really loved him or her,NN77,,1==Not true;2==Sometimes true;3==True,Categorical,NN77,q09-y08-m
Has your child ever had any of the following health problems?,Felt s or he was a bad person,NN78,,1==Not true;2==Sometimes true;3==True,Categorical,NN78,q09-y08-m
Has your child ever had any of the following health problems?,Felt s or he did everything wrong,NN79,,1==Not true;2==Sometimes true;3==True,Categorical,NN79,q09-y08-m
Has your child ever had any of the following health problems?,Found it hard to think or concentrate,NN80,,1==Not true;2==Sometimes true;3==True,Categorical,NN80,q09-y08-m
Think back over the last year. How well do these statements apply to your child’s behavior over the past year?,Is easily caught up in problems,NN81,,1==Not typical;2==Not very typical;3==Quite typical;4==Typical;5==Very typical,Categorical,NN81,q09-y08-m
Think back over the last year. How well do these statements apply to your child’s behavior over the past year?,Is easily caught up in problems,NN81,,1==Not typical;2==Not very typical;3==Quite typical;4==Very often;5==Very typical,Categorical,NN81,q09-y08-m
Think back over the last year. How well do these statements apply to your child’s behavior over the past year?,Is easily caught up in problems,NN81,,1==Not typical;2==Not very typical;3==Often;4==Typical;5==Very typical,Categorical,NN81,q09-y08-m
Think back over the last year. How well do these statements apply to your child’s behavior over the past year?,Is easily caught up in problems,NN81,,1==Not typical;2==Not very typical;3==Often;4==Very often;5==Very typical,Categorical,NN81,q09-y08-m
Think back over the last year. How well do these statements apply to your child’s behavior over the past year?,Is easily caught up in problems,NN81,,1==Not typical;2==Not very typical;3==True;4==Typical;5==Very typical,Categorical,NN81,q09-y08-m
Think back over the last year. How well do these statements apply to your child’s behavior over the past year?,Is easily caught up in problems,NN81,,1==Not typical;2==Not very typical;3==True;4==Very often;5==Very typical,Categorical,NN81,q09-y08-m
Think back over the last year. How well do these statements apply to your child’s behavior over the past year?,Is easily caught up in problems,NN81,,1==Not typical;2==Sometimes;3==Quite typical;4==Typical;5==Very typical,Categorical,NN81,q09-y08-m
Think back over the last year. How well do these statements apply to your child’s behavior over the past year?,Is easily caught up in problems,NN81,,1==Not typical;2==Sometimes;3==Quite typical;4==Very often;5==Very typical,Categorical,NN81,q09-y08-m
Think back over the last year. How well do these statements apply to your child’s behavior over the past year?,Is easily caught up in problems,NN81,,1==Not typical;2==Sometimes;3==Often;4==Typical;5==Very typical,Categorical,NN81,q09-y08-m
Think back over the last year. How well do these statements apply to your child’s behavior over the past year?,Is easily caught up in problems,NN81,,1==Not typical;2==Sometimes;3==Often;4==Very often;5==Very typical,Categorical,NN81,q09-y08-m
Think back over the last year. How well do these statements apply to your child’s behavior over the past year?,Is easily caught up in problems,NN81,,1==Not typical;2==Sometimes;3==True;4==Typical;5==Very typical,Categorical,NN81,q09-y08-m
Think back over the last year. How well do these statements apply to your child’s behavior over the past year?,Is easily caught up in problems,NN81,,1==Not typical;2==Sometimes;3==True;4==Very often;5==Very typical,Categorical,NN81,q09-y08-m
Think back over the last year. How well do these statements apply to your child’s behavior over the past year?,Is easily caught up in problems,NN81,,1==Not typical;2==Sometimes true;3==Quite typical;4==Typical;5==Very typical,Categorical,NN81,q09-y08-m
Think back over the last year. How well do these statements apply to your child’s behavior over the past year?,Is easily caught up in problems,NN81,,1==Not typical;2==Sometimes true;3==Quite typical;4==Very often;5==Very typical,Categorical,NN81,q09-y08-m
Think back over the last year. How well do these statements apply to your child’s behavior over the past year?,Is easily caught up in problems,NN81,,1==Not typical;2==Sometimes true;3==Often;4==Typical;5==Very typical,Categorical,NN81,q09-y08-m
Think back over the last year. How well do these statements apply to your child’s behavior over the past year?,Is easily caught up in problems,NN81,,1==Not typical;2==Sometimes true;3==Often;4==Very often;5==Very typical,Categorical,NN81,q09-y08-m
Think back over the last year. How well do these statements apply to your child’s behavior over the past year?,Is easily caught up in problems,NN81,,1==Not typical;2==Sometimes true;3==True;4==Typical;5==Very typical,Categorical,NN81,q09-y08-m
Think back over the last year. How well do these statements apply to your child’s behavior over the past year?,Is easily caught up in problems,NN81,,1==Not typical;2==Sometimes true;3==True;4==Very often;5==Very typical,Categorical,NN81,q09-y08-m
Think back over the last year. How well do these statements apply to your child’s behavior over the past year?,Is easily caught up in problems,NN81,,1==Never or rarely;2==Not very typical;3==Quite typical;4==Typical;5==Very typical,Categorical,NN81,q09-y08-m
Think back over the last year. How well do these statements apply to your child’s behavior over the past year?,Is easily caught up in problems,NN81,,1==Never or rarely;2==Not very typical;3==Quite typical;4==Very often;5==Very typical,Categorical,NN81,q09-y08-m
Think back over the last year. How well do these statements apply to your child’s behavior over the past year?,Is easily caught up in problems,NN81,,1==Never or rarely;2==Not very typical;3==Often;4==Typical;5==Very typical,Categorical,NN81,q09-y08-m
Think back over the last year. How well do these statements apply to your child’s behavior over the past year?,Is easily caught up in problems,NN81,,1==Never or rarely;2==Not very typical;3==Often;4==Very often;5==Very typical,Categorical,NN81,q09-y08-m
Think back over the last year. How well do these statements apply to your child’s behavior over the past year?,Is easily caught up in problems,NN81,,1==Never or rarely;2==Not very typical;3==True;4==Typical;5==Very typical,Categorical,NN81,q09-y08-m
Think back over the last year. How well do these statements apply to your child’s behavior over the past year?,Is easily caught up in problems,NN81,,1==Never or rarely;2==Not very typical;3==True;4==Very often;5==Very typical,Categorical,NN81,q09-y08-m
Think back over the last year. How well do these statements apply to your child’s behavior over the past year?,Is easily caught up in problems,NN81,,1==Never or rarely;2==Sometimes;3==Quite typical;4==Typical;5==Very typical,Categorical,NN81,q09-y08-m
Think back over the last year. How well do these statements apply to your child’s behavior over the past year?,Is easily caught up in problems,NN81,,1==Never or rarely;2==Sometimes;3==Quite typical;4==Very often;5==Very typical,Categorical,NN81,q09-y08-m
Think back over the last year. How well do these statements apply to your child’s behavior over the past year?,Is easily caught up in problems,NN81,,1==Never or rarely;2==Sometimes;3==Often;4==Typical;5==Very typical,Categorical,NN81,q09-y08-m
Think back over the last year. How well do these statements apply to your child’s behavior over the past year?,Is easily caught up in problems,NN81,,1==Never or rarely;2==Sometimes;3==Often;4==Very often;5==Very typical,Categorical,NN81,q09-y08-m
Think back over the last year. How well do these statements apply to your child’s behavior over the past year?,Is easily caught up in problems,NN81,,1==Never or rarely;2==Sometimes;3==True;4==Typical;5==Very typical,Categorical,NN81,q09-y08-m
Think back over the last year. How well do these statements apply to your child’s behavior over the past year?,Is easily caught up in problems,NN81,,1==Never or rarely;2==Sometimes;3==True;4==Very often;5==Very typical,Categorical,NN81,q09-y08-m
Think back over the last year. How well do these statements apply to your child’s behavior over the past year?,Is easily caught up in problems,NN81,,1==Never or rarely;2==Sometimes true;3==Quite typical;4==Typical;5==Very typical,Categorical,NN81,q09-y08-m
Think back over the last year. How well do these statements apply to your child’s behavior over the past year?,Is easily caught up in problems,NN81,,1==Never or rarely;2==Sometimes true;3==Quite typical;4==Very often;5==Very typical,Categorical,NN81,q09-y08-m
Think back over the last year. How well do these statements apply to your child’s behavior over the past year?,Is easily caught up in problems,NN81,,1==Never or rarely;2==Sometimes true;3==Often;4==Typical;5==Very typical,Categorical,NN81,q09-y08-m
Think back over the last year. How well do these statements apply to your child’s behavior over the past year?,Is easily caught up in problems,NN81,,1==Never or rarely;2==Sometimes true;3==Often;4==Very often;5==Very typical,Categorical,NN81,q09-y08-m
Think back over the last year. How well do these statements apply to your child’s behavior over the past year?,Is easily caught up in problems,NN81,,1==Never or rarely;2==Sometimes true;3==True;4==Typical;5==Very typical,Categorical,NN81,q09-y08-m
Think back over the last year. How well do these statements apply to your child’s behavior over the past year?,Is easily caught up in problems,NN81,,1==Never or rarely;2==Sometimes true;3==True;4==Very often;5==Very typical,Categorical,NN81,q09-y08-m
Think back over the last year. How well do these statements apply to your child’s behavior over the past year?,Is easily caught up in problems,NN81,,1==Not true;2==Not very typical;3==Quite typical;4==Typical;5==Very typical,Categorical,NN81,q09-y08-m
Think back over the last year. How well do these statements apply to your child’s behavior over the past year?,Is easily caught up in problems,NN81,,1==Not true;2==Not very typical;3==Quite typical;4==Very often;5==Very typical,Categorical,NN81,q09-y08-m
Think back over the last year. How well do these statements apply to your child’s behavior over the past year?,Is easily caught up in problems,NN81,,1==Not true;2==Not very typical;3==Often;4==Typical;5==Very typical,Categorical,NN81,q09-y08-m
Think back over the last year. How well do these statements apply to your child’s behavior over the past year?,Is easily caught up in problems,NN81,,1==Not true;2==Not very typical;3==Often;4==Very often;5==Very typical,Categorical,NN81,q09-y08-m
Think back over the last year. How well do these statements apply to your child’s behavior over the past year?,Is easily caught up in problems,NN81,,1==Not true;2==Not very typical;3==True;4==Typical;5==Very typical,Categorical,NN81,q09-y08-m
Think back over the last year. How well do these statements apply to your child’s behavior over the past year?,Is easily caught up in problems,NN81,,1==Not true;2==Not very typical;3==True;4==Very often;5==Very typical,Categorical,NN81,q09-y08-m
Think back over the last year. How well do these statements apply to your child’s behavior over the past year?,Is easily caught up in problems,NN81,,1==Not true;2==Sometimes;3==Quite typical;4==Typical;5==Very typical,Categorical,NN81,q09-y08-m
Think back over the last year. How well do these statements apply to your child’s behavior over the past year?,Is easily caught up in problems,NN81,,1==Not true;2==Sometimes;3==Quite typical;4==Very often;5==Very typical,Categorical,NN81,q09-y08-m
Think back over the last year. How well do these statements apply to your child’s behavior over the past year?,Is easily caught up in problems,NN81,,1==Not true;2==Sometimes;3==Often;4==Typical;5==Very typical,Categorical,NN81,q09-y08-m
Think back over the last year. How well do these statements apply to your child’s behavior over the past year?,Is easily caught up in problems,NN81,,1==Not true;2==Sometimes;3==Often;4==Very often;5==Very typical,Categorical,NN81,q09-y08-m
Think back over the last year. How well do these statements apply to your child’s behavior over the past year?,Is easily caught up in problems,NN81,,1==Not true;2==Sometimes;3==True;4==Typical;5==Very typical,Categorical,NN81,q09-y08-m
Think back over the last year. How well do these statements apply to your child’s behavior over the past year?,Is easily caught up in problems,NN81,,1==Not true;2==Sometimes;3==True;4==Very often;5==Very typical,Categorical,NN81,q09-y08-m
Think back over the last year. How well do these statements apply to your child’s behavior over the past year?,Is easily caught up in problems,NN81,,1==Not true;2==Sometimes true;3==Quite typical;4==Typical;5==Very typical,Categorical,NN81,q09-y08-m
Think back over the last year. How well do these statements apply to your child’s behavior over the past year?,Is easily caught up in problems,NN81,,1==Not true;2==Sometimes true;3==Quite typical;4==Very often;5==Very typical,Categorical,NN81,q09-y08-m
Think back over the last year. How well do these statements apply to your child’s behavior over the past year?,Is easily caught up in problems,NN81,,1==Not true;2==Sometimes true;3==Often;4==Typical;5==Very typical,Categorical,NN81,q09-y08-m
Think back over the last year. How well do these statements apply to your child’s behavior over the past year?,Is easily caught up in problems,NN81,,1==Not true;2==Sometimes true;3==Often;4==Very often;5==Very typical,Categorical,NN81,q09-y08-m
Think back over the last year. How well do these statements apply to your child’s behavior over the past year?,Is easily caught up in problems,NN81,,1==Not true;2==Sometimes true;3==True;4==Typical;5==Very typical,Categorical,NN81,q09-y08-m
Think back over the last year. How well do these statements apply to your child’s behavior over the past year?,Is easily caught up in problems,NN81,,1==Not true;2==Sometimes true;3==True;4==Very often;5==Very typical,Categorical,NN81,q09-y08-m
Think back over the last year. How well do these statements apply to your child’s behavior over the past year?,Has a broad range of interests,NN82,,1==Not typical;2==Not very typical;3==Quite typical;4==Typical;5==Very typical,Categorical,NN82,q09-y08-m
Think back over the last year. How well do these statements apply to your child’s behavior over the past year?,Has a broad range of interests,NN82,,1==Not typical;2==Not very typical;3==Quite typical;4==Very often;5==Very typical,Categorical,NN82,q09-y08-m
Think back over the last year. How well do these statements apply to your child’s behavior over the past year?,Has a broad range of interests,NN82,,1==Not typical;2==Not very typical;3==Often;4==Typical;5==Very typical,Categorical,NN82,q09-y08-m
Think back over the last year. How well do these statements apply to your child’s behavior over the past year?,Has a broad range of interests,NN82,,1==Not typical;2==Not very typical;3==Often;4==Very often;5==Very typical,Categorical,NN82,q09-y08-m
Think back over the last year. How well do these statements apply to your child’s behavior over the past year?,Has a broad range of interests,NN82,,1==Not typical;2==Not very typical;3==True;4==Typical;5==Very typical,Categorical,NN82,q09-y08-m
Think back over the last year. How well do these statements apply to your child’s behavior over the past year?,Has a broad range of interests,NN82,,1==Not typical;2==Not very typical;3==True;4==Very often;5==Very typical,Categorical,NN82,q09-y08-m
Think back over the last year. How well do these statements apply to your child’s behavior over the past year?,Has a broad range of interests,NN82,,1==Not typical;2==Sometimes;3==Quite typical;4==Typical;5==Very typical,Categorical,NN82,q09-y08-m
Think back over the last year. How well do these statements apply to your child’s behavior over the past year?,Has a broad range of interests,NN82,,1==Not typical;2==Sometimes;3==Quite typical;4==Very often;5==Very typical,Categorical,NN82,q09-y08-m
Think back over the last year. How well do these statements apply to your child’s behavior over the past year?,Has a broad range of interests,NN82,,1==Not typical;2==Sometimes;3==Often;4==Typical;5==Very typical,Categorical,NN82,q09-y08-m
Think back over the last year. How well do these statements apply to your child’s behavior over the past year?,Has a broad range of interests,NN82,,1==Not typical;2==Sometimes;3==Often;4==Very often;5==Very typical,Categorical,NN82,q09-y08-m
Think back over the last year. How well do these statements apply to your child’s behavior over the past year?,Has a broad range of interests,NN82,,1==Not typical;2==Sometimes;3==True;4==Typical;5==Very typical,Categorical,NN82,q09-y08-m
Think back over the last year. How well do these statements apply to your child’s behavior over the past year?,Has a broad range of interests,NN82,,1==Not typical;2==Sometimes;3==True;4==Very often;5==Very typical,Categorical,NN82,q09-y08-m
Think back over the last year. How well do these statements apply to your child’s behavior over the past year?,Has a broad range of interests,NN82,,1==Not typical;2==Sometimes true;3==Quite typical;4==Typical;5==Very typical,Categorical,NN82,q09-y08-m
Think back over the last year. How well do these statements apply to your child’s behavior over the past year?,Has a broad range of interests,NN82,,1==Not typical;2==Sometimes true;3==Quite typical;4==Very often;5==Very typical,Categorical,NN82,q09-y08-m
Think back over the last year. How well do these statements apply to your child’s behavior over the past year?,Has a broad range of interests,NN82,,1==Not typical;2==Sometimes true;3==Often;4==Typical;5==Very typical,Categorical,NN82,q09-y08-m
Think back over the last year. How well do these statements apply to your child’s behavior over the past year?,Has a broad range of interests,NN82,,1==Not typical;2==Sometimes true;3==Often;4==Very often;5==Very typical,Categorical,NN82,q09-y08-m
Think back over the last year. How well do these statements apply to your child’s behavior over the past year?,Has a broad range of interests,NN82,,1==Not typical;2==Sometimes true;3==True;4==Typical;5==Very typical,Categorical,NN82,q09-y08-m
Think back over the last year. How well do these statements apply to your child’s behavior over the past year?,Has a broad range of interests,NN82,,1==Not typical;2==Sometimes true;3==True;4==Very often;5==Very typical,Categorical,NN82,q09-y08-m
Think back over the last year. How well do these statements apply to your child’s behavior over the past year?,Has a broad range of interests,NN82,,1==Never or rarely;2==Not very typical;3==Quite typical;4==Typical;5==Very typical,Categorical,NN82,q09-y08-m
Think back over the last year. How well do these statements apply to your child’s behavior over the past year?,Has a broad range of interests,NN82,,1==Never or rarely;2==Not very typical;3==Quite typical;4==Very often;5==Very typical,Categorical,NN82,q09-y08-m
Think back over the last year. How well do these statements apply to your child’s behavior over the past year?,Has a broad range of interests,NN82,,1==Never or rarely;2==Not very typical;3==Often;4==Typical;5==Very typical,Categorical,NN82,q09-y08-m
Think back over the last year. How well do these statements apply to your child’s behavior over the past year?,Has a broad range of interests,NN82,,1==Never or rarely;2==Not very typical;3==Often;4==Very often;5==Very typical,Categorical,NN82,q09-y08-m
Think back over the last year. How well do these statements apply to your child’s behavior over the past year?,Has a broad range of interests,NN82,,1==Never or rarely;2==Not very typical;3==True;4==Typical;5==Very typical,Categorical,NN82,q09-y08-m
Think back over the last year. How well do these statements apply to your child’s behavior over the past year?,Has a broad range of interests,NN82,,1==Never or rarely;2==Not very typical;3==True;4==Very often;5==Very typical,Categorical,NN82,q09-y08-m
Think back over the last year. How well do these statements apply to your child’s behavior over the past year?,Has a broad range of interests,NN82,,1==Never or rarely;2==Sometimes;3==Quite typical;4==Typical;5==Very typical,Categorical,NN82,q09-y08-m
Think back over the last year. How well do these statements apply to your child’s behavior over the past year?,Has a broad range of interests,NN82,,1==Never or rarely;2==Sometimes;3==Quite typical;4==Very often;5==Very typical,Categorical,NN82,q09-y08-m
Think back over the last year. How well do these statements apply to your child’s behavior over the past year?,Has a broad range of interests,NN82,,1==Never or rarely;2==Sometimes;3==Often;4==Typical;5==Very typical,Categorical,NN82,q09-y08-m
Think back over the last year. How well do these statements apply to your child’s behavior over the past year?,Has a broad range of interests,NN82,,1==Never or rarely;2==Sometimes;3==Often;4==Very often;5==Very typical,Categorical,NN82,q09-y08-m
Think back over the last year. How well do these statements apply to your child’s behavior over the past year?,Has a broad range of interests,NN82,,1==Never or rarely;2==Sometimes;3==True;4==Typical;5==Very typical,Categorical,NN82,q09-y08-m
Think back over the last year. How well do these statements apply to your child’s behavior over the past year?,Has a broad range of interests,NN82,,1==Never or rarely;2==Sometimes;3==True;4==Very often;5==Very typical,Categorical,NN82,q09-y08-m
Think back over the last year. How well do these statements apply to your child’s behavior over the past year?,Has a broad range of interests,NN82,,1==Never or rarely;2==Sometimes true;3==Quite typical;4==Typical;5==Very typical,Categorical,NN82,q09-y08-m
Think back over the last year. How well do these statements apply to your child’s behavior over the past year?,Has a broad range of interests,NN82,,1==Never or rarely;2==Sometimes true;3==Quite typical;4==Very often;5==Very typical,Categorical,NN82,q09-y08-m
Think back over the last year. How well do these statements apply to your child’s behavior over the past year?,Has a broad range of interests,NN82,,1==Never or rarely;2==Sometimes true;3==Often;4==Typical;5==Very typical,Categorical,NN82,q09-y08-m
Think back over the last year. How well do these statements apply to your child’s behavior over the past year?,Has a broad range of interests,NN82,,1==Never or rarely;2==Sometimes true;3==Often;4==Very often;5==Very typical,Categorical,NN82,q09-y08-m
Think back over the last year. How well do these statements apply to your child’s behavior over the past year?,Has a broad range of interests,NN82,,1==Never or rarely;2==Sometimes true;3==True;4==Typical;5==Very typical,Categorical,NN82,q09-y08-m
Think back over the last year. How well do these statements apply to your child’s behavior over the past year?,Has a broad range of interests,NN82,,1==Never or rarely;2==Sometimes true;3==True;4==Very often;5==Very typical,Categorical,NN82,q09-y08-m
Think back over the last year. How well do these statements apply to your child’s behavior over the past year?,Has a broad range of interests,NN82,,1==Not true;2==Not very typical;3==Quite typical;4==Typical;5==Very typical,Categorical,NN82,q09-y08-m
Think back over the last year. How well do these statements apply to your child’s behavior over the past year?,Has a broad range of interests,NN82,,1==Not true;2==Not very typical;3==Quite typical;4==Very often;5==Very typical,Categorical,NN82,q09-y08-m
Think back over the last year. How well do these statements apply to your child’s behavior over the past year?,Has a broad range of interests,NN82,,1==Not true;2==Not very typical;3==Often;4==Typical;5==Very typical,Categorical,NN82,q09-y08-m
Think back over the last year. How well do these statements apply to your child’s behavior over the past year?,Has a broad range of interests,NN82,,1==Not true;2==Not very typical;3==Often;4==Very often;5==Very typical,Categorical,NN82,q09-y08-m
Think back over the last year. How well do these statements apply to your child’s behavior over the past year?,Has a broad range of interests,NN82,,1==Not true;2==Not very typical;3==True;4==Typical;5==Very typical,Categorical,NN82,q09-y08-m
Think back over the last year. How well do these statements apply to your child’s behavior over the past year?,Has a broad range of interests,NN82,,1==Not true;2==Not very typical;3==True;4==Very often;5==Very typical,Categorical,NN82,q09-y08-m
Think back over the last year. How well do these statements apply to your child’s behavior over the past year?,Has a broad range of interests,NN82,,1==Not true;2==Sometimes;3==Quite typical;4==Typical;5==Very typical,Categorical,NN82,q09-y08-m
Think back over the last year. How well do these statements apply to your child’s behavior over the past year?,Has a broad range of interests,NN82,,1==Not true;2==Sometimes;3==Quite typical;4==Very often;5==Very typical,Categorical,NN82,q09-y08-m
Think back over the last year. How well do these statements apply to your child’s behavior over the past year?,Has a broad range of interests,NN82,,1==Not true;2==Sometimes;3==Often;4==Typical;5==Very typical,Categorical,NN82,q09-y08-m
Think back over the last year. How well do these statements apply to your child’s behavior over the past year?,Has a broad range of interests,NN82,,1==Not true;2==Sometimes;3==Often;4==Very often;5==Very typical,Categorical,NN82,q09-y08-m
Think back over the last year. How well do these statements apply to your child’s behavior over the past year?,Has a broad range of interests,NN82,,1==Not true;2==Sometimes;3==True;4==Typical;5==Very typical,Categorical,NN82,q09-y08-m
Think back over the last year. How well do these statements apply to your child’s behavior over the past year?,Has a broad range of interests,NN82,,1==Not true;2==Sometimes;3==True;4==Very often;5==Very typical,Categorical,NN82,q09-y08-m
Think back over the last year. How well do these statements apply to your child’s behavior over the past year?,Has a broad range of interests,NN82,,1==Not true;2==Sometimes true;3==Quite typical;4==Typical;5==Very typical,Categorical,NN82,q09-y08-m
Think back over the last year. How well do these statements apply to your child’s behavior over the past year?,Has a broad range of interests,NN82,,1==Not true;2==Sometimes true;3==Quite typical;4==Very often;5==Very typical,Categorical,NN82,q09-y08-m
Think back over the last year. How well do these statements apply to your child’s behavior over the past year?,Has a broad range of interests,NN82,,1==Not true;2==Sometimes true;3==Often;4==Typical;5==Very typical,Categorical,NN82,q09-y08-m
Think back over the last year. How well do these statements apply to your child’s behavior over the past year?,Has a broad range of interests,NN82,,1==Not true;2==Sometimes true;3==Often;4==Very often;5==Very typical,Categorical,NN82,q09-y08-m
Think back over the last year. How well do these statements apply to your child’s behavior over the past year?,Has a broad range of interests,NN82,,1==Not true;2==Sometimes true;3==True;4==Typical;5==Very typical,Categorical,NN82,q09-y08-m
Think back over the last year. How well do these statements apply to your child’s behavior over the past year?,Has a broad range of interests,NN82,,1==Not true;2==Sometimes true;3==True;4==Very often;5==Very typical,Categorical,NN82,q09-y08-m
Think back over the last year. How well do these statements apply to your child’s behavior over the past year?,Makes an all-out effort,NN83,,1==Not typical;2==Not very typical;3==Quite typical;4==Typical;5==Very typical,Categorical,NN83,q09-y08-m
Think back over the last year. How well do these statements apply to your child’s behavior over the past year?,Makes an all-out effort,NN83,,1==Not typical;2==Not very typical;3==Quite typical;4==Very often;5==Very typical,Categorical,NN83,q09-y08-m
Think back over the last year. How well do these statements apply to your child’s behavior over the past year?,Makes an all-out effort,NN83,,1==Not typical;2==Not very typical;3==Often;4==Typical;5==Very typical,Categorical,NN83,q09-y08-m
Think back over the last year. How well do these statements apply to your child’s behavior over the past year?,Makes an all-out effort,NN83,,1==Not typical;2==Not very typical;3==Often;4==Very often;5==Very typical,Categorical,NN83,q09-y08-m
Think back over the last year. How well do these statements apply to your child’s behavior over the past year?,Makes an all-out effort,NN83,,1==Not typical;2==Not very typical;3==True;4==Typical;5==Very typical,Categorical,NN83,q09-y08-m
Think back over the last year. How well do these statements apply to your child’s behavior over the past year?,Makes an all-out effort,NN83,,1==Not typical;2==Not very typical;3==True;4==Very often;5==Very typical,Categorical,NN83,q09-y08-m
Think back over the last year. How well do these statements apply to your child’s behavior over the past year?,Makes an all-out effort,NN83,,1==Not typical;2==Sometimes;3==Quite typical;4==Typical;5==Very typical,Categorical,NN83,q09-y08-m
Think back over the last year. How well do these statements apply to your child’s behavior over the past year?,Makes an all-out effort,NN83,,1==Not typical;2==Sometimes;3==Quite typical;4==Very often;5==Very typical,Categorical,NN83,q09-y08-m
