Q1,Q2,CODES,OPT,R,TYPE,C1,Q
What have you been drinking the last month?,Juicesoda,QDY17,,1==0 glass per month;2==1 to 3 glass per month;3==1 glass per week;4==2 to 6s glass per week;5==1 glass per day;6==2 to 3 glass per day;7==More than 3 glass per day,Categorical,QDY17,q10-diet-c
What have you been drinking the last month?,Juicesoda,QDY17,,1==0 glass per month;2==1 to 3 glass per month;3==1 glass per week;4==2 to 6;5==1 glass per day;6==2 to 3 glass per day;7==More than 3 glass per day,Categorical,QDY17,q10-diet-c
What have you been drinking the last month?,Smoothie,QDY18,,1==0 glass per month;2==1 to 3 glass per month;3==1 glass per week;4==2 to 6s glass per week;5==1 glass per day;6==2 to 3 glass per day;7==More than 3 glass per day,Categorical,QDY18,q10-diet-c
What have you been drinking the last month?,Smoothie,QDY18,,1==0 glass per month;2==1 to 3 glass per month;3==1 glass per week;4==2 to 6;5==1 glass per day;6==2 to 3 glass per day;7==More than 3 glass per day,Categorical,QDY18,q10-diet-c
What have you been drinking the last month?,Fruit syrup ice tea slush with,QDY19,,1==0 glass per month;2==1 to 3 glass per month;3==1 glass per week;4==2 to 6s glass per week;5==1 glass per day;6==2 to 3 glass per day;7==More than 3 glass per day,Categorical,QDY19,q10-diet-c
What have you been drinking the last month?,Fruit syrup ice tea slush with,QDY19,,1==0 glass per month;2==1 to 3 glass per month;3==1 glass per week;4==2 to 6;5==1 glass per day;6==2 to 3 glass per day;7==More than 3 glass per day,Categorical,QDY19,q10-diet-c
What have you been drinking the last month?,sugar,,,1==0 glass per month;2==1 to 3 glass per month;3==1 glass per week;4==2 to 6s glass per week;5==1 glass per day;6==2 to 3 glass per day;7==More than 3 glass per day,Categorical,,q10-diet-c
What have you been drinking the last month?,sugar,,,1==0 glass per month;2==1 to 3 glass per month;3==1 glass per week;4==2 to 6;5==1 glass per day;6==2 to 3 glass per day;7==More than 3 glass per day,Categorical,,q10-diet-c
What have you been drinking the last month?,Fruit syrup ice tea slush with,QDY20,,1==0 glass per month;2==1 to 3 glass per month;3==1 glass per week;4==2 to 6s glass per week;5==1 glass per day;6==2 to 3 glass per day;7==More than 3 glass per day,Categorical,QDY20,q10-diet-c
What have you been drinking the last month?,Fruit syrup ice tea slush with,QDY20,,1==0 glass per month;2==1 to 3 glass per month;3==1 glass per week;4==2 to 6;5==1 glass per day;6==2 to 3 glass per day;7==More than 3 glass per day,Categorical,QDY20,q10-diet-c
What have you been drinking the last month?,artificial sweetener,,,1==0 glass per month;2==1 to 3 glass per month;3==1 glass per week;4==2 to 6s glass per week;5==1 glass per day;6==2 to 3 glass per day;7==More than 3 glass per day,Categorical,,q10-diet-c
What have you been drinking the last month?,artificial sweetener,,,1==0 glass per month;2==1 to 3 glass per month;3==1 glass per week;4==2 to 6;5==1 glass per day;6==2 to 3 glass per day;7==More than 3 glass per day,Categorical,,q10-diet-c
What have you been drinking the last month?,Soft drinks with sugar,QDY21,,1==0 glass per month;2==1 to 3 glass per month;3==1 glass per week;4==2 to 6s glass per week;5==1 glass per day;6==2 to 3 glass per day;7==More than 3 glass per day,Categorical,QDY21,q10-diet-c
What have you been drinking the last month?,Soft drinks with sugar,QDY21,,1==0 glass per month;2==1 to 3 glass per month;3==1 glass per week;4==2 to 6;5==1 glass per day;6==2 to 3 glass per day;7==More than 3 glass per day,Categorical,QDY21,q10-diet-c
What have you been drinking the last month?,Soft drinks with artificial,QDY22,,1==0 glass per month;2==1 to 3 glass per month;3==1 glass per week;4==2 to 6s glass per week;5==1 glass per day;6==2 to 3 glass per day;7==More than 3 glass per day,Categorical,QDY22,q10-diet-c
What have you been drinking the last month?,Soft drinks with artificial,QDY22,,1==0 glass per month;2==1 to 3 glass per month;3==1 glass per week;4==2 to 6;5==1 glass per day;6==2 to 3 glass per day;7==More than 3 glass per day,Categorical,QDY22,q10-diet-c
What have you been drinking the last month?,sweetener,,,1==0 glass per month;2==1 to 3 glass per month;3==1 glass per week;4==2 to 6s glass per week;5==1 glass per day;6==2 to 3 glass per day;7==More than 3 glass per day,Categorical,,q10-diet-c
What have you been drinking the last month?,sweetener,,,1==0 glass per month;2==1 to 3 glass per month;3==1 glass per week;4==2 to 6;5==1 glass per day;6==2 to 3 glass per day;7==More than 3 glass per day,Categorical,,q10-diet-c
Did you eat the following food items the last month?,in the weekend.,,,1==Not eaten;2==1 to 3 box per month;3==1 portion per week;4==2 to 6box per week;5==1 box per day;6==More than 1 box per day,Categorical,,q10-diet-c
Did you eat the following food items the last month?,in the weekend.,,,1==Not eaten;2==1 to 3 box per month;3==1 portion per week;4==2 to 6box per week;5==1 box per day;6==more than 1 portion per day,Categorical,,q10-diet-c
Did you eat the following food items the last month?,in the weekend.,,,1==Not eaten;2==1 to 3 box per month;3==1 portion per week;4==2 to 6box per week;5==1 portion per day;6==More than 1 box per day,Categorical,,q10-diet-c
Did you eat the following food items the last month?,in the weekend.,,,1==Not eaten;2==1 to 3 box per month;3==1 portion per week;4==2 to 6box per week;5==1 portion per day;6==more than 1 portion per day,Categorical,,q10-diet-c
Did you eat the following food items the last month?,in the weekend.,,,1==Not eaten;2==1 to 3 box per month;3==1 portion per week;4==2 to 6 portions per week;5==1 box per day;6==More than 1 box per day,Categorical,,q10-diet-c
Did you eat the following food items the last month?,in the weekend.,,,1==Not eaten;2==1 to 3 box per month;3==1 portion per week;4==2 to 6 portions per week;5==1 box per day;6==more than 1 portion per day,Categorical,,q10-diet-c
Did you eat the following food items the last month?,in the weekend.,,,1==Not eaten;2==1 to 3 box per month;3==1 portion per week;4==2 to 6 portions per week;5==1 portion per day;6==More than 1 box per day,Categorical,,q10-diet-c
Did you eat the following food items the last month?,in the weekend.,,,1==Not eaten;2==1 to 3 box per month;3==1 portion per week;4==2 to 6 portions per week;5==1 portion per day;6==more than 1 portion per day,Categorical,,q10-diet-c
Did you eat the following food items the last month?,in the weekend.,,,1==Not eaten;2==1 to 3 portions per month;3==1 portion per week;4==2 to 6box per week;5==1 box per day;6==More than 1 box per day,Categorical,,q10-diet-c
Did you eat the following food items the last month?,in the weekend.,,,1==Not eaten;2==1 to 3 portions per month;3==1 portion per week;4==2 to 6box per week;5==1 box per day;6==more than 1 portion per day,Categorical,,q10-diet-c
Did you eat the following food items the last month?,in the weekend.,,,1==Not eaten;2==1 to 3 portions per month;3==1 portion per week;4==2 to 6box per week;5==1 portion per day;6==More than 1 box per day,Categorical,,q10-diet-c
Did you eat the following food items the last month?,in the weekend.,,,1==Not eaten;2==1 to 3 portions per month;3==1 portion per week;4==2 to 6box per week;5==1 portion per day;6==more than 1 portion per day,Categorical,,q10-diet-c
Did you eat the following food items the last month?,in the weekend.,,,1==Not eaten;2==1 to 3 portions per month;3==1 portion per week;4==2 to 6 portions per week;5==1 box per day;6==More than 1 box per day,Categorical,,q10-diet-c
Did you eat the following food items the last month?,in the weekend.,,,1==Not eaten;2==1 to 3 portions per month;3==1 portion per week;4==2 to 6 portions per week;5==1 box per day;6==more than 1 portion per day,Categorical,,q10-diet-c
Did you eat the following food items the last month?,in the weekend.,,,1==Not eaten;2==1 to 3 portions per month;3==1 portion per week;4==2 to 6 portions per week;5==1 portion per day;6==More than 1 box per day,Categorical,,q10-diet-c
Did you eat the following food items the last month?,in the weekend.,,,1==Not eaten;2==1 to 3 portions per month;3==1 portion per week;4==2 to 6 portions per week;5==1 portion per day;6==more than 1 portion per day,Categorical,,q10-diet-c
Did you eat the following food items the last month?,Yoghurt natural greek yoghurt etc.,QDY40,,1==Not eaten;2==1 to 3 box per month;3==1 portion per week;4==2 to 6box per week;5==1 box per day;6==More than 1 box per day,Categorical,QDY40,q10-diet-c
Did you eat the following food items the last month?,Yoghurt natural greek yoghurt etc.,QDY40,,1==Not eaten;2==1 to 3 box per month;3==1 portion per week;4==2 to 6box per week;5==1 box per day;6==more than 1 portion per day,Categorical,QDY40,q10-diet-c
Did you eat the following food items the last month?,Yoghurt natural greek yoghurt etc.,QDY40,,1==Not eaten;2==1 to 3 box per month;3==1 portion per week;4==2 to 6box per week;5==1 portion per day;6==More than 1 box per day,Categorical,QDY40,q10-diet-c
Did you eat the following food items the last month?,Yoghurt natural greek yoghurt etc.,QDY40,,1==Not eaten;2==1 to 3 box per month;3==1 portion per week;4==2 to 6box per week;5==1 portion per day;6==more than 1 portion per day,Categorical,QDY40,q10-diet-c
Did you eat the following food items the last month?,Yoghurt natural greek yoghurt etc.,QDY40,,1==Not eaten;2==1 to 3 box per month;3==1 portion per week;4==2 to 6 portions per week;5==1 box per day;6==More than 1 box per day,Categorical,QDY40,q10-diet-c
Did you eat the following food items the last month?,Yoghurt natural greek yoghurt etc.,QDY40,,1==Not eaten;2==1 to 3 box per month;3==1 portion per week;4==2 to 6 portions per week;5==1 box per day;6==more than 1 portion per day,Categorical,QDY40,q10-diet-c
Did you eat the following food items the last month?,Yoghurt natural greek yoghurt etc.,QDY40,,1==Not eaten;2==1 to 3 box per month;3==1 portion per week;4==2 to 6 portions per week;5==1 portion per day;6==More than 1 box per day,Categorical,QDY40,q10-diet-c
Did you eat the following food items the last month?,Yoghurt natural greek yoghurt etc.,QDY40,,1==Not eaten;2==1 to 3 box per month;3==1 portion per week;4==2 to 6 portions per week;5==1 portion per day;6==more than 1 portion per day,Categorical,QDY40,q10-diet-c
Did you eat the following food items the last month?,Yoghurt natural greek yoghurt etc.,QDY40,,1==Not eaten;2==1 to 3 portions per month;3==1 portion per week;4==2 to 6box per week;5==1 box per day;6==More than 1 box per day,Categorical,QDY40,q10-diet-c
Did you eat the following food items the last month?,Yoghurt natural greek yoghurt etc.,QDY40,,1==Not eaten;2==1 to 3 portions per month;3==1 portion per week;4==2 to 6box per week;5==1 box per day;6==more than 1 portion per day,Categorical,QDY40,q10-diet-c
Did you eat the following food items the last month?,Yoghurt natural greek yoghurt etc.,QDY40,,1==Not eaten;2==1 to 3 portions per month;3==1 portion per week;4==2 to 6box per week;5==1 portion per day;6==More than 1 box per day,Categorical,QDY40,q10-diet-c
Did you eat the following food items the last month?,Yoghurt natural greek yoghurt etc.,QDY40,,1==Not eaten;2==1 to 3 portions per month;3==1 portion per week;4==2 to 6box per week;5==1 portion per day;6==more than 1 portion per day,Categorical,QDY40,q10-diet-c
Did you eat the following food items the last month?,Yoghurt natural greek yoghurt etc.,QDY40,,1==Not eaten;2==1 to 3 portions per month;3==1 portion per week;4==2 to 6 portions per week;5==1 box per day;6==More than 1 box per day,Categorical,QDY40,q10-diet-c
Did you eat the following food items the last month?,Yoghurt natural greek yoghurt etc.,QDY40,,1==Not eaten;2==1 to 3 portions per month;3==1 portion per week;4==2 to 6 portions per week;5==1 box per day;6==more than 1 portion per day,Categorical,QDY40,q10-diet-c
Did you eat the following food items the last month?,Yoghurt natural greek yoghurt etc.,QDY40,,1==Not eaten;2==1 to 3 portions per month;3==1 portion per week;4==2 to 6 portions per week;5==1 portion per day;6==More than 1 box per day,Categorical,QDY40,q10-diet-c
Did you eat the following food items the last month?,Yoghurt natural greek yoghurt etc.,QDY40,,1==Not eaten;2==1 to 3 portions per month;3==1 portion per week;4==2 to 6 portions per week;5==1 portion per day;6==more than 1 portion per day,Categorical,QDY40,q10-diet-c
Did you eat the following food items the last month?,Fruit yoghurt,QDY41,,1==Not eaten;2==1 to 3 box per month;3==1 portion per week;4==2 to 6box per week;5==1 box per day;6==More than 1 box per day,Categorical,QDY41,q10-diet-c
Did you eat the following food items the last month?,Fruit yoghurt,QDY41,,1==Not eaten;2==1 to 3 box per month;3==1 portion per week;4==2 to 6box per week;5==1 box per day;6==more than 1 portion per day,Categorical,QDY41,q10-diet-c
Did you eat the following food items the last month?,Fruit yoghurt,QDY41,,1==Not eaten;2==1 to 3 box per month;3==1 portion per week;4==2 to 6box per week;5==1 portion per day;6==More than 1 box per day,Categorical,QDY41,q10-diet-c
Did you eat the following food items the last month?,Fruit yoghurt,QDY41,,1==Not eaten;2==1 to 3 box per month;3==1 portion per week;4==2 to 6box per week;5==1 portion per day;6==more than 1 portion per day,Categorical,QDY41,q10-diet-c
Did you eat the following food items the last month?,Fruit yoghurt,QDY41,,1==Not eaten;2==1 to 3 box per month;3==1 portion per week;4==2 to 6 portions per week;5==1 box per day;6==More than 1 box per day,Categorical,QDY41,q10-diet-c
Did you eat the following food items the last month?,Fruit yoghurt,QDY41,,1==Not eaten;2==1 to 3 box per month;3==1 portion per week;4==2 to 6 portions per week;5==1 box per day;6==more than 1 portion per day,Categorical,QDY41,q10-diet-c
Did you eat the following food items the last month?,Fruit yoghurt,QDY41,,1==Not eaten;2==1 to 3 box per month;3==1 portion per week;4==2 to 6 portions per week;5==1 portion per day;6==More than 1 box per day,Categorical,QDY41,q10-diet-c
Did you eat the following food items the last month?,Fruit yoghurt,QDY41,,1==Not eaten;2==1 to 3 box per month;3==1 portion per week;4==2 to 6 portions per week;5==1 portion per day;6==more than 1 portion per day,Categorical,QDY41,q10-diet-c
Did you eat the following food items the last month?,Fruit yoghurt,QDY41,,1==Not eaten;2==1 to 3 portions per month;3==1 portion per week;4==2 to 6box per week;5==1 box per day;6==More than 1 box per day,Categorical,QDY41,q10-diet-c
Did you eat the following food items the last month?,Fruit yoghurt,QDY41,,1==Not eaten;2==1 to 3 portions per month;3==1 portion per week;4==2 to 6box per week;5==1 box per day;6==more than 1 portion per day,Categorical,QDY41,q10-diet-c
Did you eat the following food items the last month?,Fruit yoghurt,QDY41,,1==Not eaten;2==1 to 3 portions per month;3==1 portion per week;4==2 to 6box per week;5==1 portion per day;6==More than 1 box per day,Categorical,QDY41,q10-diet-c
Did you eat the following food items the last month?,Fruit yoghurt,QDY41,,1==Not eaten;2==1 to 3 portions per month;3==1 portion per week;4==2 to 6box per week;5==1 portion per day;6==more than 1 portion per day,Categorical,QDY41,q10-diet-c
Did you eat the following food items the last month?,Fruit yoghurt,QDY41,,1==Not eaten;2==1 to 3 portions per month;3==1 portion per week;4==2 to 6 portions per week;5==1 box per day;6==More than 1 box per day,Categorical,QDY41,q10-diet-c
Did you eat the following food items the last month?,Fruit yoghurt,QDY41,,1==Not eaten;2==1 to 3 portions per month;3==1 portion per week;4==2 to 6 portions per week;5==1 box per day;6==more than 1 portion per day,Categorical,QDY41,q10-diet-c
Did you eat the following food items the last month?,Fruit yoghurt,QDY41,,1==Not eaten;2==1 to 3 portions per month;3==1 portion per week;4==2 to 6 portions per week;5==1 portion per day;6==More than 1 box per day,Categorical,QDY41,q10-diet-c
Did you eat the following food items the last month?,Fruit yoghurt,QDY41,,1==Not eaten;2==1 to 3 portions per month;3==1 portion per week;4==2 to 6 portions per week;5==1 portion per day;6==more than 1 portion per day,Categorical,QDY41,q10-diet-c
Did you eat the following food items the last month?,42 Biola Activia yogurt 1 box per week,QDY42,,1==Not eaten;2==1 to 3 box per month;3==1 portion per week;4==2 to 6box per week;5==1 box per day;6==More than 1 box per day,Categorical,QDY42,q10-diet-c
Did you eat the following food items the last month?,42 Biola Activia yogurt 1 box per week,QDY42,,1==Not eaten;2==1 to 3 box per month;3==1 portion per week;4==2 to 6box per week;5==1 box per day;6==more than 1 portion per day,Categorical,QDY42,q10-diet-c
Did you eat the following food items the last month?,42 Biola Activia yogurt 1 box per week,QDY42,,1==Not eaten;2==1 to 3 box per month;3==1 portion per week;4==2 to 6box per week;5==1 portion per day;6==More than 1 box per day,Categorical,QDY42,q10-diet-c
Did you eat the following food items the last month?,42 Biola Activia yogurt 1 box per week,QDY42,,1==Not eaten;2==1 to 3 box per month;3==1 portion per week;4==2 to 6box per week;5==1 portion per day;6==more than 1 portion per day,Categorical,QDY42,q10-diet-c
Did you eat the following food items the last month?,42 Biola Activia yogurt 1 box per week,QDY42,,1==Not eaten;2==1 to 3 box per month;3==1 portion per week;4==2 to 6 portions per week;5==1 box per day;6==More than 1 box per day,Categorical,QDY42,q10-diet-c
Did you eat the following food items the last month?,42 Biola Activia yogurt 1 box per week,QDY42,,1==Not eaten;2==1 to 3 box per month;3==1 portion per week;4==2 to 6 portions per week;5==1 box per day;6==more than 1 portion per day,Categorical,QDY42,q10-diet-c
Did you eat the following food items the last month?,42 Biola Activia yogurt 1 box per week,QDY42,,1==Not eaten;2==1 to 3 box per month;3==1 portion per week;4==2 to 6 portions per week;5==1 portion per day;6==More than 1 box per day,Categorical,QDY42,q10-diet-c
Did you eat the following food items the last month?,42 Biola Activia yogurt 1 box per week,QDY42,,1==Not eaten;2==1 to 3 box per month;3==1 portion per week;4==2 to 6 portions per week;5==1 portion per day;6==more than 1 portion per day,Categorical,QDY42,q10-diet-c
Did you eat the following food items the last month?,42 Biola Activia yogurt 1 box per week,QDY42,,1==Not eaten;2==1 to 3 portions per month;3==1 portion per week;4==2 to 6box per week;5==1 box per day;6==More than 1 box per day,Categorical,QDY42,q10-diet-c
Did you eat the following food items the last month?,42 Biola Activia yogurt 1 box per week,QDY42,,1==Not eaten;2==1 to 3 portions per month;3==1 portion per week;4==2 to 6box per week;5==1 box per day;6==more than 1 portion per day,Categorical,QDY42,q10-diet-c
Did you eat the following food items the last month?,42 Biola Activia yogurt 1 box per week,QDY42,,1==Not eaten;2==1 to 3 portions per month;3==1 portion per week;4==2 to 6box per week;5==1 portion per day;6==More than 1 box per day,Categorical,QDY42,q10-diet-c
Did you eat the following food items the last month?,42 Biola Activia yogurt 1 box per week,QDY42,,1==Not eaten;2==1 to 3 portions per month;3==1 portion per week;4==2 to 6box per week;5==1 portion per day;6==more than 1 portion per day,Categorical,QDY42,q10-diet-c
Did you eat the following food items the last month?,42 Biola Activia yogurt 1 box per week,QDY42,,1==Not eaten;2==1 to 3 portions per month;3==1 portion per week;4==2 to 6 portions per week;5==1 box per day;6==More than 1 box per day,Categorical,QDY42,q10-diet-c
Did you eat the following food items the last month?,42 Biola Activia yogurt 1 box per week,QDY42,,1==Not eaten;2==1 to 3 portions per month;3==1 portion per week;4==2 to 6 portions per week;5==1 box per day;6==more than 1 portion per day,Categorical,QDY42,q10-diet-c
Did you eat the following food items the last month?,42 Biola Activia yogurt 1 box per week,QDY42,,1==Not eaten;2==1 to 3 portions per month;3==1 portion per week;4==2 to 6 portions per week;5==1 portion per day;6==More than 1 box per day,Categorical,QDY42,q10-diet-c
Did you eat the following food items the last month?,42 Biola Activia yogurt 1 box per week,QDY42,,1==Not eaten;2==1 to 3 portions per month;3==1 portion per week;4==2 to 6 portions per week;5==1 portion per day;6==more than 1 portion per day,Categorical,QDY42,q10-diet-c
Did you eat the following food items the last month?,Go-morgen yogurt,QDY43,,1==Not eaten;2==1 to 3 box per month;3==1 portion per week;4==2 to 6box per week;5==1 box per day;6==More than 1 box per day,Categorical,QDY43,q10-diet-c
Did you eat the following food items the last month?,Go-morgen yogurt,QDY43,,1==Not eaten;2==1 to 3 box per month;3==1 portion per week;4==2 to 6box per week;5==1 box per day;6==more than 1 portion per day,Categorical,QDY43,q10-diet-c
Did you eat the following food items the last month?,Go-morgen yogurt,QDY43,,1==Not eaten;2==1 to 3 box per month;3==1 portion per week;4==2 to 6box per week;5==1 portion per day;6==More than 1 box per day,Categorical,QDY43,q10-diet-c
Did you eat the following food items the last month?,Go-morgen yogurt,QDY43,,1==Not eaten;2==1 to 3 box per month;3==1 portion per week;4==2 to 6box per week;5==1 portion per day;6==more than 1 portion per day,Categorical,QDY43,q10-diet-c
Did you eat the following food items the last month?,Go-morgen yogurt,QDY43,,1==Not eaten;2==1 to 3 box per month;3==1 portion per week;4==2 to 6 portions per week;5==1 box per day;6==More than 1 box per day,Categorical,QDY43,q10-diet-c
Did you eat the following food items the last month?,Go-morgen yogurt,QDY43,,1==Not eaten;2==1 to 3 box per month;3==1 portion per week;4==2 to 6 portions per week;5==1 box per day;6==more than 1 portion per day,Categorical,QDY43,q10-diet-c
Did you eat the following food items the last month?,Go-morgen yogurt,QDY43,,1==Not eaten;2==1 to 3 box per month;3==1 portion per week;4==2 to 6 portions per week;5==1 portion per day;6==More than 1 box per day,Categorical,QDY43,q10-diet-c
