Q1,Q2,CODES,OPT,R,TYPE,C1,Q
Is your doctor male or female? How many times have you gone to him or her?,Gynaecologist: Female,CC30,,Number,Numeric,CC30,q03-w30-m
Is your doctor male or female? How many times have you gone to him or her?,Gynaecologist: Female,CC30,,Number of times to male gynaecologist,Numeric,CC30,q03-w30-m
Is your doctor male or female? How many times have you gone to him or her?,Gynaecologist: Male,CC32,,Number of times to female general practitioner,Numeric,CC32,q03-w30-m
Is your doctor male or female? How many times have you gone to him or her?,Gynaecologist: Male,CC32,,Number of times to male general practitioner,Numeric,CC32,q03-w30-m
Is your doctor male or female? How many times have you gone to him or her?,Gynaecologist: Male,CC32,,Number,Numeric,CC32,q03-w30-m
Is your doctor male or female? How many times have you gone to him or her?,Gynaecologist: Male,CC32,,Number of times to male gynaecologist,Numeric,CC32,q03-w30-m
If you visit or have visited a gynaecologist or hospital clinic for your antenatal check-ups what is or was the reason?,Referred due to complications during this pregnancy,CC34,,,Tick,CC34,q03-w30-m
If you visit or have visited a gynaecologist or hospital clinic for your antenatal check-ups what is or was the reason?,On your own initiative without a referral,CC36,,,Tick,CC36,q03-w30-m
If you visit or have visited a gynaecologist or hospital clinic for your antenatal check-ups what is or was the reason?,Referred for another reason,CC37,,,Tick,CC37,q03-w30-m
Do you agree with the following statements concerning your antenatal check-ups?,I have been given sufficient advice and information,CC38,,1==Agree completely;2==Agree;3==Agree somewhat;4==Disagree somewhat;5==Disagree completely,Categorical,CC38,q03-w30-m
Do you agree with the following statements concerning your antenatal check-ups?,I have been well taken care of,CC39,,1==Agree completely;2==Agree;3==Agree somewhat;4==Disagree somewhat;5==Disagree completely,Categorical,CC39,q03-w30-m
Do you agree with the following statements concerning your antenatal check-ups?,There was not enough time during the consultations,CC40,,1==Agree completely;2==Agree;3==Agree somewhat;4==Disagree somewhat;5==Disagree completely,Categorical,CC40,q03-w30-m
Do you agree with the following statements concerning your antenatal check-ups?,I felt secure during these check-ups,CC41,,1==Agree completely;2==Agree;3==Agree somewhat;4==Disagree somewhat;5==Disagree completely,Categorical,CC41,q03-w30-m
Do you agree with the following statements concerning your antenatal check-ups?,CC43,CC43; CC43; CC43,,1==Agree completely;2==Agree;3==Agree somewhat;4==Disagree somewhat;5==Disagree completely,Categorical,CC43,q03-w30-m
Have you contacted a midwife or doctor in addition to your normal check-ups?,Midwife,CC44,,1==No;2==Yes,Categorical,CC44,q03-w30-m
Have you contacted a midwife or doctor in addition to your normal check-ups?,Doctor,CC45,,1==No;2==Yes,Categorical,CC45,q03-w30-m
If yes was it difficult to get an appointment?,Midwife,CC46,,1==Not difficult;2==Somewhat difficult;3==Very difficult,Categorical,CC46,q03-w30-m
If yes was it difficult to get an appointment?,Doctor,CC47,,1==Not difficult;2==Somewhat difficult;3==Very difficult,Categorical,CC47,q03-w30-m
If yes was it difficult to get an appointment?,name,,,1==Not difficult;2==Somewhat difficult;3==Very difficult,Categorical,,q03-w30-m
Have you had a gynecological examination during your pregnancy? If so how many times?,If yes number of times,CC49,,Number 0 - 99;1==No;2==Yes,Categorical,CC49,q03-w30-m
How many ultrasound examinations have you had during your pregnancy?,External ultrasound examination,CC50,,Number 0 – 99,Numeric,CC50,q03-w30-m
How many ultrasound examinations have you had during your pregnancy?,External ultrasound examination,CC50,,Number 0 - 99,Numeric,CC50,q03-w30-m
How many ultrasound examinations have you had during your pregnancy?,Internal ultrasound examination,CC51,,Number 0 – 99,Numeric,CC51,q03-w30-m
How many ultrasound examinations have you had during your pregnancy?,Internal ultrasound examination,CC51,,Number 0 - 99,Numeric,CC51,q03-w30-m
Have you been offered an amniocentesis or placenta biopsy?,CC53,CC53; CC53; CC53,,1==No;2==Yes,Categorical,CC53,q03-w30-m
Were the results normal?,CC58,CC58; CC58; CC58,,2==Yes,Categorical,CC58,q03-w30-m
Were the results normal?,If the tests were abnormal describe the findings,,,2==Yes,Categorical,,q03-w30-m
Were the results normal?,CC1362,CC1362; CC1362; CC1362,,2==Yes,Categorical,CC1362,q03-w30-m
If an amniocentesis or placenta biopsy was performed what was the reason?,Due to my age,CC59,,,Tick,CC59,q03-w30-m
If an amniocentesis or placenta biopsy was performed what was the reason?,Previous child with a chromosome disorder,CC60,,,Tick,CC60,q03-w30-m
If an amniocentesis or placenta biopsy was performed what was the reason?,Previous child with neural tube defect,CC61,,,Tick,CC61,q03-w30-m
If an amniocentesis or placenta biopsy was performed what was the reason?,Epilepsy,CC62,,,Tick,CC62,q03-w30-m
If an amniocentesis or placenta biopsy was performed what was the reason?,Ultrasound findings,CC63,,,Tick,CC63,q03-w30-m
If an amniocentesis or placenta biopsy was performed what was the reason?,Other,CC64,,,Tick,CC64,q03-w30-m
If yes what kind of complications?,Vaginal bleeding,CC66,,,Tick,CC66,q03-w30-m
If yes what kind of complications?,Leakage of amniotic fluid,CC67,,,Tick,CC67,q03-w30-m
If yes what kind of complications?,Abdominal pain,CC68,,,Tick,CC68,q03-w30-m
If yes what kind of complications?,Other,CC69,,,Tick,CC69,q03-w30-m
If yes what kind of complications?,CC70,CC70; CC70; CC70,,,Tick,CC70,q03-w30-m
If yes what kind of complications?,Other describe,,,,Tick,,q03-w30-m
If yes what kind of complications?,CC1363,CC1363; CC1363; CC1363,,,Tick,CC1363,q03-w30-m
If yes what part of your body was X-rayed? How many X-rays were taken and in which week of pregnancy?,Arms Pelvis or abdo,,,Number of times,Numeric,,q03-w30-m
If yes what part of your body was X-rayed? How many X-rays were taken and in which week of pregnancy?,0 to 12,CC72; CC79; CC86; CC93; CC100;,0 to 12,Number of times,Numeric,CC72,q03-w30-m
If yes what part of your body was X-rayed? How many X-rays were taken and in which week of pregnancy?,13 to 16,CC73; CC80; CC87; CC94; CC101;,13 to 16,Number of times,Numeric,CC73,q03-w30-m
If yes what part of your body was X-rayed? How many X-rays were taken and in which week of pregnancy?,17 to 20,CC74; CC81; CC88; CC95; CC102;,17 to 20,Number of times,Numeric,CC74,q03-w30-m
If yes what part of your body was X-rayed? How many X-rays were taken and in which week of pregnancy?,21 to 24,CC75; CC82; CC89; CC96; CC103;,21 to 24,Number of times,Numeric,CC75,q03-w30-m
If yes what part of your body was X-rayed? How many X-rays were taken and in which week of pregnancy?,25 to 28,CC76; CC83; CC90; CC97; CC104;,25 to 28,Number of times,Numeric,CC76,q03-w30-m
If yes what part of your body was X-rayed? How many X-rays were taken and in which week of pregnancy?,29+,CC77; CC84; CC91; CC98; CC105;,,Number of times,Numeric,CC77,q03-w30-m
Have you received treatment to prevent a premature birth during this pregnancy?,No,CC107,,,Tick,CC107,q03-w30-m
Have you received treatment to prevent a premature birth during this pregnancy?,Yes relax or bed-rest,CC108,,,Tick,CC108,q03-w30-m
Have you received treatment to prevent a premature birth during this pregnancy?,Yes medication,CC109,,,Tick,CC109,q03-w30-m
Have you received treatment to prevent a premature birth during this pregnancy?,CC110,CC110; CC110; CC110,,,Tick,CC110,q03-w30-m
Which medicine?,CC1364,CC1364; CC1364; CC1364,,,Tick,CC1364,q03-w30-m
Have you been vaccinated during this pregnancy?,CC112,CC112; CC112; CC112,,1==No;2==Yes,Categorical,CC112,q03-w30-m
Has the midwife or doctor told you that you have or have had high blood pressure during this pregnancy?,CC113,CC113; CC113; CC113,,1==No;2==Yes,Categorical,CC113,q03-w30-m
If yes what was the highest reading during this pregnancy?,High,CC114,,Number 0 - 999,Numeric,CC114,q03-w30-m
If yes what was the highest reading during this pregnancy?,Low,CC115,,Number 0 - 999,Numeric,CC115,q03-w30-m
If yes what was the highest reading during this pregnancy?,Don’t know,CC116,,Number 0 - 999,Numeric,CC116,q03-w30-m
Have you had high blood pressure without being pregnant?,CC117,CC117; CC117; CC117,,1==No;2==Yes;3==Don’t know,Categorical,CC117,q03-w30-m
If yes what was the highest reading before this pregnancy?,High,CC118,,Number 0 - 999,Numeric,CC118,q03-w30-m
If yes what was the highest reading before this pregnancy?,Low,CC119,,Number 0 - 999,Numeric,CC119,q03-w30-m
If yes what was the highest reading before this pregnancy?,Don’t know,CC120,,Number 0 - 999,Numeric,CC120,q03-w30-m
What was your blood percentage or haemoglobin value during this pregnancy?,Week of pregnancy,CC125,,Number 00 – 999,Numeric,CC125,q03-w30-m
What was your blood percentage or haemoglobin value during this pregnancy?,Week of pregnancy,CC125,,Number 0 - 99,Numeric,CC125,q03-w30-m
What was your blood percentage or haemoglobin value during this pregnancy?,Highest Hb value during pregnancy,CC126,,Number 00 – 999,Numeric,CC126,q03-w30-m
What was your blood percentage or haemoglobin value during this pregnancy?,Highest Hb value during pregnancy,CC126,,Number 0 - 99,Numeric,CC126,q03-w30-m
What was your blood percentage or haemoglobin value during this pregnancy?,Week of pregnancy,CC127,,Number 00 – 999,Numeric,CC127,q03-w30-m
What was your blood percentage or haemoglobin value during this pregnancy?,Week of pregnancy,CC127,,Number 0 - 99,Numeric,CC127,q03-w30-m
What was your blood percentage or haemoglobin value during this pregnancy?,Lowest Hb value during pregnancy,CC128,,Number 00 – 999,Numeric,CC128,q03-w30-m
What was your blood percentage or haemoglobin value during this pregnancy?,Lowest Hb value during pregnancy,CC128,,Number 0 - 99,Numeric,CC128,q03-w30-m
What was your blood percentage or haemoglobin value during this pregnancy?,Week of pregnancy,CC129,,Number 00 – 999,Numeric,CC129,q03-w30-m
What was your blood percentage or haemoglobin value during this pregnancy?,Week of pregnancy,CC129,,Number 0 - 99,Numeric,CC129,q03-w30-m
What was your blood percentage or haemoglobin value during this pregnancy?,Don’t know,CC130,,Number 00 – 999,Numeric,CC130,q03-w30-m
What was your blood percentage or haemoglobin value during this pregnancy?,Don’t know,CC130,,Number 0 - 99,Numeric,CC130,q03-w30-m
How much did you weigh at your last antenatal check-up and when was it?,Weight,CC131,,Number 00 – 9999,Numeric,CC131,q03-w30-m
How much did you weigh at your last antenatal check-up and when was it?,Weight,CC131,,Number 0 - 99,Numeric,CC131,q03-w30-m
How much did you weigh at your last antenatal check-up and when was it?,Weight,CC131,,Number 0 - 999,Numeric,CC131,q03-w30-m
How much did you weigh at your last antenatal check-up and when was it?,Month of antenatal check-up,CC133,,Number 00 – 9999,Numeric,CC133,q03-w30-m
How much did you weigh at your last antenatal check-up and when was it?,Month of antenatal check-up,CC133,,Number 0 - 99,Numeric,CC133,q03-w30-m
How much did you weigh at your last antenatal check-up and when was it?,Month of antenatal check-up,CC133,,Number 0 - 999,Numeric,CC133,q03-w30-m
How much did you weigh at your last antenatal check-up and when was it?,Year of antenatal check-up,CC134,,Number 00 – 9999,Numeric,CC134,q03-w30-m
How much did you weigh at your last antenatal check-up and when was it?,Year of antenatal check-up,CC134,,Number 0 - 99,Numeric,CC134,q03-w30-m
How much did you weigh at your last antenatal check-up and when was it?,Year of antenatal check-up,CC134,,Number 0 - 999,Numeric,CC134,q03-w30-m
If yes why and when were you hospitalised?,Hospi-,,,,Tick,,q03-w30-m
Hospi- talised In which week of pregnancy were you admitted?,Illness or health problems due to,,0 to 4; 5 to 8; 9 to 12; 13 to 16; 17 to 20; 21 to 24;,,Tick,,q03-w30-m
Hospi- talised In which week of pregnancy were you admitted?,Prolonged nausea and vomiting,CC137; CC138; CC139; CC140; CC141; CC142; CC143; CC144; CC145;,,,Tick,CC137,q03-w30-m
Hospi- talised In which week of pregnancy were you admitted?,Bleeding,CC146; CC147; CC148; CC149; CC150; CC151; CC152; CC153; CC154;,,,Tick,CC146,q03-w30-m
Hospi- talised In which week of pregnancy were you admitted?,Leakage of amniotic fluid,CC155; CC156; CC157; CC158; CC159; CC160; CC161; CC162; CC163;,,,Tick,CC155,q03-w30-m
Hospi- talised In which week of pregnancy were you admitted?,Threatening preterm labour,CC164; CC165; CC166; CC167; CC168; CC169; CC170; CC171; CC172;,,,Tick,CC164,q03-w30-m
Hospi- talised In which week of pregnancy were you admitted?,High blood pressure,CC173; CC174; CC175; CC176; CC177; CC178; CC179; CC180; CC181;,,,Tick,CC173,q03-w30-m
Hospi- talised In which week of pregnancy were you admitted?,Eclampsia,CC182; CC183; CC184; CC185; CC186; CC187; CC188; CC189; CC190;,,,Tick,CC182,q03-w30-m
Hospi- talised In which week of pregnancy were you admitted?,Other,CC191; CC192; CC193; CC194; CC195; CC196; CC197; CC198; CC199;,,,Tick,CC191,q03-w30-m
Hospi- talised In which week of pregnancy were you admitted?,CC200,CC200; CC200; CC200,,,Tick,CC200,q03-w30-m
Hospi- talised In which week of pregnancy were you admitted?,If other describe,,,,Tick,,q03-w30-m
Hospi- talised In which week of pregnancy were you admitted?,CC1367,CC1367; CC1367; CC1367,,,Tick,CC1367,q03-w30-m
If yes how often?,Illness or health problem,,,1==1 to 4 times a month;1==No 2==1 to 6 times a week;2==Yes3==Once a day;4==More than once a day,Categorical,,q03-w30-m
If yes how often?,Illness or health problem,,,1==1 to 4 times a month;2==Yes3==Once a day;2==Yes3==Once a day;4==More than once a day,Categorical,,q03-w30-m
If yes how often?,Illness or health problem,,,1==No 2==1 to 6 times a week;1==No 2==1 to 6 times a week;2==Yes3==Once a day;4==More than once a day,Categorical,,q03-w30-m
If yes how often?,Illness or health problem,,,1==No 2==1 to 6 times a week;2==Yes3==Once a day;2==Yes3==Once a day;4==More than once a day,Categorical,,q03-w30-m
If yes how often?,Before this pregnancy,,,1==1 to 4 times a month;1==No 2==1 to 6 times a week;2==Yes3==Once a day;4==More than once a day,Categorical,,q03-w30-m
If yes how often?,Before this pregnancy,,,1==1 to 4 times a month;2==Yes3==Once a day;2==Yes3==Once a day;4==More than once a day,Categorical,,q03-w30-m
If yes how often?,Before this pregnancy,,,1==No 2==1 to 6 times a week;1==No 2==1 to 6 times a week;2==Yes3==Once a day;4==More than once a day,Categorical,,q03-w30-m
If yes how often?,Before this pregnancy,,,1==No 2==1 to 6 times a week;2==Yes3==Once a day;2==Yes3==Once a day;4==More than once a day,Categorical,,q03-w30-m
If yes how often?,Incontinence when coughing sneezing or laughing,CC201; CC202; CC203;,,1==1 to 4 times a month;1==No 2==1 to 6 times a week;2==Yes3==Once a day;4==More than once a day,Categorical,CC201,q03-w30-m
If yes how often?,Incontinence when coughing sneezing or laughing,CC201; CC202; CC203;,,1==1 to 4 times a month;2==Yes3==Once a day;2==Yes3==Once a day;4==More than once a day,Categorical,CC201,q03-w30-m
If yes how often?,Incontinence when coughing sneezing or laughing,CC201; CC202; CC203;,,1==No 2==1 to 6 times a week;1==No 2==1 to 6 times a week;2==Yes3==Once a day;4==More than once a day,Categorical,CC201,q03-w30-m
If yes how often?,Incontinence when coughing sneezing or laughing,CC201; CC202; CC203;,,1==No 2==1 to 6 times a week;2==Yes3==Once a day;2==Yes3==Once a day;4==More than once a day,Categorical,CC201,q03-w30-m
If yes how often?,Incontinence during physical activity,CC204; CC205; CC206;,,1==1 to 4 times a month;1==No 2==1 to 6 times a week;2==Yes3==Once a day;4==More than once a day,Categorical,CC204,q03-w30-m
If yes how often?,Incontinence during physical activity,CC204; CC205; CC206;,,1==1 to 4 times a month;2==Yes3==Once a day;2==Yes3==Once a day;4==More than once a day,Categorical,CC204,q03-w30-m
If yes how often?,Incontinence during physical activity,CC204; CC205; CC206;,,1==No 2==1 to 6 times a week;1==No 2==1 to 6 times a week;2==Yes3==Once a day;4==More than once a day,Categorical,CC204,q03-w30-m
If yes how often?,Incontinence during physical activity,CC204; CC205; CC206;,,1==No 2==1 to 6 times a week;2==Yes3==Once a day;2==Yes3==Once a day;4==More than once a day,Categorical,CC204,q03-w30-m
If yes how often?,Incontinence with a strong need to urinate,CC207; CC208; CC209;,,1==1 to 4 times a month;1==No 2==1 to 6 times a week;2==Yes3==Once a day;4==More than once a day,Categorical,CC207,q03-w30-m
If yes how often?,Incontinence with a strong need to urinate,CC207; CC208; CC209;,,1==1 to 4 times a month;2==Yes3==Once a day;2==Yes3==Once a day;4==More than once a day,Categorical,CC207,q03-w30-m
If yes how often?,Incontinence with a strong need to urinate,CC207; CC208; CC209;,,1==No 2==1 to 6 times a week;1==No 2==1 to 6 times a week;2==Yes3==Once a day;4==More than once a day,Categorical,CC207,q03-w30-m
If yes how often?,Incontinence with a strong need to urinate,CC207; CC208; CC209;,,1==No 2==1 to 6 times a week;2==Yes3==Once a day;2==Yes3==Once a day;4==More than once a day,Categorical,CC207,q03-w30-m
If yes how often?,Problems with retaining faeces,CC210; CC211;,,1==1 to 4 times a month;1==No 2==1 to 6 times a week;2==Yes3==Once a day;4==More than once a day,Categorical,CC210,q03-w30-m
If yes how often?,Problems with retaining faeces,CC210; CC211;,,1==1 to 4 times a month;2==Yes3==Once a day;2==Yes3==Once a day;4==More than once a day,Categorical,CC210,q03-w30-m
If yes how often?,Problems with retaining faeces,CC210; CC211;,,1==No 2==1 to 6 times a week;1==No 2==1 to 6 times a week;2==Yes3==Once a day;4==More than once a day,Categorical,CC210,q03-w30-m
If yes how often?,Problems with retaining faeces,CC210; CC211;,,1==No 2==1 to 6 times a week;2==Yes3==Once a day;2==Yes3==Once a day;4==More than once a day,Categorical,CC210,q03-w30-m
If yes how often?,Problems with flatulence,CC212; CC213;,,1==1 to 4 times a month;1==No 2==1 to 6 times a week;2==Yes3==Once a day;4==More than once a day,Categorical,CC212,q03-w30-m
If yes how often?,Problems with flatulence,CC212; CC213;,,1==1 to 4 times a month;2==Yes3==Once a day;2==Yes3==Once a day;4==More than once a day,Categorical,CC212,q03-w30-m
If yes how often?,Problems with flatulence,CC212; CC213;,,1==No 2==1 to 6 times a week;1==No 2==1 to 6 times a week;2==Yes3==Once a day;4==More than once a day,Categorical,CC212,q03-w30-m
If yes how often?,Problems with flatulence,CC212; CC213;,,1==No 2==1 to 6 times a week;2==Yes3==Once a day;2==Yes3==Once a day;4==More than once a day,Categorical,CC212,q03-w30-m
If yes how often?,Before this pregnancy,,,1==1 to 4 times a month;1==No 2==1 to 6 times a week;2==Yes3==Once a day;4==More than once a day,Categorical,,q03-w30-m
If yes how often?,Before this pregnancy,,,1==1 to 4 times a month;2==Yes3==Once a day;2==Yes3==Once a day;4==More than once a day,Categorical,,q03-w30-m
If yes how often?,Before this pregnancy,,,1==No 2==1 to 6 times a week;1==No 2==1 to 6 times a week;2==Yes3==Once a day;4==More than once a day,Categorical,,q03-w30-m
If yes how often?,Before this pregnancy,,,1==No 2==1 to 6 times a week;2==Yes3==Once a day;2==Yes3==Once a day;4==More than once a day,Categorical,,q03-w30-m
If yes how often?,Incontinence when coughing sneezing or laughing,CC214; CC215; CC216;,,1==1 to 4 times a month;1==No 2==1 to 6 times a week;2==Yes3==Once a day;4==More than once a day,Categorical,CC214,q03-w30-m
If yes how often?,Incontinence when coughing sneezing or laughing,CC214; CC215; CC216;,,1==1 to 4 times a month;2==Yes3==Once a day;2==Yes3==Once a day;4==More than once a day,Categorical,CC214,q03-w30-m
If yes how often?,Incontinence when coughing sneezing or laughing,CC214; CC215; CC216;,,1==No 2==1 to 6 times a week;1==No 2==1 to 6 times a week;2==Yes3==Once a day;4==More than once a day,Categorical,CC214,q03-w30-m
If yes how often?,Incontinence when coughing sneezing or laughing,CC214; CC215; CC216;,,1==No 2==1 to 6 times a week;2==Yes3==Once a day;2==Yes3==Once a day;4==More than once a day,Categorical,CC214,q03-w30-m
If yes how often?,Incontinence during physical activity,CC217; CC218; CC219;,,1==1 to 4 times a month;1==No 2==1 to 6 times a week;2==Yes3==Once a day;4==More than once a day,Categorical,CC217,q03-w30-m
If yes how often?,Incontinence during physical activity,CC217; CC218; CC219;,,1==1 to 4 times a month;2==Yes3==Once a day;2==Yes3==Once a day;4==More than once a day,Categorical,CC217,q03-w30-m
If yes how often?,Incontinence during physical activity,CC217; CC218; CC219;,,1==No 2==1 to 6 times a week;1==No 2==1 to 6 times a week;2==Yes3==Once a day;4==More than once a day,Categorical,CC217,q03-w30-m
If yes how often?,Incontinence during physical activity,CC217; CC218; CC219;,,1==No 2==1 to 6 times a week;2==Yes3==Once a day;2==Yes3==Once a day;4==More than once a day,Categorical,CC217,q03-w30-m
If yes how often?,Incontinence with a strong need to urinate,CC220; CC221; CC222;,,1==1 to 4 times a month;1==No 2==1 to 6 times a week;2==Yes3==Once a day;4==More than once a day,Categorical,CC220,q03-w30-m
If yes how often?,Incontinence with a strong need to urinate,CC220; CC221; CC222;,,1==1 to 4 times a month;2==Yes3==Once a day;2==Yes3==Once a day;4==More than once a day,Categorical,CC220,q03-w30-m
If yes how often?,Incontinence with a strong need to urinate,CC220; CC221; CC222;,,1==No 2==1 to 6 times a week;1==No 2==1 to 6 times a week;2==Yes3==Once a day;4==More than once a day,Categorical,CC220,q03-w30-m
If yes how often?,Incontinence with a strong need to urinate,CC220; CC221; CC222;,,1==No 2==1 to 6 times a week;2==Yes3==Once a day;2==Yes3==Once a day;4==More than once a day,Categorical,CC220,q03-w30-m
If yes how often?,Problems with retaining faeces,CC223; CC224;,,1==1 to 4 times a month;1==No 2==1 to 6 times a week;2==Yes3==Once a day;4==More than once a day,Categorical,CC223,q03-w30-m
If yes how often?,Problems with retaining faeces,CC223; CC224;,,1==1 to 4 times a month;2==Yes3==Once a day;2==Yes3==Once a day;4==More than once a day,Categorical,CC223,q03-w30-m
If yes how often?,Problems with retaining faeces,CC223; CC224;,,1==No 2==1 to 6 times a week;1==No 2==1 to 6 times a week;2==Yes3==Once a day;4==More than once a day,Categorical,CC223,q03-w30-m
If yes how often?,Problems with retaining faeces,CC223; CC224;,,1==No 2==1 to 6 times a week;2==Yes3==Once a day;2==Yes3==Once a day;4==More than once a day,Categorical,CC223,q03-w30-m
If yes how often?,Problems with flatulence,CC225; CC226;,,1==1 to 4 times a month;1==No 2==1 to 6 times a week;2==Yes3==Once a day;4==More than once a day,Categorical,CC225,q03-w30-m
If yes how often?,Problems with flatulence,CC225; CC226;,,1==1 to 4 times a month;2==Yes3==Once a day;2==Yes3==Once a day;4==More than once a day,Categorical,CC225,q03-w30-m
If yes how often?,Problems with flatulence,CC225; CC226;,,1==No 2==1 to 6 times a week;1==No 2==1 to 6 times a week;2==Yes3==Once a day;4==More than once a day,Categorical,CC225,q03-w30-m
If yes how often?,Problems with flatulence,CC225; CC226;,,1==No 2==1 to 6 times a week;2==Yes3==Once a day;2==Yes3==Once a day;4==More than once a day,Categorical,CC225,q03-w30-m
Do you have or have you had pain in any of the following parts of your body? Where and when?,During this During earlier Between,,,1==Mild pain 1==Mild pain 1==Mild pain;2==Severe pain 2==Severe pain 2==Severe pain,Categorical,,q03-w30-m
Do you have or have you had pain in any of the following parts of your body? Where and when?,Pain in,,,1==Mild pain 1==Mild pain 1==Mild pain;2==Severe pain 2==Severe pain 2==Severe pain,Categorical,,q03-w30-m
Do you have or have you had pain in any of the following parts of your body? Where and when?,Small of the back,CC227; CC228; CC229; CC230; CC231;,,1==Mild pain 1==Mild pain 1==Mild pain;2==Severe pain 2==Severe pain 2==Severe pain,Categorical,CC227,q03-w30-m
Do you have or have you had pain in any of the following parts of your body? Where and when?,Both pelvic or sacroiliac joints at the back,CC237; CC238; CC239; CC240; CC241;,,1==Mild pain 1==Mild pain 1==Mild pain;2==Severe pain 2==Severe pain 2==Severe pain,Categorical,CC237,q03-w30-m
