Q1,Q2,CODES,OPT,R,TYPE,C1,Q
How often do you give your child the following to drink now that he or she is 18 months old?,frequency which is most applicable on average.,,,1==Never;2==Less than once a week;3==1 to 3 times a week;4==At least once a day;5==1 to 2 times in 24 hours;6==3 to 4 times in 24 hours;7==5 or more times in 24 hours,Categorical,,q05-m18-m
How often do you give your child the following to drink now that he or she is 18 months old?,frequency which is most applicable on average.,,,1==Never;2==Less than once a week;3==4 to 6 times a week;4==4 to 6 times a week;5==1 to 2 times in 24 hours;6==3 to 4 times in 24 hours;7==5 or more times in 24 hours,Categorical,,q05-m18-m
How often do you give your child the following to drink now that he or she is 18 months old?,frequency which is most applicable on average.,,,1==Never;2==Less than once a week;3==4 to 6 times a week;4==At least once a day;5==1 to 2 times in 24 hours;6==3 to 4 times in 24 hours;7==5 or more times in 24 hours,Categorical,,q05-m18-m
How often do you give your child the following to drink now that he or she is 18 months old?,frequency which is most applicable on average.,,,1==Never;2==1 to 3s times a week;3==1 to 3 times a week;4==4 to 6 times a week;5==1 to 2 times in 24 hours;6==3 to 4 times in 24 hours;7==5 or more times in 24 hours,Categorical,,q05-m18-m
How often do you give your child the following to drink now that he or she is 18 months old?,frequency which is most applicable on average.,,,1==Never;2==1 to 3s times a week;3==1 to 3 times a week;4==At least once a day;5==1 to 2 times in 24 hours;6==3 to 4 times in 24 hours;7==5 or more times in 24 hours,Categorical,,q05-m18-m
How often do you give your child the following to drink now that he or she is 18 months old?,frequency which is most applicable on average.,,,1==Never;2==1 to 3s times a week;3==4 to 6 times a week;4==4 to 6 times a week;5==1 to 2 times in 24 hours;6==3 to 4 times in 24 hours;7==5 or more times in 24 hours,Categorical,,q05-m18-m
How often do you give your child the following to drink now that he or she is 18 months old?,frequency which is most applicable on average.,,,1==Never;2==1 to 3s times a week;3==4 to 6 times a week;4==At least once a day;5==1 to 2 times in 24 hours;6==3 to 4 times in 24 hours;7==5 or more times in 24 hours,Categorical,,q05-m18-m
How often do you give your child the following to drink now that he or she is 18 months old?,frequency which is most applicable on average.,,,1==Never or seldom;2==Less than once a week;3==1 to 3 times a week;4==4 to 6 times a week;5==1 to 2 times in 24 hours;6==3 to 4 times in 24 hours;7==5 or more times in 24 hours,Categorical,,q05-m18-m
How often do you give your child the following to drink now that he or she is 18 months old?,frequency which is most applicable on average.,,,1==Never or seldom;2==Less than once a week;3==1 to 3 times a week;4==At least once a day;5==1 to 2 times in 24 hours;6==3 to 4 times in 24 hours;7==5 or more times in 24 hours,Categorical,,q05-m18-m
How often do you give your child the following to drink now that he or she is 18 months old?,frequency which is most applicable on average.,,,1==Never or seldom;2==Less than once a week;3==4 to 6 times a week;4==4 to 6 times a week;5==1 to 2 times in 24 hours;6==3 to 4 times in 24 hours;7==5 or more times in 24 hours,Categorical,,q05-m18-m
How often do you give your child the following to drink now that he or she is 18 months old?,frequency which is most applicable on average.,,,1==Never or seldom;2==Less than once a week;3==4 to 6 times a week;4==At least once a day;5==1 to 2 times in 24 hours;6==3 to 4 times in 24 hours;7==5 or more times in 24 hours,Categorical,,q05-m18-m
How often do you give your child the following to drink now that he or she is 18 months old?,frequency which is most applicable on average.,,,1==Never or seldom;2==1 to 3s times a week;3==1 to 3 times a week;4==4 to 6 times a week;5==1 to 2 times in 24 hours;6==3 to 4 times in 24 hours;7==5 or more times in 24 hours,Categorical,,q05-m18-m
How often do you give your child the following to drink now that he or she is 18 months old?,frequency which is most applicable on average.,,,1==Never or seldom;2==1 to 3s times a week;3==1 to 3 times a week;4==At least once a day;5==1 to 2 times in 24 hours;6==3 to 4 times in 24 hours;7==5 or more times in 24 hours,Categorical,,q05-m18-m
How often do you give your child the following to drink now that he or she is 18 months old?,frequency which is most applicable on average.,,,1==Never or seldom;2==1 to 3s times a week;3==4 to 6 times a week;4==4 to 6 times a week;5==1 to 2 times in 24 hours;6==3 to 4 times in 24 hours;7==5 or more times in 24 hours,Categorical,,q05-m18-m
How often do you give your child the following to drink now that he or she is 18 months old?,frequency which is most applicable on average.,,,1==Never or seldom;2==1 to 3s times a week;3==4 to 6 times a week;4==At least once a day;5==1 to 2 times in 24 hours;6==3 to 4 times in 24 hours;7==5 or more times in 24 hours,Categorical,,q05-m18-m
How often do you give your child the following to drink now that he or she is 18 months old?,Breast milk,EE736,,1==Never;2==Less than once a week;3==1 to 3 times a week;4==4 to 6 times a week;5==1 to 2 times in 24 hours;6==3 to 4 times in 24 hours;7==5 or more times in 24 hours,Categorical,EE736,q05-m18-m
How often do you give your child the following to drink now that he or she is 18 months old?,Breast milk,EE736,,1==Never;2==Less than once a week;3==1 to 3 times a week;4==At least once a day;5==1 to 2 times in 24 hours;6==3 to 4 times in 24 hours;7==5 or more times in 24 hours,Categorical,EE736,q05-m18-m
How often do you give your child the following to drink now that he or she is 18 months old?,Breast milk,EE736,,1==Never;2==Less than once a week;3==4 to 6 times a week;4==4 to 6 times a week;5==1 to 2 times in 24 hours;6==3 to 4 times in 24 hours;7==5 or more times in 24 hours,Categorical,EE736,q05-m18-m
How often do you give your child the following to drink now that he or she is 18 months old?,Breast milk,EE736,,1==Never;2==Less than once a week;3==4 to 6 times a week;4==At least once a day;5==1 to 2 times in 24 hours;6==3 to 4 times in 24 hours;7==5 or more times in 24 hours,Categorical,EE736,q05-m18-m
How often do you give your child the following to drink now that he or she is 18 months old?,Breast milk,EE736,,1==Never;2==1 to 3s times a week;3==1 to 3 times a week;4==4 to 6 times a week;5==1 to 2 times in 24 hours;6==3 to 4 times in 24 hours;7==5 or more times in 24 hours,Categorical,EE736,q05-m18-m
How often do you give your child the following to drink now that he or she is 18 months old?,Breast milk,EE736,,1==Never;2==1 to 3s times a week;3==1 to 3 times a week;4==At least once a day;5==1 to 2 times in 24 hours;6==3 to 4 times in 24 hours;7==5 or more times in 24 hours,Categorical,EE736,q05-m18-m
How often do you give your child the following to drink now that he or she is 18 months old?,Breast milk,EE736,,1==Never;2==1 to 3s times a week;3==4 to 6 times a week;4==4 to 6 times a week;5==1 to 2 times in 24 hours;6==3 to 4 times in 24 hours;7==5 or more times in 24 hours,Categorical,EE736,q05-m18-m
How often do you give your child the following to drink now that he or she is 18 months old?,Breast milk,EE736,,1==Never;2==1 to 3s times a week;3==4 to 6 times a week;4==At least once a day;5==1 to 2 times in 24 hours;6==3 to 4 times in 24 hours;7==5 or more times in 24 hours,Categorical,EE736,q05-m18-m
How often do you give your child the following to drink now that he or she is 18 months old?,Breast milk,EE736,,1==Never or seldom;2==Less than once a week;3==1 to 3 times a week;4==4 to 6 times a week;5==1 to 2 times in 24 hours;6==3 to 4 times in 24 hours;7==5 or more times in 24 hours,Categorical,EE736,q05-m18-m
How often do you give your child the following to drink now that he or she is 18 months old?,Breast milk,EE736,,1==Never or seldom;2==Less than once a week;3==1 to 3 times a week;4==At least once a day;5==1 to 2 times in 24 hours;6==3 to 4 times in 24 hours;7==5 or more times in 24 hours,Categorical,EE736,q05-m18-m
How often do you give your child the following to drink now that he or she is 18 months old?,Breast milk,EE736,,1==Never or seldom;2==Less than once a week;3==4 to 6 times a week;4==4 to 6 times a week;5==1 to 2 times in 24 hours;6==3 to 4 times in 24 hours;7==5 or more times in 24 hours,Categorical,EE736,q05-m18-m
How often do you give your child the following to drink now that he or she is 18 months old?,Breast milk,EE736,,1==Never or seldom;2==Less than once a week;3==4 to 6 times a week;4==At least once a day;5==1 to 2 times in 24 hours;6==3 to 4 times in 24 hours;7==5 or more times in 24 hours,Categorical,EE736,q05-m18-m
How often do you give your child the following to drink now that he or she is 18 months old?,Breast milk,EE736,,1==Never or seldom;2==1 to 3s times a week;3==1 to 3 times a week;4==4 to 6 times a week;5==1 to 2 times in 24 hours;6==3 to 4 times in 24 hours;7==5 or more times in 24 hours,Categorical,EE736,q05-m18-m
How often do you give your child the following to drink now that he or she is 18 months old?,Breast milk,EE736,,1==Never or seldom;2==1 to 3s times a week;3==1 to 3 times a week;4==At least once a day;5==1 to 2 times in 24 hours;6==3 to 4 times in 24 hours;7==5 or more times in 24 hours,Categorical,EE736,q05-m18-m
How often do you give your child the following to drink now that he or she is 18 months old?,Breast milk,EE736,,1==Never or seldom;2==1 to 3s times a week;3==4 to 6 times a week;4==4 to 6 times a week;5==1 to 2 times in 24 hours;6==3 to 4 times in 24 hours;7==5 or more times in 24 hours,Categorical,EE736,q05-m18-m
How often do you give your child the following to drink now that he or she is 18 months old?,Breast milk,EE736,,1==Never or seldom;2==1 to 3s times a week;3==4 to 6 times a week;4==At least once a day;5==1 to 2 times in 24 hours;6==3 to 4 times in 24 hours;7==5 or more times in 24 hours,Categorical,EE736,q05-m18-m
How often do you give your child the following to drink now that he or she is 18 months old?,Formula,EE737,,1==Never;2==Less than once a week;3==1 to 3 times a week;4==4 to 6 times a week;5==1 to 2 times in 24 hours;6==3 to 4 times in 24 hours;7==5 or more times in 24 hours,Categorical,EE737,q05-m18-m
How often do you give your child the following to drink now that he or she is 18 months old?,Formula,EE737,,1==Never;2==Less than once a week;3==1 to 3 times a week;4==At least once a day;5==1 to 2 times in 24 hours;6==3 to 4 times in 24 hours;7==5 or more times in 24 hours,Categorical,EE737,q05-m18-m
How often do you give your child the following to drink now that he or she is 18 months old?,Formula,EE737,,1==Never;2==Less than once a week;3==4 to 6 times a week;4==4 to 6 times a week;5==1 to 2 times in 24 hours;6==3 to 4 times in 24 hours;7==5 or more times in 24 hours,Categorical,EE737,q05-m18-m
How often do you give your child the following to drink now that he or she is 18 months old?,Formula,EE737,,1==Never;2==Less than once a week;3==4 to 6 times a week;4==At least once a day;5==1 to 2 times in 24 hours;6==3 to 4 times in 24 hours;7==5 or more times in 24 hours,Categorical,EE737,q05-m18-m
How often do you give your child the following to drink now that he or she is 18 months old?,Formula,EE737,,1==Never;2==1 to 3s times a week;3==1 to 3 times a week;4==4 to 6 times a week;5==1 to 2 times in 24 hours;6==3 to 4 times in 24 hours;7==5 or more times in 24 hours,Categorical,EE737,q05-m18-m
How often do you give your child the following to drink now that he or she is 18 months old?,Formula,EE737,,1==Never;2==1 to 3s times a week;3==1 to 3 times a week;4==At least once a day;5==1 to 2 times in 24 hours;6==3 to 4 times in 24 hours;7==5 or more times in 24 hours,Categorical,EE737,q05-m18-m
How often do you give your child the following to drink now that he or she is 18 months old?,Formula,EE737,,1==Never;2==1 to 3s times a week;3==4 to 6 times a week;4==4 to 6 times a week;5==1 to 2 times in 24 hours;6==3 to 4 times in 24 hours;7==5 or more times in 24 hours,Categorical,EE737,q05-m18-m
How often do you give your child the following to drink now that he or she is 18 months old?,Formula,EE737,,1==Never;2==1 to 3s times a week;3==4 to 6 times a week;4==At least once a day;5==1 to 2 times in 24 hours;6==3 to 4 times in 24 hours;7==5 or more times in 24 hours,Categorical,EE737,q05-m18-m
How often do you give your child the following to drink now that he or she is 18 months old?,Formula,EE737,,1==Never or seldom;2==Less than once a week;3==1 to 3 times a week;4==4 to 6 times a week;5==1 to 2 times in 24 hours;6==3 to 4 times in 24 hours;7==5 or more times in 24 hours,Categorical,EE737,q05-m18-m
How often do you give your child the following to drink now that he or she is 18 months old?,Formula,EE737,,1==Never or seldom;2==Less than once a week;3==1 to 3 times a week;4==At least once a day;5==1 to 2 times in 24 hours;6==3 to 4 times in 24 hours;7==5 or more times in 24 hours,Categorical,EE737,q05-m18-m
How often do you give your child the following to drink now that he or she is 18 months old?,Formula,EE737,,1==Never or seldom;2==Less than once a week;3==4 to 6 times a week;4==4 to 6 times a week;5==1 to 2 times in 24 hours;6==3 to 4 times in 24 hours;7==5 or more times in 24 hours,Categorical,EE737,q05-m18-m
How often do you give your child the following to drink now that he or she is 18 months old?,Formula,EE737,,1==Never or seldom;2==Less than once a week;3==4 to 6 times a week;4==At least once a day;5==1 to 2 times in 24 hours;6==3 to 4 times in 24 hours;7==5 or more times in 24 hours,Categorical,EE737,q05-m18-m
How often do you give your child the following to drink now that he or she is 18 months old?,Formula,EE737,,1==Never or seldom;2==1 to 3s times a week;3==1 to 3 times a week;4==4 to 6 times a week;5==1 to 2 times in 24 hours;6==3 to 4 times in 24 hours;7==5 or more times in 24 hours,Categorical,EE737,q05-m18-m
How often do you give your child the following to drink now that he or she is 18 months old?,Formula,EE737,,1==Never or seldom;2==1 to 3s times a week;3==1 to 3 times a week;4==At least once a day;5==1 to 2 times in 24 hours;6==3 to 4 times in 24 hours;7==5 or more times in 24 hours,Categorical,EE737,q05-m18-m
How often do you give your child the following to drink now that he or she is 18 months old?,Formula,EE737,,1==Never or seldom;2==1 to 3s times a week;3==4 to 6 times a week;4==4 to 6 times a week;5==1 to 2 times in 24 hours;6==3 to 4 times in 24 hours;7==5 or more times in 24 hours,Categorical,EE737,q05-m18-m
How often do you give your child the following to drink now that he or she is 18 months old?,Formula,EE737,,1==Never or seldom;2==1 to 3s times a week;3==4 to 6 times a week;4==At least once a day;5==1 to 2 times in 24 hours;6==3 to 4 times in 24 hours;7==5 or more times in 24 hours,Categorical,EE737,q05-m18-m
How often do you give your child the following to drink now that he or she is 18 months old?,Formula in the case of milk intolerance,EE738,,1==Never;2==Less than once a week;3==1 to 3 times a week;4==4 to 6 times a week;5==1 to 2 times in 24 hours;6==3 to 4 times in 24 hours;7==5 or more times in 24 hours,Categorical,EE738,q05-m18-m
How often do you give your child the following to drink now that he or she is 18 months old?,Formula in the case of milk intolerance,EE738,,1==Never;2==Less than once a week;3==1 to 3 times a week;4==At least once a day;5==1 to 2 times in 24 hours;6==3 to 4 times in 24 hours;7==5 or more times in 24 hours,Categorical,EE738,q05-m18-m
How often do you give your child the following to drink now that he or she is 18 months old?,Formula in the case of milk intolerance,EE738,,1==Never;2==Less than once a week;3==4 to 6 times a week;4==4 to 6 times a week;5==1 to 2 times in 24 hours;6==3 to 4 times in 24 hours;7==5 or more times in 24 hours,Categorical,EE738,q05-m18-m
How often do you give your child the following to drink now that he or she is 18 months old?,Formula in the case of milk intolerance,EE738,,1==Never;2==Less than once a week;3==4 to 6 times a week;4==At least once a day;5==1 to 2 times in 24 hours;6==3 to 4 times in 24 hours;7==5 or more times in 24 hours,Categorical,EE738,q05-m18-m
How often do you give your child the following to drink now that he or she is 18 months old?,Formula in the case of milk intolerance,EE738,,1==Never;2==1 to 3s times a week;3==1 to 3 times a week;4==4 to 6 times a week;5==1 to 2 times in 24 hours;6==3 to 4 times in 24 hours;7==5 or more times in 24 hours,Categorical,EE738,q05-m18-m
How often do you give your child the following to drink now that he or she is 18 months old?,Formula in the case of milk intolerance,EE738,,1==Never;2==1 to 3s times a week;3==1 to 3 times a week;4==At least once a day;5==1 to 2 times in 24 hours;6==3 to 4 times in 24 hours;7==5 or more times in 24 hours,Categorical,EE738,q05-m18-m
How often do you give your child the following to drink now that he or she is 18 months old?,Formula in the case of milk intolerance,EE738,,1==Never;2==1 to 3s times a week;3==4 to 6 times a week;4==4 to 6 times a week;5==1 to 2 times in 24 hours;6==3 to 4 times in 24 hours;7==5 or more times in 24 hours,Categorical,EE738,q05-m18-m
How often do you give your child the following to drink now that he or she is 18 months old?,Formula in the case of milk intolerance,EE738,,1==Never;2==1 to 3s times a week;3==4 to 6 times a week;4==At least once a day;5==1 to 2 times in 24 hours;6==3 to 4 times in 24 hours;7==5 or more times in 24 hours,Categorical,EE738,q05-m18-m
How often do you give your child the following to drink now that he or she is 18 months old?,Formula in the case of milk intolerance,EE738,,1==Never or seldom;2==Less than once a week;3==1 to 3 times a week;4==4 to 6 times a week;5==1 to 2 times in 24 hours;6==3 to 4 times in 24 hours;7==5 or more times in 24 hours,Categorical,EE738,q05-m18-m
How often do you give your child the following to drink now that he or she is 18 months old?,Formula in the case of milk intolerance,EE738,,1==Never or seldom;2==Less than once a week;3==1 to 3 times a week;4==At least once a day;5==1 to 2 times in 24 hours;6==3 to 4 times in 24 hours;7==5 or more times in 24 hours,Categorical,EE738,q05-m18-m
How often do you give your child the following to drink now that he or she is 18 months old?,Formula in the case of milk intolerance,EE738,,1==Never or seldom;2==Less than once a week;3==4 to 6 times a week;4==4 to 6 times a week;5==1 to 2 times in 24 hours;6==3 to 4 times in 24 hours;7==5 or more times in 24 hours,Categorical,EE738,q05-m18-m
How often do you give your child the following to drink now that he or she is 18 months old?,Formula in the case of milk intolerance,EE738,,1==Never or seldom;2==Less than once a week;3==4 to 6 times a week;4==At least once a day;5==1 to 2 times in 24 hours;6==3 to 4 times in 24 hours;7==5 or more times in 24 hours,Categorical,EE738,q05-m18-m
How often do you give your child the following to drink now that he or she is 18 months old?,Formula in the case of milk intolerance,EE738,,1==Never or seldom;2==1 to 3s times a week;3==1 to 3 times a week;4==4 to 6 times a week;5==1 to 2 times in 24 hours;6==3 to 4 times in 24 hours;7==5 or more times in 24 hours,Categorical,EE738,q05-m18-m
How often do you give your child the following to drink now that he or she is 18 months old?,Formula in the case of milk intolerance,EE738,,1==Never or seldom;2==1 to 3s times a week;3==1 to 3 times a week;4==At least once a day;5==1 to 2 times in 24 hours;6==3 to 4 times in 24 hours;7==5 or more times in 24 hours,Categorical,EE738,q05-m18-m
How often do you give your child the following to drink now that he or she is 18 months old?,Formula in the case of milk intolerance,EE738,,1==Never or seldom;2==1 to 3s times a week;3==4 to 6 times a week;4==4 to 6 times a week;5==1 to 2 times in 24 hours;6==3 to 4 times in 24 hours;7==5 or more times in 24 hours,Categorical,EE738,q05-m18-m
How often do you give your child the following to drink now that he or she is 18 months old?,Formula in the case of milk intolerance,EE738,,1==Never or seldom;2==1 to 3s times a week;3==4 to 6 times a week;4==At least once a day;5==1 to 2 times in 24 hours;6==3 to 4 times in 24 hours;7==5 or more times in 24 hours,Categorical,EE738,q05-m18-m
How often do you give your child the following to drink now that he or she is 18 months old?,Whole milk,EE739,,1==Never;2==Less than once a week;3==1 to 3 times a week;4==4 to 6 times a week;5==1 to 2 times in 24 hours;6==3 to 4 times in 24 hours;7==5 or more times in 24 hours,Categorical,EE739,q05-m18-m
How often do you give your child the following to drink now that he or she is 18 months old?,Whole milk,EE739,,1==Never;2==Less than once a week;3==1 to 3 times a week;4==At least once a day;5==1 to 2 times in 24 hours;6==3 to 4 times in 24 hours;7==5 or more times in 24 hours,Categorical,EE739,q05-m18-m
How often do you give your child the following to drink now that he or she is 18 months old?,Whole milk,EE739,,1==Never;2==Less than once a week;3==4 to 6 times a week;4==4 to 6 times a week;5==1 to 2 times in 24 hours;6==3 to 4 times in 24 hours;7==5 or more times in 24 hours,Categorical,EE739,q05-m18-m
How often do you give your child the following to drink now that he or she is 18 months old?,Whole milk,EE739,,1==Never;2==Less than once a week;3==4 to 6 times a week;4==At least once a day;5==1 to 2 times in 24 hours;6==3 to 4 times in 24 hours;7==5 or more times in 24 hours,Categorical,EE739,q05-m18-m
How often do you give your child the following to drink now that he or she is 18 months old?,Whole milk,EE739,,1==Never;2==1 to 3s times a week;3==1 to 3 times a week;4==4 to 6 times a week;5==1 to 2 times in 24 hours;6==3 to 4 times in 24 hours;7==5 or more times in 24 hours,Categorical,EE739,q05-m18-m
How often do you give your child the following to drink now that he or she is 18 months old?,Whole milk,EE739,,1==Never;2==1 to 3s times a week;3==1 to 3 times a week;4==At least once a day;5==1 to 2 times in 24 hours;6==3 to 4 times in 24 hours;7==5 or more times in 24 hours,Categorical,EE739,q05-m18-m
How often do you give your child the following to drink now that he or she is 18 months old?,Whole milk,EE739,,1==Never;2==1 to 3s times a week;3==4 to 6 times a week;4==4 to 6 times a week;5==1 to 2 times in 24 hours;6==3 to 4 times in 24 hours;7==5 or more times in 24 hours,Categorical,EE739,q05-m18-m
How often do you give your child the following to drink now that he or she is 18 months old?,Whole milk,EE739,,1==Never;2==1 to 3s times a week;3==4 to 6 times a week;4==At least once a day;5==1 to 2 times in 24 hours;6==3 to 4 times in 24 hours;7==5 or more times in 24 hours,Categorical,EE739,q05-m18-m
How often do you give your child the following to drink now that he or she is 18 months old?,Whole milk,EE739,,1==Never or seldom;2==Less than once a week;3==1 to 3 times a week;4==4 to 6 times a week;5==1 to 2 times in 24 hours;6==3 to 4 times in 24 hours;7==5 or more times in 24 hours,Categorical,EE739,q05-m18-m
How often do you give your child the following to drink now that he or she is 18 months old?,Whole milk,EE739,,1==Never or seldom;2==Less than once a week;3==1 to 3 times a week;4==At least once a day;5==1 to 2 times in 24 hours;6==3 to 4 times in 24 hours;7==5 or more times in 24 hours,Categorical,EE739,q05-m18-m
How often do you give your child the following to drink now that he or she is 18 months old?,Whole milk,EE739,,1==Never or seldom;2==Less than once a week;3==4 to 6 times a week;4==4 to 6 times a week;5==1 to 2 times in 24 hours;6==3 to 4 times in 24 hours;7==5 or more times in 24 hours,Categorical,EE739,q05-m18-m
How often do you give your child the following to drink now that he or she is 18 months old?,Whole milk,EE739,,1==Never or seldom;2==Less than once a week;3==4 to 6 times a week;4==At least once a day;5==1 to 2 times in 24 hours;6==3 to 4 times in 24 hours;7==5 or more times in 24 hours,Categorical,EE739,q05-m18-m
How often do you give your child the following to drink now that he or she is 18 months old?,Whole milk,EE739,,1==Never or seldom;2==1 to 3s times a week;3==1 to 3 times a week;4==4 to 6 times a week;5==1 to 2 times in 24 hours;6==3 to 4 times in 24 hours;7==5 or more times in 24 hours,Categorical,EE739,q05-m18-m
How often do you give your child the following to drink now that he or she is 18 months old?,Whole milk,EE739,,1==Never or seldom;2==1 to 3s times a week;3==1 to 3 times a week;4==At least once a day;5==1 to 2 times in 24 hours;6==3 to 4 times in 24 hours;7==5 or more times in 24 hours,Categorical,EE739,q05-m18-m
How often do you give your child the following to drink now that he or she is 18 months old?,Whole milk,EE739,,1==Never or seldom;2==1 to 3s times a week;3==4 to 6 times a week;4==4 to 6 times a week;5==1 to 2 times in 24 hours;6==3 to 4 times in 24 hours;7==5 or more times in 24 hours,Categorical,EE739,q05-m18-m
How often do you give your child the following to drink now that he or she is 18 months old?,Whole milk,EE739,,1==Never or seldom;2==1 to 3s times a week;3==4 to 6 times a week;4==At least once a day;5==1 to 2 times in 24 hours;6==3 to 4 times in 24 hours;7==5 or more times in 24 hours,Categorical,EE739,q05-m18-m
How often do you give your child the following to drink now that he or she is 18 months old?,Low-fat milk,EE740,,1==Never;2==Less than once a week;3==1 to 3 times a week;4==4 to 6 times a week;5==1 to 2 times in 24 hours;6==3 to 4 times in 24 hours;7==5 or more times in 24 hours,Categorical,EE740,q05-m18-m
How often do you give your child the following to drink now that he or she is 18 months old?,Low-fat milk,EE740,,1==Never;2==Less than once a week;3==1 to 3 times a week;4==At least once a day;5==1 to 2 times in 24 hours;6==3 to 4 times in 24 hours;7==5 or more times in 24 hours,Categorical,EE740,q05-m18-m
How often do you give your child the following to drink now that he or she is 18 months old?,Low-fat milk,EE740,,1==Never;2==Less than once a week;3==4 to 6 times a week;4==4 to 6 times a week;5==1 to 2 times in 24 hours;6==3 to 4 times in 24 hours;7==5 or more times in 24 hours,Categorical,EE740,q05-m18-m
How often do you give your child the following to drink now that he or she is 18 months old?,Low-fat milk,EE740,,1==Never;2==Less than once a week;3==4 to 6 times a week;4==At least once a day;5==1 to 2 times in 24 hours;6==3 to 4 times in 24 hours;7==5 or more times in 24 hours,Categorical,EE740,q05-m18-m
How often do you give your child the following to drink now that he or she is 18 months old?,Low-fat milk,EE740,,1==Never;2==1 to 3s times a week;3==1 to 3 times a week;4==4 to 6 times a week;5==1 to 2 times in 24 hours;6==3 to 4 times in 24 hours;7==5 or more times in 24 hours,Categorical,EE740,q05-m18-m
How often do you give your child the following to drink now that he or she is 18 months old?,Low-fat milk,EE740,,1==Never;2==1 to 3s times a week;3==1 to 3 times a week;4==At least once a day;5==1 to 2 times in 24 hours;6==3 to 4 times in 24 hours;7==5 or more times in 24 hours,Categorical,EE740,q05-m18-m
How often do you give your child the following to drink now that he or she is 18 months old?,Low-fat milk,EE740,,1==Never;2==1 to 3s times a week;3==4 to 6 times a week;4==4 to 6 times a week;5==1 to 2 times in 24 hours;6==3 to 4 times in 24 hours;7==5 or more times in 24 hours,Categorical,EE740,q05-m18-m
How often do you give your child the following to drink now that he or she is 18 months old?,Low-fat milk,EE740,,1==Never;2==1 to 3s times a week;3==4 to 6 times a week;4==At least once a day;5==1 to 2 times in 24 hours;6==3 to 4 times in 24 hours;7==5 or more times in 24 hours,Categorical,EE740,q05-m18-m
How often do you give your child the following to drink now that he or she is 18 months old?,Low-fat milk,EE740,,1==Never or seldom;2==Less than once a week;3==1 to 3 times a week;4==4 to 6 times a week;5==1 to 2 times in 24 hours;6==3 to 4 times in 24 hours;7==5 or more times in 24 hours,Categorical,EE740,q05-m18-m
How often do you give your child the following to drink now that he or she is 18 months old?,Low-fat milk,EE740,,1==Never or seldom;2==Less than once a week;3==1 to 3 times a week;4==At least once a day;5==1 to 2 times in 24 hours;6==3 to 4 times in 24 hours;7==5 or more times in 24 hours,Categorical,EE740,q05-m18-m
How often do you give your child the following to drink now that he or she is 18 months old?,Low-fat milk,EE740,,1==Never or seldom;2==Less than once a week;3==4 to 6 times a week;4==4 to 6 times a week;5==1 to 2 times in 24 hours;6==3 to 4 times in 24 hours;7==5 or more times in 24 hours,Categorical,EE740,q05-m18-m
How often do you give your child the following to drink now that he or she is 18 months old?,Low-fat milk,EE740,,1==Never or seldom;2==Less than once a week;3==4 to 6 times a week;4==At least once a day;5==1 to 2 times in 24 hours;6==3 to 4 times in 24 hours;7==5 or more times in 24 hours,Categorical,EE740,q05-m18-m
How often do you give your child the following to drink now that he or she is 18 months old?,Low-fat milk,EE740,,1==Never or seldom;2==1 to 3s times a week;3==1 to 3 times a week;4==4 to 6 times a week;5==1 to 2 times in 24 hours;6==3 to 4 times in 24 hours;7==5 or more times in 24 hours,Categorical,EE740,q05-m18-m
How often do you give your child the following to drink now that he or she is 18 months old?,Low-fat milk,EE740,,1==Never or seldom;2==1 to 3s times a week;3==1 to 3 times a week;4==At least once a day;5==1 to 2 times in 24 hours;6==3 to 4 times in 24 hours;7==5 or more times in 24 hours,Categorical,EE740,q05-m18-m
