Q1,Q2,CODES,OPT,R,TYPE,C1,Q
Has your child suffered any long-term illness or health problems since the age of 18 months?,Late or abnormal speech development,GG93; GG94; GG95; GG96;,,1==No;2==Yes,Categorical,GG93,q06-m36-m
Has your child suffered any long-term illness or health problems since the age of 18 months?,Sleep problems,GG97; GG98; GG99; GG100;,,1==No;2==Yes,Categorical,GG97,q06-m36-m
Has your child suffered any long-term illness or health problems since the age of 18 months?,Trouble relating to others,GG578; GG579; GG580; GG581;,,1==No;2==Yes,Categorical,GG578,q06-m36-m
Has your child suffered any long-term illness or health problems since the age of 18 months?,Hyperactivity,GG105; GG106; GG107; GG108;,,1==No;2==Yes,Categorical,GG105,q06-m36-m
Has your child suffered any long-term illness or health problems since the age of 18 months?,Autistic traits,GG101; GG582; GG102; GG583; GG103; GG584; GG104; GG585;,,1==No;2==Yes,Categorical,GG101,q06-m36-m
Has your child suffered any long-term illness or health problems since the age of 18 months?,Other behavioral problems,GG109; GG110; GG111; GG112;,,1==No;2==Yes,Categorical,GG109,q06-m36-m
Has your child suffered any long-term illness or health problems since the age of 18 months?,Other long-term illness or condition,GG113; GG114; GG115; GG116;,,1==No;2==Yes,Categorical,GG113,q06-m36-m
Has your child suffered any long-term illness or health problems since the age of 18 months?,Other long-term illness or condition specify,GG586,,1==No;2==Yes,Categorical,GG586,q06-m36-m
If your child has been to see a specialist or to the hospital what did the investigation show?,Diagnosis 1,GG118,,1==Everything was fine;2==Still some doubts or further investigation needed;3==Has not been for any investigation yet,Categorical,GG118,q06-m36-m
If your child has been to see a specialist or to the hospital what did the investigation show?,Diagnosis 1 describe:,GG119,,1==Everything was fine;2==Still some doubts or further investigation needed;3==Has not been for any investigation yet,Categorical,GG119,q06-m36-m
If your child has been to see a specialist or to the hospital what did the investigation show?,Diagnosis 2,GG120,,1==Everything was fine;2==Still some doubts or further investigation needed;3==Has not been for any investigation yet,Categorical,GG120,q06-m36-m
If your child has been to see a specialist or to the hospital what did the investigation show?,Diagnosis 2 describe:,GG121,,1==Everything was fine;2==Still some doubts or further investigation needed;3==Has not been for any investigation yet,Categorical,GG121,q06-m36-m
If your child has been to see a specialist or to the hospital what did the investigation show?,Diagnosis 3,GG122,,1==Everything was fine;2==Still some doubts or further investigation needed;3==Has not been for any investigation yet,Categorical,GG122,q06-m36-m
If your child has been to see a specialist or to the hospital what did the investigation show?,Diagnosis 3 describe:,GG123,,1==Everything was fine;2==Still some doubts or further investigation needed;3==Has not been for any investigation yet,Categorical,GG123,q06-m36-m
Has your child ever been exposed to or involved in a serious accident?,If yes give a description:,,,1==No;2==Yes,Categorical,,q06-m36-m
Has your child had any of the following illnesses or health problems between 6 and 11 months and or or 12 and 18 months?,Illness or health,,,Number of times Has your child been,Numeric,,q06-m36-m
Illness or health problem?admitted to hospital?,Common cold,GG128; GG129; GG130;,,1==No;2==Yes 2==Yes,Categorical,GG128,q06-m36-m
Illness or health problem?admitted to hospital?,Throat infection with a confirmed streptococci,GG131; GG132; GG133;,,1==No;2==Yes 2==Yes,Categorical,GG131,q06-m36-m
Illness or health problem?admitted to hospital?,Other type of throat infection,GG134; GG135; GG136;,,1==No;2==Yes 2==Yes,Categorical,GG134,q06-m36-m
Illness or health problem?admitted to hospital?,Ear infection,GG137; GG138; GG139;,,1==No;2==Yes 2==Yes,Categorical,GG137,q06-m36-m
Illness or health problem?admitted to hospital?,Pseudo croup,GG140; GG141; GG142;,,1==No;2==Yes 2==Yes,Categorical,GG140,q06-m36-m
Illness or health problem?admitted to hospital?,Bronchitis,GG143; GG144; GG145;,,1==No;2==Yes 2==Yes,Categorical,GG143,q06-m36-m
Illness or health problem?admitted to hospital?,Pneumonia,GG146; GG147; GG148;,,1==No;2==Yes 2==Yes,Categorical,GG146,q06-m36-m
Illness or health problem?admitted to hospital?,Gastric flu or diarrhea,GG149; GG150; GG151;,,1==No;2==Yes 2==Yes,Categorical,GG149,q06-m36-m
Illness or health problem?admitted to hospital?,Urinary tract infection,GG152; GG153; GG154;,,1==No;2==Yes 2==Yes,Categorical,GG152,q06-m36-m
Illness or health problem?admitted to hospital?,Encephalitis or meningitis,GG155; GG156; GG157;,,1==No;2==Yes 2==Yes,Categorical,GG155,q06-m36-m
Illness or health problem?admitted to hospital?,Febrile convulsions,GG158; GG159; GG160;,,1==No;2==Yes 2==Yes,Categorical,GG158,q06-m36-m
Illness or health problem?admitted to hospital?,Other convulsions,GG161; GG162; GG163;,,1==No;2==Yes 2==Yes,Categorical,GG161,q06-m36-m
Illness or health problem?admitted to hospital?,Injury or accident,GG164; GG165; GG166;,,1==No;2==Yes 2==Yes,Categorical,GG164,q06-m36-m
Illness or health problem?admitted to hospital?,Other,GG167; GG168; GG169;,,1==No;2==Yes 2==Yes,Categorical,GG167,q06-m36-m
Illness or health problem?admitted to hospital?,Other specify,GG587,,1==No;2==Yes 2==Yes,Categorical,GG587,q06-m36-m
Illness or health problem?admitted to hospital?,Hospital name 1:,GG170,,1==No;2==Yes 2==Yes,Categorical,GG170,q06-m36-m
Illness or health problem?admitted to hospital?,Hospital name 2:,GG171,,1==No;2==Yes 2==Yes,Categorical,GG171,q06-m36-m
Illness or health problem?admitted to hospital?,Hospital name 3:,GG172,,1==No;2==Yes 2==Yes,Categorical,GG172,q06-m36-m
Has your child been referred to the following services since the age of 18 months?,Habilitation service,GG173,,1==No;2==Yes,Categorical,GG173,q06-m36-m
Has your child been referred to the following services since the age of 18 months?,Educational psychology service,GG174,,1==No;2==Yes,Categorical,GG174,q06-m36-m
Has your child been referred to the following services since the age of 18 months?,Child psychiatric clinic or department,GG175,,1==No;2==Yes,Categorical,GG175,q06-m36-m
Has your child taken any medication during the last 12 months?,Name of Duration of use Duration of use,,,1==No;2==Yes;3==1 to 2 mth;4==3 to 6 mth;5==7 to 12 mth,Categorical,,q06-m36-m
Has your child taken any medication during the last 12 months?,Name of Duration of use Duration of use,,,1==No;2==3 to 4 weeks;3==1 to 2 mth;4==3 to 6 mth;5==7 to 12 mth,Categorical,,q06-m36-m
Has your child taken any medication during the last 12 months?,Name of Duration of use Duration of use,,,1==0 to 2 weeks;2==Yes;3==1 to 2 mth;4==3 to 6 mth;5==7 to 12 mth,Categorical,,q06-m36-m
Has your child taken any medication during the last 12 months?,Name of Duration of use Duration of use,,,1==0 to 2 weeks;2==3 to 4 weeks;3==1 to 2 mth;4==3 to 6 mth;5==7 to 12 mth,Categorical,,q06-m36-m
Has your child taken any medication during the last 12 months?,medicine,,,1==No;2==Yes;3==1 to 2 mth;4==3 to 6 mth;5==7 to 12 mth,Categorical,,q06-m36-m
Has your child taken any medication during the last 12 months?,medicine,,,1==No;2==3 to 4 weeks;3==1 to 2 mth;4==3 to 6 mth;5==7 to 12 mth,Categorical,,q06-m36-m
Has your child taken any medication during the last 12 months?,medicine,,,1==0 to 2 weeks;2==Yes;3==1 to 2 mth;4==3 to 6 mth;5==7 to 12 mth,Categorical,,q06-m36-m
Has your child taken any medication during the last 12 months?,medicine,,,1==0 to 2 weeks;2==3 to 4 weeks;3==1 to 2 mth;4==3 to 6 mth;5==7 to 12 mth,Categorical,,q06-m36-m
Has your child taken any medication during the last 12 months?,0 to 2,,0 to 2; 3 to 4; 1 to 2; 3 to 6; 7 to 12;,1==No;2==Yes;3==1 to 2 mth;4==3 to 6 mth;5==7 to 12 mth,Categorical,,q06-m36-m
Has your child taken any medication during the last 12 months?,0 to 2,,0 to 2; 3 to 4; 1 to 2; 3 to 6; 7 to 12;,1==No;2==3 to 4 weeks;3==1 to 2 mth;4==3 to 6 mth;5==7 to 12 mth,Categorical,,q06-m36-m
Has your child taken any medication during the last 12 months?,0 to 2,,0 to 2; 3 to 4; 1 to 2; 3 to 6; 7 to 12;,1==0 to 2 weeks;2==Yes;3==1 to 2 mth;4==3 to 6 mth;5==7 to 12 mth,Categorical,,q06-m36-m
Has your child taken any medication during the last 12 months?,0 to 2,,0 to 2; 3 to 4; 1 to 2; 3 to 6; 7 to 12;,1==0 to 2 weeks;2==3 to 4 weeks;3==1 to 2 mth;4==3 to 6 mth;5==7 to 12 mth,Categorical,,q06-m36-m
Has your child taken any medication during the last 12 months?,weeks weeks,,0 to 2,1==No;2==Yes;3==1 to 2 mth;4==3 to 6 mth;5==7 to 12 mth,Categorical,,q06-m36-m
Has your child taken any medication during the last 12 months?,weeks weeks,,0 to 2,1==No;2==3 to 4 weeks;3==1 to 2 mth;4==3 to 6 mth;5==7 to 12 mth,Categorical,,q06-m36-m
Has your child taken any medication during the last 12 months?,weeks weeks,,0 to 2,1==0 to 2 weeks;2==Yes;3==1 to 2 mth;4==3 to 6 mth;5==7 to 12 mth,Categorical,,q06-m36-m
Has your child taken any medication during the last 12 months?,weeks weeks,,0 to 2,1==0 to 2 weeks;2==3 to 4 weeks;3==1 to 2 mth;4==3 to 6 mth;5==7 to 12 mth,Categorical,,q06-m36-m
Has your child taken any medication during the last 12 months?,Medicine,GG177; GG178; GG179; GG180; GG181; GG182; GG630; GG183;,,1==No;2==Yes;3==1 to 2 mth;4==3 to 6 mth;5==7 to 12 mth,Categorical,GG177,q06-m36-m
Has your child taken any medication during the last 12 months?,Medicine,GG177; GG178; GG179; GG180; GG181; GG182; GG630; GG183;,,1==No;2==3 to 4 weeks;3==1 to 2 mth;4==3 to 6 mth;5==7 to 12 mth,Categorical,GG177,q06-m36-m
Has your child taken any medication during the last 12 months?,Medicine,GG177; GG178; GG179; GG180; GG181; GG182; GG630; GG183;,,1==0 to 2 weeks;2==Yes;3==1 to 2 mth;4==3 to 6 mth;5==7 to 12 mth,Categorical,GG177,q06-m36-m
Has your child taken any medication during the last 12 months?,Medicine,GG177; GG178; GG179; GG180; GG181; GG182; GG630; GG183;,,1==0 to 2 weeks;2==3 to 4 weeks;3==1 to 2 mth;4==3 to 6 mth;5==7 to 12 mth,Categorical,GG177,q06-m36-m
Has your child taken any medication during the last 12 months?,GG550,GG550; GG550; GG550,,1==No;2==Yes;3==1 to 2 mth;4==3 to 6 mth;5==7 to 12 mth,Categorical,GG550,q06-m36-m
Has your child taken any medication during the last 12 months?,GG550,GG550; GG550; GG550,,1==No;2==3 to 4 weeks;3==1 to 2 mth;4==3 to 6 mth;5==7 to 12 mth,Categorical,GG550,q06-m36-m
Has your child taken any medication during the last 12 months?,GG550,GG550; GG550; GG550,,1==0 to 2 weeks;2==Yes;3==1 to 2 mth;4==3 to 6 mth;5==7 to 12 mth,Categorical,GG550,q06-m36-m
Has your child taken any medication during the last 12 months?,GG550,GG550; GG550; GG550,,1==0 to 2 weeks;2==3 to 4 weeks;3==1 to 2 mth;4==3 to 6 mth;5==7 to 12 mth,Categorical,GG550,q06-m36-m
Has your child taken any medication during the last 12 months?,Medicine,GG184; GG185; GG186; GG187; GG188; GG189; GG631; GG190;,,1==No;2==Yes;3==1 to 2 mth;4==3 to 6 mth;5==7 to 12 mth,Categorical,GG184,q06-m36-m
Has your child taken any medication during the last 12 months?,Medicine,GG184; GG185; GG186; GG187; GG188; GG189; GG631; GG190;,,1==No;2==3 to 4 weeks;3==1 to 2 mth;4==3 to 6 mth;5==7 to 12 mth,Categorical,GG184,q06-m36-m
Has your child taken any medication during the last 12 months?,Medicine,GG184; GG185; GG186; GG187; GG188; GG189; GG631; GG190;,,1==0 to 2 weeks;2==Yes;3==1 to 2 mth;4==3 to 6 mth;5==7 to 12 mth,Categorical,GG184,q06-m36-m
Has your child taken any medication during the last 12 months?,Medicine,GG184; GG185; GG186; GG187; GG188; GG189; GG631; GG190;,,1==0 to 2 weeks;2==3 to 4 weeks;3==1 to 2 mth;4==3 to 6 mth;5==7 to 12 mth,Categorical,GG184,q06-m36-m
Has your child taken any medication during the last 12 months?,GG551,GG551; GG551; GG551,,1==No;2==Yes;3==1 to 2 mth;4==3 to 6 mth;5==7 to 12 mth,Categorical,GG551,q06-m36-m
Has your child taken any medication during the last 12 months?,GG551,GG551; GG551; GG551,,1==No;2==3 to 4 weeks;3==1 to 2 mth;4==3 to 6 mth;5==7 to 12 mth,Categorical,GG551,q06-m36-m
Has your child taken any medication during the last 12 months?,GG551,GG551; GG551; GG551,,1==0 to 2 weeks;2==Yes;3==1 to 2 mth;4==3 to 6 mth;5==7 to 12 mth,Categorical,GG551,q06-m36-m
Has your child taken any medication during the last 12 months?,GG551,GG551; GG551; GG551,,1==0 to 2 weeks;2==3 to 4 weeks;3==1 to 2 mth;4==3 to 6 mth;5==7 to 12 mth,Categorical,GG551,q06-m36-m
Has your child taken any medication during the last 12 months?,Medicine,GG191; GG192; GG193; GG194; GG195; GG196; GG632; GG197;,,1==No;2==Yes;3==1 to 2 mth;4==3 to 6 mth;5==7 to 12 mth,Categorical,GG191,q06-m36-m
Has your child taken any medication during the last 12 months?,Medicine,GG191; GG192; GG193; GG194; GG195; GG196; GG632; GG197;,,1==No;2==3 to 4 weeks;3==1 to 2 mth;4==3 to 6 mth;5==7 to 12 mth,Categorical,GG191,q06-m36-m
Has your child taken any medication during the last 12 months?,Medicine,GG191; GG192; GG193; GG194; GG195; GG196; GG632; GG197;,,1==0 to 2 weeks;2==Yes;3==1 to 2 mth;4==3 to 6 mth;5==7 to 12 mth,Categorical,GG191,q06-m36-m
Has your child taken any medication during the last 12 months?,Medicine,GG191; GG192; GG193; GG194; GG195; GG196; GG632; GG197;,,1==0 to 2 weeks;2==3 to 4 weeks;3==1 to 2 mth;4==3 to 6 mth;5==7 to 12 mth,Categorical,GG191,q06-m36-m
Has your child taken any medication during the last 12 months?,GG552,GG552; GG552; GG552,,1==No;2==Yes;3==1 to 2 mth;4==3 to 6 mth;5==7 to 12 mth,Categorical,GG552,q06-m36-m
Has your child taken any medication during the last 12 months?,GG552,GG552; GG552; GG552,,1==No;2==3 to 4 weeks;3==1 to 2 mth;4==3 to 6 mth;5==7 to 12 mth,Categorical,GG552,q06-m36-m
Has your child taken any medication during the last 12 months?,GG552,GG552; GG552; GG552,,1==0 to 2 weeks;2==Yes;3==1 to 2 mth;4==3 to 6 mth;5==7 to 12 mth,Categorical,GG552,q06-m36-m
Has your child taken any medication during the last 12 months?,GG552,GG552; GG552; GG552,,1==0 to 2 weeks;2==3 to 4 weeks;3==1 to 2 mth;4==3 to 6 mth;5==7 to 12 mth,Categorical,GG552,q06-m36-m
Has your child taken any medication during the last 12 months?,Medicine,GG198; GG199; GG200; GG201; GG202; GG203; GG633; GG204;,,1==No;2==Yes;3==1 to 2 mth;4==3 to 6 mth;5==7 to 12 mth,Categorical,GG198,q06-m36-m
Has your child taken any medication during the last 12 months?,Medicine,GG198; GG199; GG200; GG201; GG202; GG203; GG633; GG204;,,1==No;2==3 to 4 weeks;3==1 to 2 mth;4==3 to 6 mth;5==7 to 12 mth,Categorical,GG198,q06-m36-m
Has your child taken any medication during the last 12 months?,Medicine,GG198; GG199; GG200; GG201; GG202; GG203; GG633; GG204;,,1==0 to 2 weeks;2==Yes;3==1 to 2 mth;4==3 to 6 mth;5==7 to 12 mth,Categorical,GG198,q06-m36-m
Has your child taken any medication during the last 12 months?,Medicine,GG198; GG199; GG200; GG201; GG202; GG203; GG633; GG204;,,1==0 to 2 weeks;2==3 to 4 weeks;3==1 to 2 mth;4==3 to 6 mth;5==7 to 12 mth,Categorical,GG198,q06-m36-m
Has your child taken any medication during the last 12 months?,GG553,GG553; GG553; GG553,,1==No;2==Yes;3==1 to 2 mth;4==3 to 6 mth;5==7 to 12 mth,Categorical,GG553,q06-m36-m
Has your child taken any medication during the last 12 months?,GG553,GG553; GG553; GG553,,1==No;2==3 to 4 weeks;3==1 to 2 mth;4==3 to 6 mth;5==7 to 12 mth,Categorical,GG553,q06-m36-m
Has your child taken any medication during the last 12 months?,GG553,GG553; GG553; GG553,,1==0 to 2 weeks;2==Yes;3==1 to 2 mth;4==3 to 6 mth;5==7 to 12 mth,Categorical,GG553,q06-m36-m
Has your child taken any medication during the last 12 months?,GG553,GG553; GG553; GG553,,1==0 to 2 weeks;2==3 to 4 weeks;3==1 to 2 mth;4==3 to 6 mth;5==7 to 12 mth,Categorical,GG553,q06-m36-m
Has your child taken any medication during the last 12 months?,vaccination,,,1==No;2==Yes;3==1 to 2 mth;4==3 to 6 mth;5==7 to 12 mth,Categorical,,q06-m36-m
Has your child taken any medication during the last 12 months?,vaccination,,,1==No;2==3 to 4 weeks;3==1 to 2 mth;4==3 to 6 mth;5==7 to 12 mth,Categorical,,q06-m36-m
Has your child taken any medication during the last 12 months?,vaccination,,,1==0 to 2 weeks;2==Yes;3==1 to 2 mth;4==3 to 6 mth;5==7 to 12 mth,Categorical,,q06-m36-m
Has your child taken any medication during the last 12 months?,vaccination,,,1==0 to 2 weeks;2==3 to 4 weeks;3==1 to 2 mth;4==3 to 6 mth;5==7 to 12 mth,Categorical,,q06-m36-m
Has your child taken any medication during the last 12 months?,Vaccination 1,GG206; Q6; VAC1;,,1==No;2==Yes;3==1 to 2 mth;4==3 to 6 mth;5==7 to 12 mth,Categorical,GG206,q06-m36-m
Has your child taken any medication during the last 12 months?,Vaccination 1,GG206; Q6; VAC1;,,1==No;2==3 to 4 weeks;3==1 to 2 mth;4==3 to 6 mth;5==7 to 12 mth,Categorical,GG206,q06-m36-m
Has your child taken any medication during the last 12 months?,Vaccination 1,GG206; Q6; VAC1;,,1==0 to 2 weeks;2==Yes;3==1 to 2 mth;4==3 to 6 mth;5==7 to 12 mth,Categorical,GG206,q06-m36-m
Has your child taken any medication during the last 12 months?,Vaccination 1,GG206; Q6; VAC1;,,1==0 to 2 weeks;2==3 to 4 weeks;3==1 to 2 mth;4==3 to 6 mth;5==7 to 12 mth,Categorical,GG206,q06-m36-m
Has your child taken any medication during the last 12 months?,Vaccination 2,GG210; Q6; VAC2;,,1==No;2==Yes;3==1 to 2 mth;4==3 to 6 mth;5==7 to 12 mth,Categorical,GG210,q06-m36-m
Has your child taken any medication during the last 12 months?,Vaccination 2,GG210; Q6; VAC2;,,1==No;2==3 to 4 weeks;3==1 to 2 mth;4==3 to 6 mth;5==7 to 12 mth,Categorical,GG210,q06-m36-m
Has your child taken any medication during the last 12 months?,Vaccination 2,GG210; Q6; VAC2;,,1==0 to 2 weeks;2==Yes;3==1 to 2 mth;4==3 to 6 mth;5==7 to 12 mth,Categorical,GG210,q06-m36-m
Has your child taken any medication during the last 12 months?,Vaccination 2,GG210; Q6; VAC2;,,1==0 to 2 weeks;2==3 to 4 weeks;3==1 to 2 mth;4==3 to 6 mth;5==7 to 12 mth,Categorical,GG210,q06-m36-m
Has your child taken any medication during the last 12 months?,Vaccination 3,GG588; Q6; VAC3;,,1==No;2==Yes;3==1 to 2 mth;4==3 to 6 mth;5==7 to 12 mth,Categorical,GG588,q06-m36-m
Has your child taken any medication during the last 12 months?,Vaccination 3,GG588; Q6; VAC3;,,1==No;2==3 to 4 weeks;3==1 to 2 mth;4==3 to 6 mth;5==7 to 12 mth,Categorical,GG588,q06-m36-m
Has your child taken any medication during the last 12 months?,Vaccination 3,GG588; Q6; VAC3;,,1==0 to 2 weeks;2==Yes;3==1 to 2 mth;4==3 to 6 mth;5==7 to 12 mth,Categorical,GG588,q06-m36-m
Has your child taken any medication during the last 12 months?,Vaccination 3,GG588; Q6; VAC3;,,1==0 to 2 weeks;2==3 to 4 weeks;3==1 to 2 mth;4==3 to 6 mth;5==7 to 12 mth,Categorical,GG588,q06-m36-m
Is your child taking at the moment any cod liver oil vitamins or other dietary supplements?,Cod liver oil,GG214,,1==Yes daily;2==Sometimes;3==No,Categorical,GG214,q06-m36-m
Is your child taking at the moment any cod liver oil vitamins or other dietary supplements?,Fluoride tablets,GG215,,1==Yes daily;2==Sometimes;3==No,Categorical,GG215,q06-m36-m
Is your child taking at the moment any cod liver oil vitamins or other dietary supplements?,Vitamin preparations,GG216,,1==Yes daily;2==Sometimes;3==No,Categorical,GG216,q06-m36-m
Is your child taking at the moment any cod liver oil vitamins or other dietary supplements?,Vitamin preparations specify,GG217,,1==Yes daily;2==Sometimes;3==No,Categorical,GG217,q06-m36-m
Is your child taking at the moment any cod liver oil vitamins or other dietary supplements?,Iron supplement,GG218,,1==Yes daily;2==Sometimes;3==No,Categorical,GG218,q06-m36-m
Is your child taking at the moment any cod liver oil vitamins or other dietary supplements?,Iron supplement specify,GG219,,1==Yes daily;2==Sometimes;3==No,Categorical,GG219,q06-m36-m
Is your child taking at the moment any cod liver oil vitamins or other dietary supplements?,Other dietary supplements,GG220,,1==Yes daily;2==Sometimes;3==No,Categorical,GG220,q06-m36-m
Is your child taking at the moment any cod liver oil vitamins or other dietary supplements?,Other dietary supplements specify,GG221,,1==Yes daily;2==Sometimes;3==No,Categorical,GG221,q06-m36-m
Understanding what others say and being able to communicate say “Where is the cat” or “Where is the dog”?,correct picture,,,,Tick,,q06-m36-m
You may ask “What is the dog doing?” something like “It is round I can throw it it is big”?,More about your child’s development.,,,,Tick,,q06-m36-m
About body language and other ways of communicating with others. We are asking you about how your child speaking or babbling?,your child usually is. If something happens seldom,,,,Tick,,q06-m36-m
About body language and other ways of communicating with others. We are asking you about how your child speaking or babbling?,enter a cross under “No”.,,,,Tick,,q06-m36-m
10b. When your child has been alone for a while does he or she try to catch your Does your child wave to people to greet or say goodbye to them?,Your child’s use of language with others,,,,Tick,,q06-m36-m
Your child’s use of language with others building on what you have said?,exactly the same way,,,1==Yes,Categorical,,q06-m36-m
? Does your child ever get his or her pronouns mixed up?,her or himself,,,,Tick,,q06-m36-m
rather than in using the object as it was intended? or banging his or her head?,Does your child ever have any objects that,,,,Tick,,q06-m36-m
? Does your child ever try to comfort you when you are sad or hurt?,Loss of skills.,,,1==No;2==Yes;3==Not sure,Categorical,,q06-m36-m
? Does your child ever try to comfort you when you are sad or hurt?,Has your child lost any language skills,GG295,,1==No;2==Yes;3==Not sure,Categorical,GG295,q06-m36-m
? Does your child ever try to comfort you when you are sad or hurt?,Has your child lost any social skills,GG296,,1==No;2==Yes;3==Not sure,Categorical,GG296,q06-m36-m
? Does your child ever try to comfort you when you are sad or hurt?,Has your child lost any motor skills,GG298,,1==No;2==Yes;3==Not sure,Categorical,GG298,q06-m36-m
To what extent do the following statements apply to your childs behaviour during the last two month?,Your child cries easily,GG299,,1==Very typical;2==Quite typical;3==Neither or nor;4==Not so typical;5==Not at all typical,Categorical,GG299,q06-m36-m
To what extent do the following statements apply to your childs behaviour during the last two month?,Your child is always on the go,GG300,,1==Very typical;2==Quite typical;3==Neither or nor;4==Not so typical;5==Not at all typical,Categorical,GG300,q06-m36-m
To what extent do the following statements apply to your childs behaviour during the last two month?,Your child is very sociable,GG303,,1==Very typical;2==Quite typical;3==Neither or nor;4==Not so typical;5==Not at all typical,Categorical,GG303,q06-m36-m
To what extent do the following statements apply to your childs behaviour during the last two month?,Your child gets upset or sad easily,GG305,,1==Very typical;2==Quite typical;3==Neither or nor;4==Not so typical;5==Not at all typical,Categorical,GG305,q06-m36-m
To what extent do the following statements apply to your childs behaviour during the last two month?,Your child likes to be with people,GG307,,1==Very typical;2==Quite typical;3==Neither or nor;4==Not so typical;5==Not at all typical,Categorical,GG307,q06-m36-m
To what extent do the following statements apply to your childs behaviour during the last two month?,Your child reacts intensely when upset,GG308,,1==Very typical;2==Quite typical;3==Neither or nor;4==Not so typical;5==Not at all typical,Categorical,GG308,q06-m36-m
To what extent do the following statements apply to your childs behaviour during the last two month?,Your child is very friendly with strangers,GG309,,1==Very typical;2==Quite typical;3==Neither or nor;4==Not so typical;5==Not at all typical,Categorical,GG309,q06-m36-m
Some of these features are temporary while others continue for a longer period of time. To what extent are the following statements true of your childs behavior during the last two months?,Afraid to try new things,GG313,,1==Not true;2==Somewhat or;3==Very true or often,Categorical,GG313,q06-m36-m
Some of these features are temporary while others continue for a longer period of time. To what extent are the following statements true of your childs behavior during the last two months?,Can’t sit still restless or overactive,GG315,,1==Not true;2==Somewhat or;3==Very true or often,Categorical,GG315,q06-m36-m
Some of these features are temporary while others continue for a longer period of time. To what extent are the following statements true of your childs behavior during the last two months?,Can’t stand waiting wants everything now,GG316,,1==Not true;2==Somewhat or;3==Very true or often,Categorical,GG316,q06-m36-m
