Q1,Q2,CODES,OPT,R,TYPE,C1,Q
If your child is attending kindergarten is it organized in traditional units or as bases or large groups?,LL38,LL38; LL38; LL38,,Number;1==Unit-kindergarten;2==Base-kindergarten,Categorical,LL38,q07-y05-m
How many other children are cared for in the same child care?,LL39,LL39; LL39; LL39,,Number,Numeric,LL39,q07-y05-m
How many times has the child changed child care?,LL40,LL40; LL40; LL40,,Number,Numeric,LL40,q07-y05-m
How old was the child when he or she started in current child care?,LL41,LL41; LL41; LL41,,Number,Numeric,LL41,q07-y05-m
Does your child receive or has received any extra resources in the kindergarten?,LL42,LL42; LL42; LL42,,Number,Numeric,LL42,q07-y05-m
If your child is cared for elsewhere than home or with child minder to what extent are you satisfied with different aspects of the child care your child is attending?,Type of activities in child care,LL45,,1==Dissatisfied;2==More dissatisfied than satisfied;3==Both satisfied and dissatisfied;4==More satisfied than dissatisfied;5==Very satisfied,Categorical,LL45,q07-y05-m
If your child is cared for elsewhere than home or with child minder to what extent are you satisfied with different aspects of the child care your child is attending?,Adaptations for school prep activities,LL46,,1==Dissatisfied;2==More dissatisfied than satisfied;3==Both satisfied and dissatisfied;4==More satisfied than dissatisfied;5==Very satisfied,Categorical,LL46,q07-y05-m
If your child is cared for elsewhere than home or with child minder to what extent are you satisfied with different aspects of the child care your child is attending?,Food program in child care,LL48,,1==Dissatisfied;2==More dissatisfied than satisfied;3==Both satisfied and dissatisfied;4==More satisfied than dissatisfied;5==Very satisfied,Categorical,LL48,q07-y05-m
How many hours does the child watch TV or DVD or play PC or TV-games?,On a typical weekday,,,1==Never;2==4 to 6 days a week;3==2 to 3 days a week;4==From 3 up to 5 hours;5==Never or rarely,Categorical,,q07-y05-m
How many hours does the child watch TV or DVD or play PC or TV-games?,On a typical weekday,,,1==Never;2==4 to 6 days a week;3==2 to 3 days a week;4==1 day a week;5==Never or rarely,Categorical,,q07-y05-m
How many hours does the child watch TV or DVD or play PC or TV-games?,On a typical weekday,,,1==Daily;2==4 to 6 days a week;3==2 to 3 days a week;4==From 3 up to 5 hours;5==Never or rarely,Categorical,,q07-y05-m
How many hours does the child watch TV or DVD or play PC or TV-games?,On a typical weekday,,,1==Daily;2==4 to 6 days a week;3==2 to 3 days a week;4==1 day a week;5==Never or rarely,Categorical,,q07-y05-m
How many hours does the child watch TV or DVD or play PC or TV-games?,On a typical day during the weekend,,,1==Never;2==4 to 6 days a week;3==2 to 3 days a week;4==From 3 up to 5 hours;5==Never or rarely,Categorical,,q07-y05-m
How many hours does the child watch TV or DVD or play PC or TV-games?,On a typical day during the weekend,,,1==Never;2==4 to 6 days a week;3==2 to 3 days a week;4==1 day a week;5==Never or rarely,Categorical,,q07-y05-m
How many hours does the child watch TV or DVD or play PC or TV-games?,On a typical day during the weekend,,,1==Daily;2==4 to 6 days a week;3==2 to 3 days a week;4==From 3 up to 5 hours;5==Never or rarely,Categorical,,q07-y05-m
How many hours does the child watch TV or DVD or play PC or TV-games?,On a typical day during the weekend,,,1==Daily;2==4 to 6 days a week;3==2 to 3 days a week;4==1 day a week;5==Never or rarely,Categorical,,q07-y05-m
How many hours does the child watch TV or DVD or play PC or TV-games?,How often does the child use,,,1==Never;2==4 to 6 days a week;3==2 to 3 days a week;4==From 3 up to 5 hours;5==Never or rarely,Categorical,,q07-y05-m
How many hours does the child watch TV or DVD or play PC or TV-games?,How often does the child use,,,1==Never;2==4 to 6 days a week;3==2 to 3 days a week;4==1 day a week;5==Never or rarely,Categorical,,q07-y05-m
How many hours does the child watch TV or DVD or play PC or TV-games?,How often does the child use,,,1==Daily;2==4 to 6 days a week;3==2 to 3 days a week;4==From 3 up to 5 hours;5==Never or rarely,Categorical,,q07-y05-m
How many hours does the child watch TV or DVD or play PC or TV-games?,How often does the child use,,,1==Daily;2==4 to 6 days a week;3==2 to 3 days a week;4==1 day a week;5==Never or rarely,Categorical,,q07-y05-m
How many hours does the child watch TV or DVD or play PC or TV-games?,PC or computer at home,LL53,,1==Never;2==4 to 6 days a week;3==2 to 3 days a week;4==From 3 up to 5 hours;5==Never or rarely,Categorical,LL53,q07-y05-m
How many hours does the child watch TV or DVD or play PC or TV-games?,PC or computer at home,LL53,,1==Never;2==4 to 6 days a week;3==2 to 3 days a week;4==1 day a week;5==Never or rarely,Categorical,LL53,q07-y05-m
How many hours does the child watch TV or DVD or play PC or TV-games?,PC or computer at home,LL53,,1==Daily;2==4 to 6 days a week;3==2 to 3 days a week;4==From 3 up to 5 hours;5==Never or rarely,Categorical,LL53,q07-y05-m
How many hours does the child watch TV or DVD or play PC or TV-games?,PC or computer at home,LL53,,1==Daily;2==4 to 6 days a week;3==2 to 3 days a week;4==1 day a week;5==Never or rarely,Categorical,LL53,q07-y05-m
How many hours does the child watch TV or DVD or play PC or TV-games?,TV-games or handheld electronic games,,,1==Never;2==4 to 6 days a week;3==2 to 3 days a week;4==From 3 up to 5 hours;5==Never or rarely,Categorical,,q07-y05-m
How many hours does the child watch TV or DVD or play PC or TV-games?,TV-games or handheld electronic games,,,1==Never;2==4 to 6 days a week;3==2 to 3 days a week;4==1 day a week;5==Never or rarely,Categorical,,q07-y05-m
How many hours does the child watch TV or DVD or play PC or TV-games?,TV-games or handheld electronic games,,,1==Daily;2==4 to 6 days a week;3==2 to 3 days a week;4==From 3 up to 5 hours;5==Never or rarely,Categorical,,q07-y05-m
How many hours does the child watch TV or DVD or play PC or TV-games?,TV-games or handheld electronic games,,,1==Daily;2==4 to 6 days a week;3==2 to 3 days a week;4==1 day a week;5==Never or rarely,Categorical,,q07-y05-m
How many hours does the child watch TV or DVD or play PC or TV-games?,Reading books as activity and entertainment,LL56,,1==Never;2==4 to 6 days a week;3==2 to 3 days a week;4==From 3 up to 5 hours;5==Never or rarely,Categorical,LL56,q07-y05-m
How many hours does the child watch TV or DVD or play PC or TV-games?,Reading books as activity and entertainment,LL56,,1==Never;2==4 to 6 days a week;3==2 to 3 days a week;4==1 day a week;5==Never or rarely,Categorical,LL56,q07-y05-m
How many hours does the child watch TV or DVD or play PC or TV-games?,Reading books as activity and entertainment,LL56,,1==Daily;2==4 to 6 days a week;3==2 to 3 days a week;4==From 3 up to 5 hours;5==Never or rarely,Categorical,LL56,q07-y05-m
How many hours does the child watch TV or DVD or play PC or TV-games?,Reading books as activity and entertainment,LL56,,1==Daily;2==4 to 6 days a week;3==2 to 3 days a week;4==1 day a week;5==Never or rarely,Categorical,LL56,q07-y05-m
How many hours does the child watch TV or DVD or play PC or TV-games?,Drawing or painting as activity and entertainment,LL57,,1==Never;2==4 to 6 days a week;3==2 to 3 days a week;4==From 3 up to 5 hours;5==Never or rarely,Categorical,LL57,q07-y05-m
How many hours does the child watch TV or DVD or play PC or TV-games?,Drawing or painting as activity and entertainment,LL57,,1==Never;2==4 to 6 days a week;3==2 to 3 days a week;4==1 day a week;5==Never or rarely,Categorical,LL57,q07-y05-m
How many hours does the child watch TV or DVD or play PC or TV-games?,Drawing or painting as activity and entertainment,LL57,,1==Daily;2==4 to 6 days a week;3==2 to 3 days a week;4==From 3 up to 5 hours;5==Never or rarely,Categorical,LL57,q07-y05-m
How many hours does the child watch TV or DVD or play PC or TV-games?,Drawing or painting as activity and entertainment,LL57,,1==Daily;2==4 to 6 days a week;3==2 to 3 days a week;4==1 day a week;5==Never or rarely,Categorical,LL57,q07-y05-m
Have the child now or have it ever had any of the following diseases or health problems? doctor or psychologist?,Asthma,LL58; LL59; LL60;,,1==No;2==Yes,Categorical,LL58,q07-y05-m
Have the child now or have it ever had any of the following diseases or health problems? doctor or psychologist?,Pollen allergy or hay fever,LL61; LL62; LL63;,,1==No;2==Yes,Categorical,LL61,q07-y05-m
Have the child now or have it ever had any of the following diseases or health problems? doctor or psychologist?,Obstructed or wheezing chest,LL64; LL65; LL66;,,1==No;2==Yes,Categorical,LL64,q07-y05-m
Have the child now or have it ever had any of the following diseases or health problems? doctor or psychologist?,Epilepsy,LL67; LL68; LL69;,,1==No;2==Yes,Categorical,LL67,q07-y05-m
Have the child now or have it ever had any of the following diseases or health problems? doctor or psychologist?,Cerebral palsy,LL70; LL71; LL72;,,1==No;2==Yes,Categorical,LL70,q07-y05-m
Have the child now or have it ever had any of the following diseases or health problems? doctor or psychologist?,Impaired hearing,LL73; LL74; LL75;,,1==No;2==Yes,Categorical,LL73,q07-y05-m
Have the child now or have it ever had any of the following diseases or health problems? doctor or psychologist?,Delayed motor development or clumsy,LL76; LL77; LL78;,,1==No;2==Yes,Categorical,LL76,q07-y05-m
Have the child now or have it ever had any of the following diseases or health problems? doctor or psychologist?,Delayed or deviant language development,LL79; LL80; LL81;,,1==No;2==Yes,Categorical,LL79,q07-y05-m
Have the child now or have it ever had any of the following diseases or health problems? doctor or psychologist?,Unusual restless or hyperactive or ADHD,LL82; LL83; LL84;,,1==No;2==Yes,Categorical,LL82,q07-y05-m
Have the child now or have it ever had any of the following diseases or health problems? doctor or psychologist?,Attention problems or difficulties,LL85; LL86; LL87;,,1==No;2==Yes,Categorical,LL85,q07-y05-m
Have the child now or have it ever had any of the following diseases or health problems? doctor or psychologist?,concentrating,,,1==No;2==Yes,Categorical,,q07-y05-m
Have the child now or have it ever had any of the following diseases or health problems? doctor or psychologist?,Autism or autism spectrum disorder,LL88; LL89; LL90;,,1==No;2==Yes,Categorical,LL88,q07-y05-m
Have the child now or have it ever had any of the following diseases or health problems? doctor or psychologist?,Asperger syndrome,LL91; LL92; LL93;,,1==No;2==Yes,Categorical,LL91,q07-y05-m
Have the child now or have it ever had any of the following diseases or health problems? doctor or psychologist?,Behavior problems,LL94; LL95; LL96;,,1==No;2==Yes,Categorical,LL94,q07-y05-m
Have the child now or have it ever had any of the following diseases or health problems? doctor or psychologist?,Emotional difficulty,LL97; LL98; LL99;,,1==No;2==Yes,Categorical,LL97,q07-y05-m
Have the child now or have it ever had any of the following diseases or health problems? doctor or psychologist?,Impaired vision,LL102,,1==No;2==Yes,Categorical,LL102,q07-y05-m
Have the child now or have it ever had any of the following diseases or health problems? doctor or psychologist?,16 Other,LL103; LL104; LL105;,,1==No;2==Yes,Categorical,LL103,q07-y05-m
Have the child now or have it ever had any of the following diseases or health problems? doctor or psychologist?,Other specify:,LL426,,1==No;2==Yes,Categorical,LL426,q07-y05-m
Have the child now or have it ever had any of the following diseases or health problems? doctor or psychologist?,More questions about the child’s health,,,1==No;2==Yes,Categorical,,q07-y05-m
Have the child now or have it ever had any of the following diseases or health problems? doctor or psychologist?,Have the child had an accident injury with,,,1==No;2==Yes,Categorical,,q07-y05-m
Have the child had an accident injury with diagnosed long term consequence?,If yes describe:,LL427,,,Tick,LL427,q07-y05-m
Have the child had an accident injury with diagnosed long term consequence?,Does the child have a learning disability or,,,,Tick,,q07-y05-m
Does the child have a learning disability or mental develop delay?,If yes describe:,LL428,,,Tick,LL428,q07-y05-m
Does the child have a learning disability or mental develop delay?,Does the child has a syndrome or suspected,,,,Tick,,q07-y05-m
Does the child has a syndrome or suspected of having a syndrome?,If yes describe:,LL429,,,Tick,LL429,q07-y05-m
Does the child has a syndrome or suspected of having a syndrome?,Does the child have other serious but short,,,,Tick,,q07-y05-m
Does the child have other serious but short term diseases?,If yes describe:,LL430,,,Tick,LL430,q07-y05-m
Does the child have other serious but short term diseases?,Has the child ever been witness to close,,,,Tick,,q07-y05-m
Has the child ever been witness to close family being subject to violence?,If yes describe:,LL431,,,Tick,LL431,q07-y05-m
Has the child ever been witness to close family being subject to violence?,Developmental milestones,,,,Tick,,q07-y05-m
Did your child start combining words before 2 5 years of age?,years of age,LL467,,,Tick,LL467,q07-y05-m
Did your child start combining words before 2 5 years of age?,Not yet start using the first words,LL118,,,Tick,LL118,q07-y05-m
When did the child start to combine words and sentences?,Not yet start to combine words and sentences,LL120,,,Tick,LL120,q07-y05-m
When did the child quit using diapers during the day?,Not yet quit using diapers during the day,LL122,,,Tick,LL122,q07-y05-m
When did the child quit using diapers during the night?,Not yet quit using diapers during the night,LL124,,,Tick,LL124,q07-y05-m
Has anyone in the childs close family ever had any of the following problems?,cousins.,,,1==No;2==Yes,Categorical,,q07-y05-m
Has anyone in the childs close family ever had any of the following problems?,cousins.,,,1==Very difficult;2==Yes,Categorical,,q07-y05-m
Has anyone in the childs close family ever had any of the following problems?,LL139,LL139; LL139; LL139,,1==No;2==Yes,Categorical,LL139,q07-y05-m
Has anyone in the childs close family ever had any of the following problems?,LL139,LL139; LL139; LL139,,1==Very difficult;2==Yes,Categorical,LL139,q07-y05-m
Has anyone in the childs close family ever had any of the following problems?,Been a late talker as a child,LL139,,1==No;2==Yes,Categorical,LL139,q07-y05-m
Has anyone in the childs close family ever had any of the following problems?,Been a late talker as a child,LL139,,1==Very difficult;2==Yes,Categorical,LL139,q07-y05-m
Has anyone in the childs close family ever had any of the following problems?,If yes specify the relationship:,LL434,,1==No;2==Yes,Categorical,LL434,q07-y05-m
Has anyone in the childs close family ever had any of the following problems?,If yes specify the relationship:,LL434,,1==Very difficult;2==Yes,Categorical,LL434,q07-y05-m
Has anyone in the childs close family ever had any of the following problems?,Had difficulties learning to read and write,LL141,,1==No;2==Yes,Categorical,LL141,q07-y05-m
Has anyone in the childs close family ever had any of the following problems?,Had difficulties learning to read and write,LL141,,1==Very difficult;2==Yes,Categorical,LL141,q07-y05-m
Has anyone in the childs close family ever had any of the following problems?,If yes specify the relationship:,LL435,,1==No;2==Yes,Categorical,LL435,q07-y05-m
Has anyone in the childs close family ever had any of the following problems?,If yes specify the relationship:,LL435,,1==Very difficult;2==Yes,Categorical,LL435,q07-y05-m
Has anyone in the childs close family ever had any of the following problems?,Had difficulties in pronouncing sounds as a child,,,1==No;2==Yes,Categorical,,q07-y05-m
Has anyone in the childs close family ever had any of the following problems?,Had difficulties in pronouncing sounds as a child,,,1==Very difficult;2==Yes,Categorical,,q07-y05-m
Has anyone in the childs close family ever had any of the following problems?,LL143,LL143; LL143; LL143,,1==No;2==Yes,Categorical,LL143,q07-y05-m
Has anyone in the childs close family ever had any of the following problems?,LL143,LL143; LL143; LL143,,1==Very difficult;2==Yes,Categorical,LL143,q07-y05-m
Has anyone in the childs close family ever had any of the following problems?,If yes specify the relationship:,LL436,,1==No;2==Yes,Categorical,LL436,q07-y05-m
Has anyone in the childs close family ever had any of the following problems?,If yes specify the relationship:,LL436,,1==Very difficult;2==Yes,Categorical,LL436,q07-y05-m
Has anyone in the childs close family ever had any of the following problems?,About the child’s pronunciation,,,1==No;2==Yes,Categorical,,q07-y05-m
Has anyone in the childs close family ever had any of the following problems?,About the child’s pronunciation,,,1==Very difficult;2==Yes,Categorical,,q07-y05-m
Is your child taking any of the following dietary supplements?,Liquid dietary supplements No,,,Number of times per week Amount per time;1==6 to 7 1==1tsp;2==4 to 5 2==1csp;3==1 to 3 3==1ss;4==˂1,Categorical,,q07-y05-m
Is your child taking any of the following dietary supplements?,Cod liver oil,LL471; LL147; LL148;,,Number of times per week Amount per time;1==6 to 7 1==1tsp;2==4 to 5 2==1csp;3==1 to 3 3==1ss;4==˂1,Categorical,LL471,q07-y05-m
Is your child taking any of the following dietary supplements?,Omega 3,LL472; LL149; LL150;,,Number of times per week Amount per time;1==6 to 7 1==1tsp;2==4 to 5 2==1csp;3==1 to 3 3==1ss;4==˂1,Categorical,LL472,q07-y05-m
Is your child taking any of the following dietary supplements?,Omega 3 brand name:,LL437,,Number of times per week Amount per time;1==6 to 7 1==1tsp;2==4 to 5 2==1csp;3==1 to 3 3==1ss;4==˂1,Categorical,LL437,q07-y05-m
Is your child taking any of the following dietary supplements?,Sanasol or Biovit,LL473; LL152; LL153;,,Number of times per week Amount per time;1==6 to 7 1==1tsp;2==4 to 5 2==1csp;3==1 to 3 3==1ss;4==˂1,Categorical,LL473,q07-y05-m
Is your child taking any of the following dietary supplements?,Other liquid dietary supplement,LL474; LL154; LL155;,,Number of times per week Amount per time;1==6 to 7 1==1tsp;2==4 to 5 2==1csp;3==1 to 3 3==1ss;4==˂1,Categorical,LL474,q07-y05-m
Is your child taking any of the following dietary supplements?,Other liquid dietary supplement brand name:,LL438,,Number of times per week Amount per time;1==6 to 7 1==1tsp;2==4 to 5 2==1csp;3==1 to 3 3==1ss;4==˂1,Categorical,LL438,q07-y05-m
Is your child taking any of the following dietary supplements?,Capsules or tablets,,,Number of times per week Amount per time;1==6 to 7 1==1tsp;2==4 to 5 2==1csp;3==1 to 3 3==1ss;4==˂1,Categorical,,q07-y05-m
Is your child taking any of the following dietary supplements?,Omega 3,LL475; LL157; LL158;,,Number of times per week Amount per time;1==6 to 7 1==1tsp;2==4 to 5 2==1csp;3==1 to 3 3==1ss;4==˂1,Categorical,LL475,q07-y05-m
Is your child taking any of the following dietary supplements?,Omega 3 brand name:,LL439,,Number of times per week Amount per time;1==6 to 7 1==1tsp;2==4 to 5 2==1csp;3==1 to 3 3==1ss;4==˂1,Categorical,LL439,q07-y05-m
Is your child taking any of the following dietary supplements?,Cod liver oil,LL476; LL160; LL161;,,Number of times per week Amount per time;1==6 to 7 1==1tsp;2==4 to 5 2==1csp;3==1 to 3 3==1ss;4==˂1,Categorical,LL476,q07-y05-m
Is your child taking any of the following dietary supplements?,Multivitamins,LL477; LL162; LL163;,,Number of times per week Amount per time;1==6 to 7 1==1tsp;2==4 to 5 2==1csp;3==1 to 3 3==1ss;4==˂1,Categorical,LL477,q07-y05-m
Is your child taking any of the following dietary supplements?,Multivitamins brand name:,LL440,,Number of times per week Amount per time;1==6 to 7 1==1tsp;2==4 to 5 2==1csp;3==1 to 3 3==1ss;4==˂1,Categorical,LL440,q07-y05-m
Is your child taking any of the following dietary supplements?,Fluoride tablets,LL478; LL165; LL166;,,Number of times per week Amount per time;1==6 to 7 1==1tsp;2==4 to 5 2==1csp;3==1 to 3 3==1ss;4==˂1,Categorical,LL478,q07-y05-m
Is your child taking any of the following dietary supplements?,Other dietary supplements,LL479; LL167; LL168;,,Number of times per week Amount per time;1==6 to 7 1==1tsp;2==4 to 5 2==1csp;3==1 to 3 3==1ss;4==˂1,Categorical,LL479,q07-y05-m
Is your child taking any of the following dietary supplements?,Other dietary supplements brand name:,LL441,,Number of times per week Amount per time;1==6 to 7 1==1tsp;2==4 to 5 2==1csp;3==1 to 3 3==1ss;4==˂1,Categorical,LL441,q07-y05-m
Is your child taking any of the following dietary supplements?,The child’s ability to understand and tell,,,Number of times per week Amount per time;1==6 to 7 1==1tsp;2==4 to 5 2==1csp;3==1 to 3 3==1ss;4==˂1,Categorical,,q07-y05-m
The child’s ability to understand and tell Does your child use comparison words such as heavier stronger or shorter?,man is ”.,,,1==“What do you do when you are,Categorical,,q07-y05-m
The child’s ability to understand and tell Does your child use comparison words such as heavier stronger or shorter?,Does your child answer the following questions:,LL179,,1==“What do you do when you are,Categorical,LL179,q07-y05-m
What is the mother tongue of the child’s mother and father and what language does the child speak?,Mother’s mother tongue,,,1==Norwegian Danish or Swedish;2==Other Nordic languages or Sami;3==Western European languages;4==Other languages,Categorical,,q07-y05-m
What is the mother tongue of the child’s mother and father and what language does the child speak?,Father’s mother tongue,LL182,,1==Norwegian Danish or Swedish;2==Other Nordic languages or Sami;3==Western European languages;4==Other languages,Categorical,LL182,q07-y05-m
What is the mother tongue of the child’s mother and father and what language does the child speak?,Norwegian Danish or Swedish,LL183,,1==Norwegian Danish or Swedish;2==Other Nordic languages or Sami;3==Western European languages;4==Other languages,Categorical,LL183,q07-y05-m
What is the mother tongue of the child’s mother and father and what language does the child speak?,Other Nordic languages or Sami,LL184,,1==Norwegian Danish or Swedish;2==Other Nordic languages or Sami;3==Western European languages;4==Other languages,Categorical,LL184,q07-y05-m
What is the mother tongue of the child’s mother and father and what language does the child speak?,What language,LL185,,1==Norwegian Danish or Swedish;2==Other Nordic languages or Sami;3==Western European languages;4==Other languages,Categorical,LL185,q07-y05-m
What language speak?,About the child’s language experiences.,,,1==Only Norwegian,Categorical,,q07-y05-m
What language speak?,What language do you speak,,,1==Only Norwegian,Categorical,,q07-y05-m
What language do you speak with your child?,What languages do your spouse or,,,2==More Norwegian than other language;3==As much Norwegian as other language,Categorical,,q07-y05-m
What languages do your spouse or partner speak with the child?,What language does the child,,,4==More other language than Norwegian;5==Only other language,Categorical,,q07-y05-m
How do these statements fit the child?,Confuses words with similar meaning,LL191,,1==Doesn’t fit the child;2==2;3==Both yes and no;4==4;5==Fits well with the,Categorical,LL191,q07-y05-m
How do these statements fit the child?,Confuses words with similar meaning,LL191,,1==Doesn’t fit the child;2==2;3==Both yes and no;4==Often or always;5==Fits well with the,Categorical,LL191,q07-y05-m
How do these statements fit the child?,Confuses words with similar meaning,LL191,,1==Doesn’t fit the child;2==2;3==Regularly;4==4;5==Fits well with the,Categorical,LL191,q07-y05-m
How do these statements fit the child?,Confuses words with similar meaning,LL191,,1==Doesn’t fit the child;2==2;3==Regularly;4==Often or always;5==Fits well with the,Categorical,LL191,q07-y05-m
How do these statements fit the child?,Confuses words with similar meaning,LL191,,1==Doesn’t fit the child;2==Sometimes;3==Both yes and no;4==4;5==Fits well with the,Categorical,LL191,q07-y05-m
How do these statements fit the child?,Confuses words with similar meaning,LL191,,1==Doesn’t fit the child;2==Sometimes;3==Both yes and no;4==Often or always;5==Fits well with the,Categorical,LL191,q07-y05-m
How do these statements fit the child?,Confuses words with similar meaning,LL191,,1==Doesn’t fit the child;2==Sometimes;3==Regularly;4==4;5==Fits well with the,Categorical,LL191,q07-y05-m
How do these statements fit the child?,Confuses words with similar meaning,LL191,,1==Doesn’t fit the child;2==Sometimes;3==Regularly;4==Often or always;5==Fits well with the,Categorical,LL191,q07-y05-m
How do these statements fit the child?,Confuses words with similar meaning,LL191,,1==Rarely or never beginning.;2==2;3==Both yes and no;4==4;5==Fits well with the,Categorical,LL191,q07-y05-m
How do these statements fit the child?,Confuses words with similar meaning,LL191,,1==Rarely or never beginning.;2==2;3==Both yes and no;4==Often or always;5==Fits well with the,Categorical,LL191,q07-y05-m
How do these statements fit the child?,Confuses words with similar meaning,LL191,,1==Rarely or never beginning.;2==2;3==Regularly;4==4;5==Fits well with the,Categorical,LL191,q07-y05-m
How do these statements fit the child?,Confuses words with similar meaning,LL191,,1==Rarely or never beginning.;2==2;3==Regularly;4==Often or always;5==Fits well with the,Categorical,LL191,q07-y05-m
How do these statements fit the child?,Confuses words with similar meaning,LL191,,1==Rarely or never beginning.;2==Sometimes;3==Both yes and no;4==4;5==Fits well with the,Categorical,LL191,q07-y05-m
How do these statements fit the child?,Confuses words with similar meaning,LL191,,1==Rarely or never beginning.;2==Sometimes;3==Both yes and no;4==Often or always;5==Fits well with the,Categorical,LL191,q07-y05-m
How do these statements fit the child?,Confuses words with similar meaning,LL191,,1==Rarely or never beginning.;2==Sometimes;3==Regularly;4==4;5==Fits well with the,Categorical,LL191,q07-y05-m
How do these statements fit the child?,Confuses words with similar meaning,LL191,,1==Rarely or never beginning.;2==Sometimes;3==Regularly;4==Often or always;5==Fits well with the,Categorical,LL191,q07-y05-m
How do these statements fit the child?,Has difficulty understanding the meaning of common words,LL192,,1==Doesn’t fit the child;2==2;3==Both yes and no;4==4;5==Fits well with the,Categorical,LL192,q07-y05-m
How do these statements fit the child?,Has difficulty understanding the meaning of common words,LL192,,1==Doesn’t fit the child;2==2;3==Both yes and no;4==Often or always;5==Fits well with the,Categorical,LL192,q07-y05-m
How do these statements fit the child?,Has difficulty understanding the meaning of common words,LL192,,1==Doesn’t fit the child;2==2;3==Regularly;4==4;5==Fits well with the,Categorical,LL192,q07-y05-m
How do these statements fit the child?,Has difficulty understanding the meaning of common words,LL192,,1==Doesn’t fit the child;2==2;3==Regularly;4==Often or always;5==Fits well with the,Categorical,LL192,q07-y05-m
How do these statements fit the child?,Has difficulty understanding the meaning of common words,LL192,,1==Doesn’t fit the child;2==Sometimes;3==Both yes and no;4==4;5==Fits well with the,Categorical,LL192,q07-y05-m
How do these statements fit the child?,Has difficulty understanding the meaning of common words,LL192,,1==Doesn’t fit the child;2==Sometimes;3==Both yes and no;4==Often or always;5==Fits well with the,Categorical,LL192,q07-y05-m
How do these statements fit the child?,Has difficulty understanding the meaning of common words,LL192,,1==Doesn’t fit the child;2==Sometimes;3==Regularly;4==4;5==Fits well with the,Categorical,LL192,q07-y05-m
How do these statements fit the child?,Has difficulty understanding the meaning of common words,LL192,,1==Doesn’t fit the child;2==Sometimes;3==Regularly;4==Often or always;5==Fits well with the,Categorical,LL192,q07-y05-m
How do these statements fit the child?,Has difficulty understanding the meaning of common words,LL192,,1==Rarely or never beginning.;2==2;3==Both yes and no;4==4;5==Fits well with the,Categorical,LL192,q07-y05-m
How do these statements fit the child?,Has difficulty understanding the meaning of common words,LL192,,1==Rarely or never beginning.;2==2;3==Both yes and no;4==Often or always;5==Fits well with the,Categorical,LL192,q07-y05-m
How do these statements fit the child?,Has difficulty understanding the meaning of common words,LL192,,1==Rarely or never beginning.;2==2;3==Regularly;4==4;5==Fits well with the,Categorical,LL192,q07-y05-m
How do these statements fit the child?,Has difficulty understanding the meaning of common words,LL192,,1==Rarely or never beginning.;2==2;3==Regularly;4==Often or always;5==Fits well with the,Categorical,LL192,q07-y05-m
How do these statements fit the child?,Has difficulty understanding the meaning of common words,LL192,,1==Rarely or never beginning.;2==Sometimes;3==Both yes and no;4==4;5==Fits well with the,Categorical,LL192,q07-y05-m
How do these statements fit the child?,Has difficulty understanding the meaning of common words,LL192,,1==Rarely or never beginning.;2==Sometimes;3==Both yes and no;4==Often or always;5==Fits well with the,Categorical,LL192,q07-y05-m
