Q1,Q2,CODES,OPT,R,TYPE,C1,Q
Have you been in contact with any of the following substances either at work or in your leisure time during the last six months?,Industrial dyes or ink,FF70; FF71; FF72; FF73;,,1==Yes number of a extractor fan or used protective;2==No days breathing protection gloves,Categorical,FF70,q01-w15-f
Have you been in contact with any of the following substances either at work or in your leisure time during the last six months?,Motor oil lubrication oil or other,FF74; FF75; FF76; FF77;,,1==Yes number of a extractor fan or used protective;2==No days breathing protection gloves,Categorical,FF74,q01-w15-f
Have you been in contact with any of the following substances either at work or in your leisure time during the last six months?,types of oil,,,1==Yes number of a extractor fan or used protective;2==No days breathing protection gloves,Categorical,,q01-w15-f
Have you been in contact with any of the following substances either at work or in your leisure time during the last six months?,Photographic chemicals,,,1==Yes number of a extractor fan or used protective;2==No days breathing protection gloves,Categorical,,q01-w15-f
Have you been in contact with any of the following substances either at work or in your leisure time during the last six months?,Substances used in welding,FF82; FF83; FF84; FF85;,,1==Yes number of a extractor fan or used protective;2==No days breathing protection gloves,Categorical,FF82,q01-w15-f
Have you been in contact with any of the following substances either at work or in your leisure time during the last six months?,Substances used in soldering,FF86; FF87; FF88; FF89;,,1==Yes number of a extractor fan or used protective;2==No days breathing protection gloves,Categorical,FF86,q01-w15-f
Have you been in contact with any of the following substances either at work or in your leisure time during the last six months?,Formalin or formaldehyde,FF90; FF91; FF92; FF93;,,1==Yes number of a extractor fan or used protective;2==No days breathing protection gloves,Categorical,FF90,q01-w15-f
Have you been in contact with any of the following substances either at work or in your leisure time during the last six months?,Chemotherapeutic substances or,FF94; FF95; FF96; FF97;,,1==Yes number of a extractor fan or used protective;2==No days breathing protection gloves,Categorical,FF94,q01-w15-f
Have you been in contact with any of the following substances either at work or in your leisure time during the last six months?,chemotherapy treatment,,,1==Yes number of a extractor fan or used protective;2==No days breathing protection gloves,Categorical,,q01-w15-f
Have you been in contact with any of the following substances either at work or in your leisure time during the last six months?,Chemotherapy,,,1==Yes number of a extractor fan or used protective;2==No days breathing protection gloves,Categorical,,q01-w15-f
Have you been in contact with any of the following substances either at work or in your leisure time during the last six months?,Laughing gas or other anesthetic,FF98; FF99; FF100; FF101;,,1==Yes number of a extractor fan or used protective;2==No days breathing protection gloves,Categorical,FF98,q01-w15-f
Have you been in contact with any of the following substances either at work or in your leisure time during the last six months?,gases,,,1==Yes number of a extractor fan or used protective;2==No days breathing protection gloves,Categorical,,q01-w15-f
Have you been in contact with any of the following substances either at work or in your leisure time during the last six months?,Other substances and conditions,FF102; FF103; FF104; FF105;,,1==Yes number of a extractor fan or used protective;2==No days breathing protection gloves,Categorical,FF102,q01-w15-f
Have you been in contact with any of the following substances either at work or in your leisure time during the last six months?,Other substances and conditions,FF106,,1==Yes number of a extractor fan or used protective;2==No days breathing protection gloves,Categorical,FF106,q01-w15-f
Have you been in contact with any of the following substances either at work or in your leisure time during the last six months?,describe,FF308,,1==Yes number of a extractor fan or used protective;2==No days breathing protection gloves,Categorical,FF308,q01-w15-f
How often have you worked with x-ray equipment after you became pregnant?,FF112,FF112; FF112; FF112,,1==Seldom or never;2==A few times a week;3==Daily;4==On average more than an hour per day,Categorical,FF112,q01-w15-f
Do you use a mobile phone?,FF369,FF369; FF369; FF369,,1==No;2==Yes,Categorical,FF369,q01-w15-f
If or when you use ‘hands-free’ where is the phone usually during the conversation?,FF372,FF372; FF372; FF372,,1==In front trouser pocket;2==On a belt in front of the body;3==Other places on the body;4==Away from the body,Categorical,FF372,q01-w15-f
How long on average do you talk in total on the days you use your mobile phone?,Computer monitor,FF113,,1==Less than 1 minute;2==1 to 10 minutes;3==11 to 30 minutes;4==31 to 60 minutes;5==More than 60 minutes,Categorical,FF113,q01-w15-f
How long on average do you talk in total on the days you use your mobile phone?,Computer monitor,FF113,,1==Less than 1 minute;2==1 to 10 minutes;3==11 to 30 minutes;4==On average more than 1 hour per day;5==More than 60 minutes,Categorical,FF113,q01-w15-f
How long on average do you talk in total on the days you use your mobile phone?,Computer monitor,FF113,,1==Less than 1 minute;2==1 to 10 minutes;3==Daily;4==31 to 60 minutes;5==More than 60 minutes,Categorical,FF113,q01-w15-f
How long on average do you talk in total on the days you use your mobile phone?,Computer monitor,FF113,,1==Less than 1 minute;2==1 to 10 minutes;3==Daily;4==On average more than 1 hour per day;5==More than 60 minutes,Categorical,FF113,q01-w15-f
How long on average do you talk in total on the days you use your mobile phone?,Computer monitor,FF113,,1==Less than 1 minute;2==A few times a week;3==11 to 30 minutes;4==31 to 60 minutes;5==More than 60 minutes,Categorical,FF113,q01-w15-f
How long on average do you talk in total on the days you use your mobile phone?,Computer monitor,FF113,,1==Less than 1 minute;2==A few times a week;3==11 to 30 minutes;4==On average more than 1 hour per day;5==More than 60 minutes,Categorical,FF113,q01-w15-f
How long on average do you talk in total on the days you use your mobile phone?,Computer monitor,FF113,,1==Less than 1 minute;2==A few times a week;3==Daily;4==31 to 60 minutes;5==More than 60 minutes,Categorical,FF113,q01-w15-f
How long on average do you talk in total on the days you use your mobile phone?,Computer monitor,FF113,,1==Less than 1 minute;2==A few times a week;3==Daily;4==On average more than 1 hour per day;5==More than 60 minutes,Categorical,FF113,q01-w15-f
How long on average do you talk in total on the days you use your mobile phone?,Computer monitor,FF113,,1==Never;2==1 to 10 minutes;3==11 to 30 minutes;4==31 to 60 minutes;5==More than 60 minutes,Categorical,FF113,q01-w15-f
How long on average do you talk in total on the days you use your mobile phone?,Computer monitor,FF113,,1==Never;2==1 to 10 minutes;3==11 to 30 minutes;4==On average more than 1 hour per day;5==More than 60 minutes,Categorical,FF113,q01-w15-f
How long on average do you talk in total on the days you use your mobile phone?,Computer monitor,FF113,,1==Never;2==1 to 10 minutes;3==Daily;4==31 to 60 minutes;5==More than 60 minutes,Categorical,FF113,q01-w15-f
How long on average do you talk in total on the days you use your mobile phone?,Computer monitor,FF113,,1==Never;2==1 to 10 minutes;3==Daily;4==On average more than 1 hour per day;5==More than 60 minutes,Categorical,FF113,q01-w15-f
How long on average do you talk in total on the days you use your mobile phone?,Computer monitor,FF113,,1==Never;2==A few times a week;3==11 to 30 minutes;4==31 to 60 minutes;5==More than 60 minutes,Categorical,FF113,q01-w15-f
How long on average do you talk in total on the days you use your mobile phone?,Computer monitor,FF113,,1==Never;2==A few times a week;3==11 to 30 minutes;4==On average more than 1 hour per day;5==More than 60 minutes,Categorical,FF113,q01-w15-f
How long on average do you talk in total on the days you use your mobile phone?,Computer monitor,FF113,,1==Never;2==A few times a week;3==Daily;4==31 to 60 minutes;5==More than 60 minutes,Categorical,FF113,q01-w15-f
How long on average do you talk in total on the days you use your mobile phone?,Computer monitor,FF113,,1==Never;2==A few times a week;3==Daily;4==On average more than 1 hour per day;5==More than 60 minutes,Categorical,FF113,q01-w15-f
How long on average do you talk in total on the days you use your mobile phone?,Laser printer,,,1==Less than 1 minute;2==1 to 10 minutes;3==11 to 30 minutes;4==31 to 60 minutes;5==More than 60 minutes,Categorical,,q01-w15-f
How long on average do you talk in total on the days you use your mobile phone?,Laser printer,,,1==Less than 1 minute;2==1 to 10 minutes;3==11 to 30 minutes;4==On average more than 1 hour per day;5==More than 60 minutes,Categorical,,q01-w15-f
How long on average do you talk in total on the days you use your mobile phone?,Laser printer,,,1==Less than 1 minute;2==1 to 10 minutes;3==Daily;4==31 to 60 minutes;5==More than 60 minutes,Categorical,,q01-w15-f
How long on average do you talk in total on the days you use your mobile phone?,Laser printer,,,1==Less than 1 minute;2==1 to 10 minutes;3==Daily;4==On average more than 1 hour per day;5==More than 60 minutes,Categorical,,q01-w15-f
How long on average do you talk in total on the days you use your mobile phone?,Laser printer,,,1==Less than 1 minute;2==A few times a week;3==11 to 30 minutes;4==31 to 60 minutes;5==More than 60 minutes,Categorical,,q01-w15-f
How long on average do you talk in total on the days you use your mobile phone?,Laser printer,,,1==Less than 1 minute;2==A few times a week;3==11 to 30 minutes;4==On average more than 1 hour per day;5==More than 60 minutes,Categorical,,q01-w15-f
How long on average do you talk in total on the days you use your mobile phone?,Laser printer,,,1==Less than 1 minute;2==A few times a week;3==Daily;4==31 to 60 minutes;5==More than 60 minutes,Categorical,,q01-w15-f
How long on average do you talk in total on the days you use your mobile phone?,Laser printer,,,1==Less than 1 minute;2==A few times a week;3==Daily;4==On average more than 1 hour per day;5==More than 60 minutes,Categorical,,q01-w15-f
How long on average do you talk in total on the days you use your mobile phone?,Laser printer,,,1==Never;2==1 to 10 minutes;3==11 to 30 minutes;4==31 to 60 minutes;5==More than 60 minutes,Categorical,,q01-w15-f
How long on average do you talk in total on the days you use your mobile phone?,Laser printer,,,1==Never;2==1 to 10 minutes;3==11 to 30 minutes;4==On average more than 1 hour per day;5==More than 60 minutes,Categorical,,q01-w15-f
How long on average do you talk in total on the days you use your mobile phone?,Laser printer,,,1==Never;2==1 to 10 minutes;3==Daily;4==31 to 60 minutes;5==More than 60 minutes,Categorical,,q01-w15-f
How long on average do you talk in total on the days you use your mobile phone?,Laser printer,,,1==Never;2==1 to 10 minutes;3==Daily;4==On average more than 1 hour per day;5==More than 60 minutes,Categorical,,q01-w15-f
How long on average do you talk in total on the days you use your mobile phone?,Laser printer,,,1==Never;2==A few times a week;3==11 to 30 minutes;4==31 to 60 minutes;5==More than 60 minutes,Categorical,,q01-w15-f
How long on average do you talk in total on the days you use your mobile phone?,Laser printer,,,1==Never;2==A few times a week;3==11 to 30 minutes;4==On average more than 1 hour per day;5==More than 60 minutes,Categorical,,q01-w15-f
How long on average do you talk in total on the days you use your mobile phone?,Laser printer,,,1==Never;2==A few times a week;3==Daily;4==31 to 60 minutes;5==More than 60 minutes,Categorical,,q01-w15-f
How long on average do you talk in total on the days you use your mobile phone?,Laser printer,,,1==Never;2==A few times a week;3==Daily;4==On average more than 1 hour per day;5==More than 60 minutes,Categorical,,q01-w15-f
How long on average do you talk in total on the days you use your mobile phone?,FF114,FF114; FF114; FF114,,1==Less than 1 minute;2==1 to 10 minutes;3==11 to 30 minutes;4==31 to 60 minutes;5==More than 60 minutes,Categorical,FF114,q01-w15-f
How long on average do you talk in total on the days you use your mobile phone?,FF114,FF114; FF114; FF114,,1==Less than 1 minute;2==1 to 10 minutes;3==11 to 30 minutes;4==On average more than 1 hour per day;5==More than 60 minutes,Categorical,FF114,q01-w15-f
How long on average do you talk in total on the days you use your mobile phone?,FF114,FF114; FF114; FF114,,1==Less than 1 minute;2==1 to 10 minutes;3==Daily;4==31 to 60 minutes;5==More than 60 minutes,Categorical,FF114,q01-w15-f
How long on average do you talk in total on the days you use your mobile phone?,FF114,FF114; FF114; FF114,,1==Less than 1 minute;2==1 to 10 minutes;3==Daily;4==On average more than 1 hour per day;5==More than 60 minutes,Categorical,FF114,q01-w15-f
How long on average do you talk in total on the days you use your mobile phone?,FF114,FF114; FF114; FF114,,1==Less than 1 minute;2==A few times a week;3==11 to 30 minutes;4==31 to 60 minutes;5==More than 60 minutes,Categorical,FF114,q01-w15-f
How long on average do you talk in total on the days you use your mobile phone?,FF114,FF114; FF114; FF114,,1==Less than 1 minute;2==A few times a week;3==11 to 30 minutes;4==On average more than 1 hour per day;5==More than 60 minutes,Categorical,FF114,q01-w15-f
How long on average do you talk in total on the days you use your mobile phone?,FF114,FF114; FF114; FF114,,1==Less than 1 minute;2==A few times a week;3==Daily;4==31 to 60 minutes;5==More than 60 minutes,Categorical,FF114,q01-w15-f
How long on average do you talk in total on the days you use your mobile phone?,FF114,FF114; FF114; FF114,,1==Less than 1 minute;2==A few times a week;3==Daily;4==On average more than 1 hour per day;5==More than 60 minutes,Categorical,FF114,q01-w15-f
How long on average do you talk in total on the days you use your mobile phone?,FF114,FF114; FF114; FF114,,1==Never;2==1 to 10 minutes;3==11 to 30 minutes;4==31 to 60 minutes;5==More than 60 minutes,Categorical,FF114,q01-w15-f
How long on average do you talk in total on the days you use your mobile phone?,FF114,FF114; FF114; FF114,,1==Never;2==1 to 10 minutes;3==11 to 30 minutes;4==On average more than 1 hour per day;5==More than 60 minutes,Categorical,FF114,q01-w15-f
How long on average do you talk in total on the days you use your mobile phone?,FF114,FF114; FF114; FF114,,1==Never;2==1 to 10 minutes;3==Daily;4==31 to 60 minutes;5==More than 60 minutes,Categorical,FF114,q01-w15-f
How long on average do you talk in total on the days you use your mobile phone?,FF114,FF114; FF114; FF114,,1==Never;2==1 to 10 minutes;3==Daily;4==On average more than 1 hour per day;5==More than 60 minutes,Categorical,FF114,q01-w15-f
How long on average do you talk in total on the days you use your mobile phone?,FF114,FF114; FF114; FF114,,1==Never;2==A few times a week;3==11 to 30 minutes;4==31 to 60 minutes;5==More than 60 minutes,Categorical,FF114,q01-w15-f
How long on average do you talk in total on the days you use your mobile phone?,FF114,FF114; FF114; FF114,,1==Never;2==A few times a week;3==11 to 30 minutes;4==On average more than 1 hour per day;5==More than 60 minutes,Categorical,FF114,q01-w15-f
How long on average do you talk in total on the days you use your mobile phone?,FF114,FF114; FF114; FF114,,1==Never;2==A few times a week;3==Daily;4==31 to 60 minutes;5==More than 60 minutes,Categorical,FF114,q01-w15-f
How long on average do you talk in total on the days you use your mobile phone?,FF114,FF114; FF114; FF114,,1==Never;2==A few times a week;3==Daily;4==On average more than 1 hour per day;5==More than 60 minutes,Categorical,FF114,q01-w15-f
How long on average do you talk in total on the days you use your mobile phone?,Copying machine,,,1==Less than 1 minute;2==1 to 10 minutes;3==11 to 30 minutes;4==31 to 60 minutes;5==More than 60 minutes,Categorical,,q01-w15-f
How long on average do you talk in total on the days you use your mobile phone?,Copying machine,,,1==Less than 1 minute;2==1 to 10 minutes;3==11 to 30 minutes;4==On average more than 1 hour per day;5==More than 60 minutes,Categorical,,q01-w15-f
How long on average do you talk in total on the days you use your mobile phone?,Copying machine,,,1==Less than 1 minute;2==1 to 10 minutes;3==Daily;4==31 to 60 minutes;5==More than 60 minutes,Categorical,,q01-w15-f
How long on average do you talk in total on the days you use your mobile phone?,Copying machine,,,1==Less than 1 minute;2==1 to 10 minutes;3==Daily;4==On average more than 1 hour per day;5==More than 60 minutes,Categorical,,q01-w15-f
How long on average do you talk in total on the days you use your mobile phone?,Copying machine,,,1==Less than 1 minute;2==A few times a week;3==11 to 30 minutes;4==31 to 60 minutes;5==More than 60 minutes,Categorical,,q01-w15-f
How long on average do you talk in total on the days you use your mobile phone?,Copying machine,,,1==Less than 1 minute;2==A few times a week;3==11 to 30 minutes;4==On average more than 1 hour per day;5==More than 60 minutes,Categorical,,q01-w15-f
How long on average do you talk in total on the days you use your mobile phone?,Copying machine,,,1==Less than 1 minute;2==A few times a week;3==Daily;4==31 to 60 minutes;5==More than 60 minutes,Categorical,,q01-w15-f
How long on average do you talk in total on the days you use your mobile phone?,Copying machine,,,1==Less than 1 minute;2==A few times a week;3==Daily;4==On average more than 1 hour per day;5==More than 60 minutes,Categorical,,q01-w15-f
How long on average do you talk in total on the days you use your mobile phone?,Copying machine,,,1==Never;2==1 to 10 minutes;3==11 to 30 minutes;4==31 to 60 minutes;5==More than 60 minutes,Categorical,,q01-w15-f
How long on average do you talk in total on the days you use your mobile phone?,Copying machine,,,1==Never;2==1 to 10 minutes;3==11 to 30 minutes;4==On average more than 1 hour per day;5==More than 60 minutes,Categorical,,q01-w15-f
How long on average do you talk in total on the days you use your mobile phone?,Copying machine,,,1==Never;2==1 to 10 minutes;3==Daily;4==31 to 60 minutes;5==More than 60 minutes,Categorical,,q01-w15-f
How long on average do you talk in total on the days you use your mobile phone?,Copying machine,,,1==Never;2==1 to 10 minutes;3==Daily;4==On average more than 1 hour per day;5==More than 60 minutes,Categorical,,q01-w15-f
How long on average do you talk in total on the days you use your mobile phone?,Copying machine,,,1==Never;2==A few times a week;3==11 to 30 minutes;4==31 to 60 minutes;5==More than 60 minutes,Categorical,,q01-w15-f
How long on average do you talk in total on the days you use your mobile phone?,Copying machine,,,1==Never;2==A few times a week;3==11 to 30 minutes;4==On average more than 1 hour per day;5==More than 60 minutes,Categorical,,q01-w15-f
How long on average do you talk in total on the days you use your mobile phone?,Copying machine,,,1==Never;2==A few times a week;3==Daily;4==31 to 60 minutes;5==More than 60 minutes,Categorical,,q01-w15-f
How long on average do you talk in total on the days you use your mobile phone?,Copying machine,,,1==Never;2==A few times a week;3==Daily;4==On average more than 1 hour per day;5==More than 60 minutes,Categorical,,q01-w15-f
How long on average do you talk in total on the days you use your mobile phone?,FF115,FF115; FF115; FF115,,1==Less than 1 minute;2==1 to 10 minutes;3==11 to 30 minutes;4==31 to 60 minutes;5==More than 60 minutes,Categorical,FF115,q01-w15-f
How long on average do you talk in total on the days you use your mobile phone?,FF115,FF115; FF115; FF115,,1==Less than 1 minute;2==1 to 10 minutes;3==11 to 30 minutes;4==On average more than 1 hour per day;5==More than 60 minutes,Categorical,FF115,q01-w15-f
How long on average do you talk in total on the days you use your mobile phone?,FF115,FF115; FF115; FF115,,1==Less than 1 minute;2==1 to 10 minutes;3==Daily;4==31 to 60 minutes;5==More than 60 minutes,Categorical,FF115,q01-w15-f
How long on average do you talk in total on the days you use your mobile phone?,FF115,FF115; FF115; FF115,,1==Less than 1 minute;2==1 to 10 minutes;3==Daily;4==On average more than 1 hour per day;5==More than 60 minutes,Categorical,FF115,q01-w15-f
How long on average do you talk in total on the days you use your mobile phone?,FF115,FF115; FF115; FF115,,1==Less than 1 minute;2==A few times a week;3==11 to 30 minutes;4==31 to 60 minutes;5==More than 60 minutes,Categorical,FF115,q01-w15-f
How long on average do you talk in total on the days you use your mobile phone?,FF115,FF115; FF115; FF115,,1==Less than 1 minute;2==A few times a week;3==11 to 30 minutes;4==On average more than 1 hour per day;5==More than 60 minutes,Categorical,FF115,q01-w15-f
How long on average do you talk in total on the days you use your mobile phone?,FF115,FF115; FF115; FF115,,1==Less than 1 minute;2==A few times a week;3==Daily;4==31 to 60 minutes;5==More than 60 minutes,Categorical,FF115,q01-w15-f
How long on average do you talk in total on the days you use your mobile phone?,FF115,FF115; FF115; FF115,,1==Less than 1 minute;2==A few times a week;3==Daily;4==On average more than 1 hour per day;5==More than 60 minutes,Categorical,FF115,q01-w15-f
How long on average do you talk in total on the days you use your mobile phone?,FF115,FF115; FF115; FF115,,1==Never;2==1 to 10 minutes;3==11 to 30 minutes;4==31 to 60 minutes;5==More than 60 minutes,Categorical,FF115,q01-w15-f
How long on average do you talk in total on the days you use your mobile phone?,FF115,FF115; FF115; FF115,,1==Never;2==1 to 10 minutes;3==11 to 30 minutes;4==On average more than 1 hour per day;5==More than 60 minutes,Categorical,FF115,q01-w15-f
How long on average do you talk in total on the days you use your mobile phone?,FF115,FF115; FF115; FF115,,1==Never;2==1 to 10 minutes;3==Daily;4==31 to 60 minutes;5==More than 60 minutes,Categorical,FF115,q01-w15-f
How long on average do you talk in total on the days you use your mobile phone?,FF115,FF115; FF115; FF115,,1==Never;2==1 to 10 minutes;3==Daily;4==On average more than 1 hour per day;5==More than 60 minutes,Categorical,FF115,q01-w15-f
How long on average do you talk in total on the days you use your mobile phone?,FF115,FF115; FF115; FF115,,1==Never;2==A few times a week;3==11 to 30 minutes;4==31 to 60 minutes;5==More than 60 minutes,Categorical,FF115,q01-w15-f
How long on average do you talk in total on the days you use your mobile phone?,FF115,FF115; FF115; FF115,,1==Never;2==A few times a week;3==11 to 30 minutes;4==On average more than 1 hour per day;5==More than 60 minutes,Categorical,FF115,q01-w15-f
How long on average do you talk in total on the days you use your mobile phone?,FF115,FF115; FF115; FF115,,1==Never;2==A few times a week;3==Daily;4==31 to 60 minutes;5==More than 60 minutes,Categorical,FF115,q01-w15-f
How long on average do you talk in total on the days you use your mobile phone?,FF115,FF115; FF115; FF115,,1==Never;2==A few times a week;3==Daily;4==On average more than 1 hour per day;5==More than 60 minutes,Categorical,FF115,q01-w15-f
Do you have or have you had any of the following illnesses or health problems?,If yes how old,,,,Tick,,q01-w15-f
Do you have or have you had any of the following illnesses or health problems?,were you at the,,,,Tick,,q01-w15-f
Do you have or have you had any of the following illnesses or health problems?,If yes tick,,,,Tick,,q01-w15-f
Do you have or have you had any of the following illnesses or health problems?,first sign of,,,,Tick,,q01-w15-f
Do you have or have you had any of the following illnesses or health problems?,illness or problem,,,,Tick,,q01-w15-f
Do you have or have you had any of the following illnesses or health problems?,Hay fever pollen allergy,FF116; FF117; FF118;,,,Tick,FF116,q01-w15-f
Do you have or have you had any of the following illnesses or health problems?,Urticaria,FF119; FF120; FF121;,,,Tick,FF119,q01-w15-f
Do you have or have you had any of the following illnesses or health problems?,Asthma,FF122; FF123; FF124;,,,Tick,FF122,q01-w15-f
Do you have or have you had any of the following illnesses or health problems?,Atopic dermatitis,FF126; FF127;,,,Tick,FF126,q01-w15-f
Do you have or have you had any of the following illnesses or health problems?,FF125,FF125; FF125; FF125,,,Tick,FF125,q01-w15-f
Do you have or have you had any of the following illnesses or health problems?,Psoriasis,FF125; FF128; FF129; FF130;,,,Tick,FF125,q01-w15-f
Do you have or have you had any of the following illnesses or health problems?,Other eczema or skin,FF125; FF132; FF133;,,,Tick,FF125,q01-w15-f
Do you have or have you had any of the following illnesses or health problems?,FF131,FF131; FF131; FF131,,,Tick,FF131,q01-w15-f
Do you have or have you had any of the following illnesses or health problems?,problem,FF131,,,Tick,FF131,q01-w15-f
Do you have or have you had any of the following illnesses or health problems?,Chlamydia,FF131; FF374; FF375; FF376;,,,Tick,FF131,q01-w15-f
Do you have or have you had any of the following illnesses or health problems?,Herpes,FF131; FF377; FF378; FF379;,,,Tick,FF131,q01-w15-f
Do you have or have you had any of the following illnesses or health problems?,Genital warts,FF131; FF380; FF381; FF382;,,,Tick,FF131,q01-w15-f
Do you have or have you had any of the following illnesses or health problems?,Gonorrhea,FF131; FF383; FF384; FF385;,,,Tick,FF131,q01-w15-f
Do you have or have you had any of the following illnesses or health problems?,Migraine,FF131; FF134; FF135; FF136;,,,Tick,FF131,q01-w15-f
Do you have or have you had any of the following illnesses or health problems?,Other frequent,FF131; FF138; FF139;,,,Tick,FF131,q01-w15-f
Do you have or have you had any of the following illnesses or health problems?,FF137,FF137; FF137; FF137,,,Tick,FF137,q01-w15-f
Do you have or have you had any of the following illnesses or health problems?,headaches,FF137,,,Tick,FF137,q01-w15-f
Do you have or have you had any of the following illnesses or health problems?,Constant aches or,FF137; FF141; FF142;,,,Tick,FF137,q01-w15-f
