Q1,Q2,CODES,OPT,R,TYPE,C1,Q
If yes how many months did you have regular intercourse without contraception before you became pregnant?,In version B C E,,,Number of months if more than 3;1==Less than 2 months;2==1 to 2 months;3==3 months or more,Categorical,,q01-w15-m
If yes how many months did you have regular intercourse without contraception before you became pregnant?,In version B C E,,,Number of months if more than 3;1==Less than 2 months;2==2 to 3 months;3==3 months or more,Categorical,,q01-w15-m
If yes how many months did you have regular intercourse without contraception before you became pregnant?,In all versions,AA48,,Number of months if more than 3;1==Less than 1 month;2==1 to 2 months;3==3 months or more,Categorical,AA48,q01-w15-m
If yes how many months did you have regular intercourse without contraception before you became pregnant?,In all versions,AA48,,Number of months if more than 3;1==Less than 1 month;2==2 to 3 months;3==3 months or more,Categorical,AA48,q01-w15-m
If yes how many months did you have regular intercourse without contraception before you became pregnant?,In all versions,AA48,,Number of months if more than 3;1==Less than 2 months;2==1 to 2 months;3==3 months or more,Categorical,AA48,q01-w15-m
If yes how many months did you have regular intercourse without contraception before you became pregnant?,In all versions,AA48,,Number of months if more than 3;1==Less than 2 months;2==2 to 3 months;3==3 months or more,Categorical,AA48,q01-w15-m
If yes how many months did you have regular intercourse without contraception before you became pregnant?,Only in version A,AA1687,,Number of months if more than 3;1==Less than 1 month;2==1 to 2 months;3==3 months or more,Categorical,AA1687,q01-w15-m
If yes how many months did you have regular intercourse without contraception before you became pregnant?,Only in version A,AA1687,,Number of months if more than 3;1==Less than 1 month;2==2 to 3 months;3==3 months or more,Categorical,AA1687,q01-w15-m
If yes how many months did you have regular intercourse without contraception before you became pregnant?,Only in version A,AA1687,,Number of months if more than 3;1==Less than 2 months;2==1 to 2 months;3==3 months or more,Categorical,AA1687,q01-w15-m
If yes how many months did you have regular intercourse without contraception before you became pregnant?,Only in version A,AA1687,,Number of months if more than 3;1==Less than 2 months;2==2 to 3 months;3==3 months or more,Categorical,AA1687,q01-w15-m
If yes which type?,Condom,AA50,,,Tick,AA50,q01-w15-m
If yes which type?,Diaphragm,AA51,,,Tick,AA51,q01-w15-m
If yes which type?,IUD,AA52,,,Tick,AA52,q01-w15-m
If yes which type?,Hormone IUD,AA53,,,Tick,AA53,q01-w15-m
If yes which type?,Hormone injection,AA54,,,Tick,AA54,q01-w15-m
If yes which type?,Mini pill,AA55,,,Tick,AA55,q01-w15-m
If yes which type?,Pill,AA56,,,Tick,AA56,q01-w15-m
If yes which type?,Spermicides,AA57,,,Tick,AA57,q01-w15-m
If yes which type?,Safe period,AA58,,,Tick,AA58,q01-w15-m
If yes which type?,Withdrawal,AA59,,,Tick,AA59,q01-w15-m
If yes which type?,Other,AA60,,,Tick,AA60,q01-w15-m
If yes which type?,AA61,AA61; AA61; AA61,,,Tick,AA61,q01-w15-m
If yes which type?,Other specify,,,,Tick,,q01-w15-m
If yes which type?,AA1585,AA1585; AA1585; AA1585,,,Tick,AA1585,q01-w15-m
Have you been pregnant before?,AA93,AA93; AA93; AA93,,Number 0 – 9999;1==No;2==Yes;3==Termination of;4==Ectopic pregnancy,Categorical,AA93,q01-w15-m
Have you been pregnant before?,AA93,AA93; AA93; AA93,,Number 0 – 9999;1==No;2==Spontaneous abortion;3==Termination of;4==Ectopic pregnancy,Categorical,AA93,q01-w15-m
Have you been pregnant before?,AA93,AA93; AA93; AA93,,Number 0 – 9999;1==Live infant born;2==Yes;3==Termination of;4==Ectopic pregnancy,Categorical,AA93,q01-w15-m
Have you been pregnant before?,AA93,AA93; AA93; AA93,,Number 0 – 9999;1==Live infant born;2==Spontaneous abortion;3==Termination of;4==Ectopic pregnancy,Categorical,AA93,q01-w15-m
Have you been pregnant before?,AA93,AA93; AA93; AA93,,Number 0 – 99;1==No;2==Yes;3==Termination of;4==Ectopic pregnancy,Categorical,AA93,q01-w15-m
Have you been pregnant before?,AA93,AA93; AA93; AA93,,Number 0 – 99;1==No;2==Spontaneous abortion;3==Termination of;4==Ectopic pregnancy,Categorical,AA93,q01-w15-m
Have you been pregnant before?,AA93,AA93; AA93; AA93,,Number 0 – 99;1==Live infant born;2==Yes;3==Termination of;4==Ectopic pregnancy,Categorical,AA93,q01-w15-m
Have you been pregnant before?,AA93,AA93; AA93; AA93,,Number 0 – 99;1==Live infant born;2==Spontaneous abortion;3==Termination of;4==Ectopic pregnancy,Categorical,AA93,q01-w15-m
Have you been pregnant before?,AA93,AA93; AA93; AA93,,Number of months breast feeding Number 0 – 99;1==No;2==Yes;3==Termination of;4==Ectopic pregnancy,Categorical,AA93,q01-w15-m
Have you been pregnant before?,AA93,AA93; AA93; AA93,,Number of months breast feeding Number 0 – 99;1==No;2==Spontaneous abortion;3==Termination of;4==Ectopic pregnancy,Categorical,AA93,q01-w15-m
Have you been pregnant before?,AA93,AA93; AA93; AA93,,Number of months breast feeding Number 0 – 99;1==Live infant born;2==Yes;3==Termination of;4==Ectopic pregnancy,Categorical,AA93,q01-w15-m
Have you been pregnant before?,AA93,AA93; AA93; AA93,,Number of months breast feeding Number 0 – 99;1==Live infant born;2==Spontaneous abortion;3==Termination of;4==Ectopic pregnancy,Categorical,AA93,q01-w15-m
Have you been pregnant before?,Year pregnancy started,,,Number 0 – 9999;1==No;2==Yes;3==Termination of;4==Ectopic pregnancy,Categorical,,q01-w15-m
Have you been pregnant before?,Year pregnancy started,,,Number 0 – 9999;1==No;2==Spontaneous abortion;3==Termination of;4==Ectopic pregnancy,Categorical,,q01-w15-m
Have you been pregnant before?,Year pregnancy started,,,Number 0 – 9999;1==Live infant born;2==Yes;3==Termination of;4==Ectopic pregnancy,Categorical,,q01-w15-m
Have you been pregnant before?,Year pregnancy started,,,Number 0 – 9999;1==Live infant born;2==Spontaneous abortion;3==Termination of;4==Ectopic pregnancy,Categorical,,q01-w15-m
Have you been pregnant before?,Year pregnancy started,,,Number 0 – 99;1==No;2==Yes;3==Termination of;4==Ectopic pregnancy,Categorical,,q01-w15-m
Have you been pregnant before?,Year pregnancy started,,,Number 0 – 99;1==No;2==Spontaneous abortion;3==Termination of;4==Ectopic pregnancy,Categorical,,q01-w15-m
Have you been pregnant before?,Year pregnancy started,,,Number 0 – 99;1==Live infant born;2==Yes;3==Termination of;4==Ectopic pregnancy,Categorical,,q01-w15-m
Have you been pregnant before?,Year pregnancy started,,,Number 0 – 99;1==Live infant born;2==Spontaneous abortion;3==Termination of;4==Ectopic pregnancy,Categorical,,q01-w15-m
Have you been pregnant before?,Year pregnancy started,,,Number of months breast feeding Number 0 – 99;1==No;2==Yes;3==Termination of;4==Ectopic pregnancy,Categorical,,q01-w15-m
Have you been pregnant before?,Year pregnancy started,,,Number of months breast feeding Number 0 – 99;1==No;2==Spontaneous abortion;3==Termination of;4==Ectopic pregnancy,Categorical,,q01-w15-m
Have you been pregnant before?,Year pregnancy started,,,Number of months breast feeding Number 0 – 99;1==Live infant born;2==Yes;3==Termination of;4==Ectopic pregnancy,Categorical,,q01-w15-m
Have you been pregnant before?,Year pregnancy started,,,Number of months breast feeding Number 0 – 99;1==Live infant born;2==Spontaneous abortion;3==Termination of;4==Ectopic pregnancy,Categorical,,q01-w15-m
Have you been pregnant before?,AA148,AA148; AA148; AA148,,Number 0 – 9999;1==No;2==Yes;3==Termination of;4==Ectopic pregnancy,Categorical,AA148,q01-w15-m
Have you been pregnant before?,AA148,AA148; AA148; AA148,,Number 0 – 9999;1==No;2==Spontaneous abortion;3==Termination of;4==Ectopic pregnancy,Categorical,AA148,q01-w15-m
Have you been pregnant before?,AA148,AA148; AA148; AA148,,Number 0 – 9999;1==Live infant born;2==Yes;3==Termination of;4==Ectopic pregnancy,Categorical,AA148,q01-w15-m
Have you been pregnant before?,AA148,AA148; AA148; AA148,,Number 0 – 9999;1==Live infant born;2==Spontaneous abortion;3==Termination of;4==Ectopic pregnancy,Categorical,AA148,q01-w15-m
Have you been pregnant before?,AA148,AA148; AA148; AA148,,Number 0 – 99;1==No;2==Yes;3==Termination of;4==Ectopic pregnancy,Categorical,AA148,q01-w15-m
Have you been pregnant before?,AA148,AA148; AA148; AA148,,Number 0 – 99;1==No;2==Spontaneous abortion;3==Termination of;4==Ectopic pregnancy,Categorical,AA148,q01-w15-m
Have you been pregnant before?,AA148,AA148; AA148; AA148,,Number 0 – 99;1==Live infant born;2==Yes;3==Termination of;4==Ectopic pregnancy,Categorical,AA148,q01-w15-m
Have you been pregnant before?,AA148,AA148; AA148; AA148,,Number 0 – 99;1==Live infant born;2==Spontaneous abortion;3==Termination of;4==Ectopic pregnancy,Categorical,AA148,q01-w15-m
Have you been pregnant before?,AA148,AA148; AA148; AA148,,Number of months breast feeding Number 0 – 99;1==No;2==Yes;3==Termination of;4==Ectopic pregnancy,Categorical,AA148,q01-w15-m
Have you been pregnant before?,AA148,AA148; AA148; AA148,,Number of months breast feeding Number 0 – 99;1==No;2==Spontaneous abortion;3==Termination of;4==Ectopic pregnancy,Categorical,AA148,q01-w15-m
Have you been pregnant before?,AA148,AA148; AA148; AA148,,Number of months breast feeding Number 0 – 99;1==Live infant born;2==Yes;3==Termination of;4==Ectopic pregnancy,Categorical,AA148,q01-w15-m
Have you been pregnant before?,AA148,AA148; AA148; AA148,,Number of months breast feeding Number 0 – 99;1==Live infant born;2==Spontaneous abortion;3==Termination of;4==Ectopic pregnancy,Categorical,AA148,q01-w15-m
Have you been pregnant before?,Outcome of pregnancy,,,Number 0 – 9999;1==No;2==Yes;3==Termination of;4==Ectopic pregnancy,Categorical,,q01-w15-m
Have you been pregnant before?,Outcome of pregnancy,,,Number 0 – 9999;1==No;2==Spontaneous abortion;3==Termination of;4==Ectopic pregnancy,Categorical,,q01-w15-m
Have you been pregnant before?,Outcome of pregnancy,,,Number 0 – 9999;1==Live infant born;2==Yes;3==Termination of;4==Ectopic pregnancy,Categorical,,q01-w15-m
Have you been pregnant before?,Outcome of pregnancy,,,Number 0 – 9999;1==Live infant born;2==Spontaneous abortion;3==Termination of;4==Ectopic pregnancy,Categorical,,q01-w15-m
Have you been pregnant before?,Outcome of pregnancy,,,Number 0 – 99;1==No;2==Yes;3==Termination of;4==Ectopic pregnancy,Categorical,,q01-w15-m
Have you been pregnant before?,Outcome of pregnancy,,,Number 0 – 99;1==No;2==Spontaneous abortion;3==Termination of;4==Ectopic pregnancy,Categorical,,q01-w15-m
Have you been pregnant before?,Outcome of pregnancy,,,Number 0 – 99;1==Live infant born;2==Yes;3==Termination of;4==Ectopic pregnancy,Categorical,,q01-w15-m
Have you been pregnant before?,Outcome of pregnancy,,,Number 0 – 99;1==Live infant born;2==Spontaneous abortion;3==Termination of;4==Ectopic pregnancy,Categorical,,q01-w15-m
Have you been pregnant before?,Outcome of pregnancy,,,Number of months breast feeding Number 0 – 99;1==No;2==Yes;3==Termination of;4==Ectopic pregnancy,Categorical,,q01-w15-m
Have you been pregnant before?,Outcome of pregnancy,,,Number of months breast feeding Number 0 – 99;1==No;2==Spontaneous abortion;3==Termination of;4==Ectopic pregnancy,Categorical,,q01-w15-m
Have you been pregnant before?,Outcome of pregnancy,,,Number of months breast feeding Number 0 – 99;1==Live infant born;2==Yes;3==Termination of;4==Ectopic pregnancy,Categorical,,q01-w15-m
Have you been pregnant before?,Outcome of pregnancy,,,Number of months breast feeding Number 0 – 99;1==Live infant born;2==Spontaneous abortion;3==Termination of;4==Ectopic pregnancy,Categorical,,q01-w15-m
Have you been pregnant before?,pregnancy,,,Number 0 – 9999;1==No;2==Yes;3==Termination of;4==Ectopic pregnancy,Categorical,,q01-w15-m
Have you been pregnant before?,pregnancy,,,Number 0 – 9999;1==No;2==Spontaneous abortion;3==Termination of;4==Ectopic pregnancy,Categorical,,q01-w15-m
Have you been pregnant before?,pregnancy,,,Number 0 – 9999;1==Live infant born;2==Yes;3==Termination of;4==Ectopic pregnancy,Categorical,,q01-w15-m
Have you been pregnant before?,pregnancy,,,Number 0 – 9999;1==Live infant born;2==Spontaneous abortion;3==Termination of;4==Ectopic pregnancy,Categorical,,q01-w15-m
Have you been pregnant before?,pregnancy,,,Number 0 – 99;1==No;2==Yes;3==Termination of;4==Ectopic pregnancy,Categorical,,q01-w15-m
Have you been pregnant before?,pregnancy,,,Number 0 – 99;1==No;2==Spontaneous abortion;3==Termination of;4==Ectopic pregnancy,Categorical,,q01-w15-m
Have you been pregnant before?,pregnancy,,,Number 0 – 99;1==Live infant born;2==Yes;3==Termination of;4==Ectopic pregnancy,Categorical,,q01-w15-m
Have you been pregnant before?,pregnancy,,,Number 0 – 99;1==Live infant born;2==Spontaneous abortion;3==Termination of;4==Ectopic pregnancy,Categorical,,q01-w15-m
Have you been pregnant before?,pregnancy,,,Number of months breast feeding Number 0 – 99;1==No;2==Yes;3==Termination of;4==Ectopic pregnancy,Categorical,,q01-w15-m
Have you been pregnant before?,pregnancy,,,Number of months breast feeding Number 0 – 99;1==No;2==Spontaneous abortion;3==Termination of;4==Ectopic pregnancy,Categorical,,q01-w15-m
Have you been pregnant before?,pregnancy,,,Number of months breast feeding Number 0 – 99;1==Live infant born;2==Yes;3==Termination of;4==Ectopic pregnancy,Categorical,,q01-w15-m
Have you been pregnant before?,pregnancy,,,Number of months breast feeding Number 0 – 99;1==Live infant born;2==Spontaneous abortion;3==Termination of;4==Ectopic pregnancy,Categorical,,q01-w15-m
Have you been pregnant before?,Week of pregnancy for abortion or still birth,AA120,,Number 0 – 9999;1==No;2==Yes;3==Termination of;4==Ectopic pregnancy,Categorical,AA120,q01-w15-m
Have you been pregnant before?,Week of pregnancy for abortion or still birth,AA120,,Number 0 – 9999;1==No;2==Spontaneous abortion;3==Termination of;4==Ectopic pregnancy,Categorical,AA120,q01-w15-m
Have you been pregnant before?,Week of pregnancy for abortion or still birth,AA120,,Number 0 – 9999;1==Live infant born;2==Yes;3==Termination of;4==Ectopic pregnancy,Categorical,AA120,q01-w15-m
Have you been pregnant before?,Week of pregnancy for abortion or still birth,AA120,,Number 0 – 9999;1==Live infant born;2==Spontaneous abortion;3==Termination of;4==Ectopic pregnancy,Categorical,AA120,q01-w15-m
Have you been pregnant before?,Week of pregnancy for abortion or still birth,AA120,,Number 0 – 99;1==No;2==Yes;3==Termination of;4==Ectopic pregnancy,Categorical,AA120,q01-w15-m
Have you been pregnant before?,Week of pregnancy for abortion or still birth,AA120,,Number 0 – 99;1==No;2==Spontaneous abortion;3==Termination of;4==Ectopic pregnancy,Categorical,AA120,q01-w15-m
Have you been pregnant before?,Week of pregnancy for abortion or still birth,AA120,,Number 0 – 99;1==Live infant born;2==Yes;3==Termination of;4==Ectopic pregnancy,Categorical,AA120,q01-w15-m
Have you been pregnant before?,Week of pregnancy for abortion or still birth,AA120,,Number 0 – 99;1==Live infant born;2==Spontaneous abortion;3==Termination of;4==Ectopic pregnancy,Categorical,AA120,q01-w15-m
Have you been pregnant before?,Week of pregnancy for abortion or still birth,AA120,,Number of months breast feeding Number 0 – 99;1==No;2==Yes;3==Termination of;4==Ectopic pregnancy,Categorical,AA120,q01-w15-m
Have you been pregnant before?,Week of pregnancy for abortion or still birth,AA120,,Number of months breast feeding Number 0 – 99;1==No;2==Spontaneous abortion;3==Termination of;4==Ectopic pregnancy,Categorical,AA120,q01-w15-m
Have you been pregnant before?,Week of pregnancy for abortion or still birth,AA120,,Number of months breast feeding Number 0 – 99;1==Live infant born;2==Yes;3==Termination of;4==Ectopic pregnancy,Categorical,AA120,q01-w15-m
Have you been pregnant before?,Week of pregnancy for abortion or still birth,AA120,,Number of months breast feeding Number 0 – 99;1==Live infant born;2==Spontaneous abortion;3==Termination of;4==Ectopic pregnancy,Categorical,AA120,q01-w15-m
Have you been pregnant before?,AA150,AA150; AA150; AA150,,Number 0 – 9999;1==No;2==Yes;3==Termination of;4==Ectopic pregnancy,Categorical,AA150,q01-w15-m
Have you been pregnant before?,AA150,AA150; AA150; AA150,,Number 0 – 9999;1==No;2==Spontaneous abortion;3==Termination of;4==Ectopic pregnancy,Categorical,AA150,q01-w15-m
Have you been pregnant before?,AA150,AA150; AA150; AA150,,Number 0 – 9999;1==Live infant born;2==Yes;3==Termination of;4==Ectopic pregnancy,Categorical,AA150,q01-w15-m
Have you been pregnant before?,AA150,AA150; AA150; AA150,,Number 0 – 9999;1==Live infant born;2==Spontaneous abortion;3==Termination of;4==Ectopic pregnancy,Categorical,AA150,q01-w15-m
Have you been pregnant before?,AA150,AA150; AA150; AA150,,Number 0 – 99;1==No;2==Yes;3==Termination of;4==Ectopic pregnancy,Categorical,AA150,q01-w15-m
Have you been pregnant before?,AA150,AA150; AA150; AA150,,Number 0 – 99;1==No;2==Spontaneous abortion;3==Termination of;4==Ectopic pregnancy,Categorical,AA150,q01-w15-m
Have you been pregnant before?,AA150,AA150; AA150; AA150,,Number 0 – 99;1==Live infant born;2==Yes;3==Termination of;4==Ectopic pregnancy,Categorical,AA150,q01-w15-m
Have you been pregnant before?,AA150,AA150; AA150; AA150,,Number 0 – 99;1==Live infant born;2==Spontaneous abortion;3==Termination of;4==Ectopic pregnancy,Categorical,AA150,q01-w15-m
Have you been pregnant before?,AA150,AA150; AA150; AA150,,Number of months breast feeding Number 0 – 99;1==No;2==Yes;3==Termination of;4==Ectopic pregnancy,Categorical,AA150,q01-w15-m
Have you been pregnant before?,AA150,AA150; AA150; AA150,,Number of months breast feeding Number 0 – 99;1==No;2==Spontaneous abortion;3==Termination of;4==Ectopic pregnancy,Categorical,AA150,q01-w15-m
Have you been pregnant before?,AA150,AA150; AA150; AA150,,Number of months breast feeding Number 0 – 99;1==Live infant born;2==Yes;3==Termination of;4==Ectopic pregnancy,Categorical,AA150,q01-w15-m
Have you been pregnant before?,AA150,AA150; AA150; AA150,,Number of months breast feeding Number 0 – 99;1==Live infant born;2==Spontaneous abortion;3==Termination of;4==Ectopic pregnancy,Categorical,AA150,q01-w15-m
Have you been pregnant before?,AA151,AA151; AA151; AA151,,Number 0 – 9999;1==No;2==Yes;3==Termination of;4==Ectopic pregnancy,Categorical,AA151,q01-w15-m
Have you been pregnant before?,AA151,AA151; AA151; AA151,,Number 0 – 9999;1==No;2==Spontaneous abortion;3==Termination of;4==Ectopic pregnancy,Categorical,AA151,q01-w15-m
Have you been pregnant before?,AA151,AA151; AA151; AA151,,Number 0 – 9999;1==Live infant born;2==Yes;3==Termination of;4==Ectopic pregnancy,Categorical,AA151,q01-w15-m
Have you been pregnant before?,AA151,AA151; AA151; AA151,,Number 0 – 9999;1==Live infant born;2==Spontaneous abortion;3==Termination of;4==Ectopic pregnancy,Categorical,AA151,q01-w15-m
Have you been pregnant before?,AA151,AA151; AA151; AA151,,Number 0 – 99;1==No;2==Yes;3==Termination of;4==Ectopic pregnancy,Categorical,AA151,q01-w15-m
Have you been pregnant before?,AA151,AA151; AA151; AA151,,Number 0 – 99;1==No;2==Spontaneous abortion;3==Termination of;4==Ectopic pregnancy,Categorical,AA151,q01-w15-m
Have you been pregnant before?,AA151,AA151; AA151; AA151,,Number 0 – 99;1==Live infant born;2==Yes;3==Termination of;4==Ectopic pregnancy,Categorical,AA151,q01-w15-m
Have you been pregnant before?,AA151,AA151; AA151; AA151,,Number 0 – 99;1==Live infant born;2==Spontaneous abortion;3==Termination of;4==Ectopic pregnancy,Categorical,AA151,q01-w15-m
Have you been pregnant before?,AA151,AA151; AA151; AA151,,Number of months breast feeding Number 0 – 99;1==No;2==Yes;3==Termination of;4==Ectopic pregnancy,Categorical,AA151,q01-w15-m
Have you been pregnant before?,AA151,AA151; AA151; AA151,,Number of months breast feeding Number 0 – 99;1==No;2==Spontaneous abortion;3==Termination of;4==Ectopic pregnancy,Categorical,AA151,q01-w15-m
